[4/15/23 09:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: Weed	
[4/15/23 10:26PM] Player picked up item: Coin, id: 995, amount: 800, owner: Weed	
[4/15/23 10:27PM] Player picked up item: Coin, id: 995, amount: 800, owner: Weed	
[4/15/23 10:30PM] Player picked up item: Coin, id: 995, amount: 2156100, owner: Weed	
[4/15/23 10:30PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Weed	
[4/15/23 10:31PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Weed	
[4/15/23 10:33PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Weed	
[4/15/23 10:33PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Weed	
[4/15/23 10:33PM] Player picked up item: $25 Bond, id: 23058, amount: 4, owner: Weed	
[4/15/23 10:48PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Weed	
[4/15/23 10:48PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Weed	
[4/15/23 10:48PM] Player picked up item: Coin, id: 995, amount: 800, owner: Weed	
[4/15/23 10:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Weed	
[4/15/23 10:55PM] Player picked up item: Coin, id: 995, amount: 900, owner: Weed	
[4/15/23 11:08PM] Player picked up item: Coin, id: 995, amount: 2223452, owner: Weed	
[4/15/23 11:08PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Weed	
[4/15/23 11:09PM] Player picked up item: Coin, id: 995, amount: 4149897, owner: Weed	
[4/15/23 11:09PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Weed	
[4/15/23 11:26PM] Player picked up item: Coin, id: 995, amount: 3764448, owner: Weed	
[4/15/23 11:26PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Weed	
[4/15/23 11:27PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Weed	
[4/15/23 11:27PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Weed	
[4/16/23 12:08AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Weed	
[4/16/23 12:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Weed	
[4/16/23 12:09AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Weed	
[4/16/23 12:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Weed	
[4/16/23 12:10AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Weed	
[4/16/23 12:10AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Weed	
[4/16/23 12:13AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Weed	
[4/16/23 12:14AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Weed	
[4/16/23 12:22AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Weed	
[4/16/23 12:23AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Weed	
[4/16/23 12:23AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Weed	
[4/16/23 12:24AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Weed	
[4/16/23 12:25AM] Player picked up item: Coin, id: 995, amount: 4055954, owner: Weed	
[4/16/23 12:25AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Weed	
[4/16/23 12:36AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Weed	
[4/16/23 12:36AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Weed	
[4/16/23 12:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Weed	
[4/16/23 12:36AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Weed	
[4/16/23 12:37AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Weed	
[4/16/23 12:38AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Weed	
[4/16/23 12:39AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Weed	
[4/16/23 12:39AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Weed	
[4/16/23 12:39AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Weed	
[4/16/23 12:39AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Weed	
[4/16/23 12:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Weed	
[4/16/23 12:42AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Weed	
[4/16/23 12:43AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Weed	
[4/16/23 12:43AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Weed	
[4/16/23 12:43AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Weed	
[4/16/23 12:43AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Weed	
[4/16/23 12:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Weed	
[4/16/23 12:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Weed	
[4/16/23 12:45AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Weed	
[4/16/23 12:46AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Weed	
[4/16/23 12:49AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Weed	
[4/16/23 12:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Weed	
[4/16/23 12:49AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Weed	
[4/16/23 12:50AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Weed	
[4/16/23 12:50AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Weed	
[4/16/23 12:52AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Weed	
[4/16/23 12:52AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Weed	
[4/16/23 12:53AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Weed	
[4/16/23 12:56AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Weed	
[4/16/23 10:54AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Weed	
[4/16/23 10:54AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Weed	
[4/16/23 10:55AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Weed	
[4/16/23 10:55AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Weed	
[4/16/23 10:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Weed	
[4/16/23 10:55AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Weed	
[4/16/23 10:55AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Weed	
[4/16/23 10:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Weed	
[4/16/23 10:56AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Weed	
[4/16/23 10:58AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Weed	
[4/16/23 10:58AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Weed	
[4/16/23 11:02AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Weed	
[4/16/23 11:13AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Weed	
[4/16/23 11:15AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Weed	
[4/16/23 11:16AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Weed	
[4/16/23 11:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Weed	
[4/16/23 11:20AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Weed	
[4/16/23 11:21AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Weed	
[4/16/23 11:24AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Weed	
[4/16/23 11:27AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Weed	
[4/16/23 11:32AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Weed	
[4/16/23 11:32AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Weed	
[4/16/23 11:34AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Weed	
[4/16/23 11:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Weed	
[4/16/23 11:38AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Weed	
[4/16/23 11:44AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Weed	
[4/16/23 11:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Weed	
[4/16/23 11:45AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Weed	
[4/16/23 11:46AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Weed	
[4/16/23 11:54AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Weed	
[4/16/23 11:54AM] Player picked up item: Coin, id: 995, amount: 2189469, owner: Weed	
[4/16/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Weed	
[4/16/23 11:57AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Weed	
[4/16/23 11:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Weed	
[4/16/23 11:58AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Weed	
[4/16/23 12:03PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Weed	
[4/16/23 01:21PM] Player picked up item: Inferno Blade, id: 20542, amount: 1, owner: Weed	
[4/16/23 06:56PM] Player picked up item: Sacred Gloves, id: 23137, amount: 1, owner: Weed	
[4/21/23 09:30PM] Player picked up item: Nightmare hammers, id: 23033, amount: 1, owner: Weed	
