[4/16/23 05:51AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trobi	
[4/16/23 06:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trobi	
[4/16/23 06:06AM] Player picked up item: Coin, id: 995, amount: 600, owner: Trobi	
[4/16/23 06:06AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Trobi	
[4/16/23 06:07AM] Player picked up item: Coin, id: 995, amount: 600, owner: Trobi	
[4/16/23 06:07AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Trobi	
[4/16/23 06:08AM] Player picked up item: Starter Cannon, id: 22083, amount: 1, owner: Trobi	
[4/16/23 06:08AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Trobi	
[4/16/23 06:20AM] Player picked up item: Coin, id: 995, amount: 11000, owner: Trobi	
[4/16/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trobi	
[4/16/23 06:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trobi	
[4/16/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Trobi	
[4/16/23 06:29AM] Player picked up item: Coin, id: 995, amount: 1022209, owner: Trobi	
[4/16/23 06:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Trobi	
[4/16/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Trobi	
[4/16/23 06:33AM] Player picked up item: Coin, id: 995, amount: 11000, owner: Trobi	
[4/16/23 06:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trobi	
[4/16/23 06:34AM] Player picked up item: Coin, id: 995, amount: 11000, owner: Trobi	
[4/16/23 06:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Trobi	
[4/16/23 06:35AM] Player picked up item: Coin, id: 995, amount: 11000, owner: Trobi	
[4/16/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trobi	
[4/16/23 06:37AM] Player picked up item: Coin, id: 995, amount: 11000, owner: Trobi	
[4/16/23 06:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Trobi	
[4/16/23 06:39AM] Player picked up item: Coin, id: 995, amount: 11000, owner: Trobi	
[4/16/23 06:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trobi	
[4/16/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trobi	
[4/16/23 06:40AM] Player picked up item: Coin, id: 995, amount: 11000, owner: Trobi	
[4/16/23 06:42AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Trobi	
[4/16/23 06:45AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Trobi	
[4/16/23 06:50AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Trobi	
[4/16/23 06:51AM] Player picked up item: Coin, id: 995, amount: 600, owner: Trobi	
[4/16/23 06:54AM] Player picked up item: Coin, id: 995, amount: 600, owner: Trobi	
[4/16/23 07:03AM] Player picked up item: Coin, id: 995, amount: 800, owner: Trobi	
[4/16/23 09:35AM] Player picked up item: Coin, id: 995, amount: 800, owner: Trobi	
[4/16/23 09:36AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Trobi	
[4/16/23 09:37AM] Player picked up item: Coin, id: 995, amount: 800, owner: Trobi	
[4/16/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Trobi	
[4/16/23 09:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Trobi	
[4/16/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Trobi	
[4/16/23 09:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Trobi	
[4/16/23 09:41AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Trobi	
[4/16/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Trobi	
[4/16/23 09:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Trobi	
[4/16/23 09:42AM] Player picked up item: Coin, id: 995, amount: 1339495, owner: Trobi	
[4/16/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Trobi	
[4/16/23 09:43AM] Player picked up item: Coin, id: 995, amount: 1106670, owner: Trobi	
[4/16/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Trobi	
[4/16/23 09:43AM] Player picked up item: Coin, id: 995, amount: 2076939, owner: Trobi	
[4/16/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Trobi	
[4/16/23 09:44AM] Player picked up item: Coin, id: 995, amount: 4418204, owner: Trobi	
[4/16/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Trobi	
[4/16/23 09:45AM] Player picked up item: Coin, id: 995, amount: 3890082, owner: Trobi	
[4/16/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Trobi	
[4/16/23 09:45AM] Player picked up item: Coin, id: 995, amount: 3339650, owner: Trobi	
[4/16/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Trobi	
[4/16/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Trobi	
[4/16/23 09:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Trobi	
[4/16/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Trobi	
[4/16/23 09:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Trobi	
[4/16/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Trobi	
[4/16/23 09:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Trobi	
[4/16/23 09:49AM] Player picked up item: Coin, id: 995, amount: 3886165, owner: Trobi	
[4/16/23 09:49AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Trobi	
[4/16/23 09:50AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Trobi	
[4/16/23 09:50AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Trobi	
[4/16/23 10:12AM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Trobi	
[4/16/23 10:19AM] Player picked up item: Coin, id: 995, amount: 11000, owner: Trobi	
[4/16/23 10:25AM] Player picked up item: Coin, id: 995, amount: 2451247, owner: Trobi	
[4/16/23 10:25AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Trobi	
[4/16/23 10:28AM] Player picked up item: Coin, id: 995, amount: 2507345, owner: Trobi	
[4/16/23 10:28AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Trobi	
[4/17/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Trobi	
[4/17/23 11:54AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Trobi	
[4/17/23 11:55AM] Player picked up item: Coin, id: 995, amount: 1447054, owner: Trobi	
[4/17/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Trobi	
[4/17/23 11:56AM] Player picked up item: Coin, id: 995, amount: 2482705, owner: Trobi	
[4/17/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Trobi	
[4/17/23 11:56AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Trobi	
[4/17/23 11:56AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Trobi	
[4/17/23 11:58AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Trobi	
[4/17/23 11:58AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Trobi	
[4/17/23 12:03PM] Player picked up item: Coin, id: 995, amount: 2040626, owner: Trobi	
[4/17/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Trobi	
[4/17/23 12:09PM] Player picked up item: Coin, id: 995, amount: 1178775, owner: Trobi	
[4/17/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Trobi	
[4/17/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Trobi	
[4/17/23 12:09PM] Player picked up item: Coin, id: 995, amount: 2070511, owner: Trobi	
[4/17/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Trobi	
[4/17/23 12:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Trobi	
[4/17/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Trobi	
[4/17/23 12:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Trobi	
[4/17/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Trobi	
[4/17/23 12:11PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Trobi	
[4/17/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Trobi	
[4/17/23 12:12PM] Player picked up item: Coin, id: 995, amount: 3127636, owner: Trobi	
[4/17/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Trobi	
[4/17/23 12:12PM] Player picked up item: Coin, id: 995, amount: 2023504, owner: Trobi	
[4/17/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Trobi	
[4/17/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Trobi	
[4/17/23 12:13PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Trobi	
[4/17/23 12:13PM] Player picked up item: $10 Bond, id: 23057, amount: 1, owner: Trobi	
[4/17/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Trobi	
[4/17/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Trobi	
[4/17/23 12:15PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Trobi	
[4/17/23 12:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Trobi	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Trobi	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Trobi	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Trobi	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Trobi	
[4/17/23 12:17PM] Player picked up item: Coin, id: 995, amount: 2489622, owner: Trobi	
[4/17/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Trobi	
[4/17/23 12:18PM] Player picked up item: Coin, id: 995, amount: 3269718, owner: Trobi	
[4/17/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Trobi	
[4/17/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Trobi	
[4/17/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Trobi	
[4/17/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Trobi	
[4/17/23 12:19PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Trobi	
[4/17/23 12:20PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Trobi	
[4/17/23 12:20PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Trobi	
[4/17/23 12:24PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Trobi	
[4/17/23 12:27PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Trobi	
[4/17/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Trobi	
[4/17/23 12:33PM] Player picked up item: Coin, id: 995, amount: 3648711, owner: Trobi	
[4/17/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Trobi	
[4/17/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Trobi	
[4/17/23 12:33PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Trobi	
[4/17/23 12:37PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Trobi	
[4/18/23 08:46AM] Player picked up item: Coin, id: 995, amount: 20000, owner: Trobi	
[4/18/23 08:47AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Trobi	
[4/18/23 12:03PM] Player picked up item: Coin, id: 995, amount: 30000, owner: Trobi	
[4/18/23 12:11PM] Player picked up item: Coin, id: 995, amount: 2389860, owner: Trobi	
[4/18/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Trobi	
[4/18/23 12:13PM] Player picked up item: Coin, id: 995, amount: 40000, owner: Trobi	
[4/18/23 12:18PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Trobi	
[4/18/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trobi	
[4/18/23 12:26PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Trobi	
[4/18/23 12:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trobi	
[4/18/23 12:26PM] Player picked up item: Coin, id: 995, amount: 30000, owner: Trobi	
[4/19/23 09:45AM] Player picked up item: Coin, id: 995, amount: 2012779, owner: Trobi	
[4/19/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Trobi	
[4/19/23 10:05AM] Player picked up item: Coin, id: 995, amount: 16000, owner: Trobi	
[4/19/23 10:05AM] Player picked up item: Forsaken Body, id: 14911, amount: 1, owner: Trobi	
[4/19/23 10:15AM] Player picked up item: Coin, id: 995, amount: 1441724, owner: Trobi	
[4/19/23 10:15AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Trobi	
[4/19/23 10:16AM] Player picked up item: Coin, id: 995, amount: 2273722, owner: Trobi	
[4/19/23 10:16AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Trobi	
[4/19/23 10:24AM] Player picked up item: Maze Legs, id: 5428, amount: 1, owner: Trobi	
[4/19/23 10:24AM] Player picked up item: Maze Legs, id: 5428, amount: 1, owner: Trobi	
[4/19/23 10:45AM] Player picked up item: Coin, id: 995, amount: 2160400, owner: Trobi	
[4/19/23 10:45AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Trobi	
[4/19/23 10:49AM] Player picked up item: Forsaken Legs, id: 14912, amount: 1, owner: Trobi	
[4/19/23 10:58AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Trobi	
[4/19/23 11:02AM] Player picked up item: Nagi Legs, id: 21064, amount: 1, owner: Trobi	
[4/19/23 11:02AM] Player picked up item: Nagi Legs, id: 21064, amount: 1, owner: Trobi	
[4/20/23 10:20AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Trobi	
[4/20/23 10:20AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Trobi	
[4/20/23 10:21AM] Player picked up item: Coin, id: 995, amount: 2439862, owner: Trobi	
[4/20/23 10:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Trobi	
[4/20/23 10:23AM] Player picked up item: Coin, id: 995, amount: 4138661, owner: Trobi	
[4/20/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Trobi	
[4/20/23 10:25AM] Player picked up item: Coin, id: 995, amount: 1443001, owner: Trobi	
[4/20/23 10:25AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Trobi	
[4/20/23 10:27AM] Player picked up item: Coin, id: 995, amount: 2037951, owner: Trobi	
[4/20/23 10:27AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Trobi	
[4/20/23 10:28AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Trobi	
[4/20/23 10:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Trobi	
[4/20/23 10:30AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Trobi	
[4/20/23 10:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Trobi	
[4/20/23 10:31AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Trobi	
[4/20/23 10:31AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Trobi	
[4/20/23 10:32AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Trobi	
[4/20/23 10:36AM] Player picked up item: Coin, id: 995, amount: 2099126, owner: Trobi	
[4/20/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Trobi	
[4/20/23 10:38AM] Player picked up item: Coin, id: 995, amount: 1740788, owner: Trobi	
[4/20/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Trobi	
[4/20/23 10:40AM] Player picked up item: Coin, id: 995, amount: 3850415, owner: Trobi	
[4/20/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Trobi	
[4/20/23 10:41AM] Player picked up item: Coin, id: 995, amount: 3859991, owner: Trobi	
[4/20/23 10:41AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Trobi	
[4/20/23 10:44AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Trobi	
[4/20/23 10:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Trobi	
[4/20/23 10:45AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Trobi	
[4/20/23 10:45AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Trobi	
[4/20/23 10:47AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Trobi	
[4/20/23 10:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Trobi	
[4/20/23 10:48AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Trobi	
[4/20/23 10:48AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Trobi	
[4/20/23 10:51AM] Player picked up item: Coin, id: 995, amount: 1930386, owner: Trobi	
[4/20/23 10:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Trobi	
[4/21/23 12:34AM] Player picked up item: Coin, id: 995, amount: 2369636, owner: Trobi	
[4/21/23 12:34AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Trobi	
[4/21/23 12:36AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Trobi	
[4/21/23 12:38AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Trobi	
[4/21/23 12:38AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Trobi	
[4/21/23 12:45AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Trobi	
[4/21/23 12:46AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Trobi	
