[4/15/23 05:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 06:32PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shaxx	
[4/15/23 06:34PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Shaxx	
[4/15/23 06:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shaxx	
[4/15/23 06:41PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Shaxx	
[4/15/23 06:41PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Shaxx	
[4/15/23 06:47PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Shaxx	
[4/15/23 06:47PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Shaxx	
[4/15/23 06:49PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Shaxx	
[4/15/23 07:00PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/15/23 07:22PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Shaxx	
[4/15/23 07:30PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/15/23 07:33PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shaxx	
[4/15/23 07:51PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shaxx	
[4/15/23 07:51PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/15/23 07:53PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/15/23 07:53PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/16/23 06:21AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Shaxx	
[4/16/23 06:21AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Shaxx	
[4/16/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/16/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/16/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Shaxx	
[4/16/23 06:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shaxx	
[4/16/23 06:31AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shaxx	
[4/16/23 06:33AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shaxx	
[4/16/23 06:33AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/16/23 06:35AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shaxx	
[4/16/23 06:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shaxx	
[4/16/23 06:36AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Shaxx	
[4/16/23 07:24AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/16/23 07:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shaxx	
[4/16/23 07:30AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/16/23 08:23AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/16/23 08:24AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/16/23 08:24AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Shaxx	
[4/16/23 08:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Shaxx	
[4/16/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/16/23 09:09AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shaxx	
[4/16/23 09:09AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/16/23 09:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/16/23 09:10AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/16/23 09:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/16/23 09:10AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/16/23 09:23AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/16/23 09:24AM] Player picked up item: Coin, id: 995, amount: 2575593, owner: Shaxx	
[4/16/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/16/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Shaxx	
[4/16/23 09:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shaxx	
[4/16/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Shaxx	
[4/16/23 09:40AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shaxx	
[4/16/23 09:41AM] Player picked up item: Gracious Box, id: 15002, amount: 2, owner: Shaxx	
[4/16/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Shaxx	
[4/16/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Shaxx	
[4/16/23 09:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Shaxx	
[4/16/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Shaxx	
[4/16/23 09:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shaxx	
[4/16/23 09:43AM] Player picked up item: Coin, id: 995, amount: 2199392, owner: Shaxx	
[4/16/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/16/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/16/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shaxx	
[4/16/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shaxx	
[4/16/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shaxx	
[4/16/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Shaxx	
[4/16/23 09:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Shaxx	
[4/16/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Shaxx	
[4/16/23 09:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Shaxx	
[4/16/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Shaxx	
[4/16/23 09:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Shaxx	
[4/16/23 09:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/16/23 09:47AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/16/23 09:47AM] Player picked up item: Antique lamp, id: 11137, amount: 10, owner: Shaxx	
[4/16/23 09:48AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/16/23 09:48AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/16/23 09:49AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shaxx	
[4/16/23 10:28AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/16/23 10:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/16/23 10:46AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/16/23 10:54AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/16/23 11:06AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Shaxx	
[4/16/23 11:24AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/16/23 11:24AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/16/23 11:25AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Shaxx	
[4/16/23 11:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shaxx	
[4/16/23 11:26AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Shaxx	
[4/16/23 11:26AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Shaxx	
[4/16/23 11:32AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/16/23 11:32AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/16/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/16/23 12:24PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/16/23 12:24PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/16/23 01:54PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/16/23 01:58PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/16/23 01:58PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/16/23 02:24PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/16/23 02:24PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/16/23 02:24PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Shaxx	
[4/16/23 02:24PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Shaxx	
[4/16/23 03:23PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/16/23 03:24PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/16/23 03:24PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Shaxx	
[4/16/23 03:24PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shaxx	
[4/17/23 05:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shaxx	
[4/17/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shaxx	
[4/17/23 05:34AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Shaxx	
[4/17/23 05:34AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Shaxx	
[4/17/23 05:37AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Shaxx	
[4/17/23 05:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shaxx	
[4/17/23 05:42AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/17/23 05:43AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Shaxx	
[4/17/23 05:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Shaxx	
[4/17/23 05:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/17/23 05:46AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/17/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shaxx	
[4/17/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/17/23 06:42AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Shaxx	
[4/17/23 08:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/17/23 08:10AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/17/23 11:06AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Shaxx	
[4/17/23 11:06AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Shaxx	
[4/17/23 11:09AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Shaxx	
[4/17/23 11:09AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shaxx	
[4/17/23 11:10AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Shaxx	
[4/17/23 11:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shaxx	
[4/17/23 03:00PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/17/23 03:00PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/17/23 03:03PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/17/23 03:33PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/17/23 03:34PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/17/23 04:32PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/17/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/17/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Shaxx	
[4/17/23 04:33PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shaxx	
[4/17/23 04:34PM] Player picked up item: Owner cape goodiebag, id: 3578, amount: 1, owner: Shaxx	
[4/17/23 04:34PM] Player picked up item: Owner cape goodiebag, id: 3578, amount: 1, owner: Shaxx	
[4/17/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Shaxx	
[4/17/23 04:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Shaxx	
[4/18/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/18/23 06:27AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/18/23 06:27AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/18/23 06:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/18/23 06:28AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/18/23 06:42AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/18/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/18/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Shaxx	
[4/18/23 07:13AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/18/23 07:42AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/18/23 07:42AM] Player picked up item: Cursed Box, id: 15003, amount: 2, owner: Shaxx	
[4/18/23 07:42AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/18/23 07:43AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Shaxx	
[4/18/23 07:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Shaxx	
[4/18/23 07:43AM] Player picked up item: $10 Bond, id: 23057, amount: 2, owner: Shaxx	
[4/18/23 08:12AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shaxx	
[4/18/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/18/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/18/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Shaxx	
[4/18/23 08:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shaxx	
[4/18/23 09:12AM] Player picked up item: Coin, id: 995, amount: 1757696, owner: Shaxx	
[4/18/23 09:12AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/18/23 09:14AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/18/23 09:14AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/18/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/18/23 09:42AM] Player picked up item: Aura (T6), id: 23049, amount: 1, owner: Shaxx	
[4/18/23 09:42AM] Player picked up item: Aura (T6), id: 23049, amount: 1, owner: Shaxx	
[4/18/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/18/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/18/23 10:41AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/18/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/18/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Shaxx	
[4/18/23 10:42AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shaxx	
[4/18/23 10:43AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Shaxx	
[4/18/23 10:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Shaxx	
[4/18/23 11:12AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/18/23 11:41AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/18/23 11:42AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/18/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/18/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/18/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/18/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Shaxx	
[4/18/23 12:42PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shaxx	
[4/18/23 01:12PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/18/23 01:30PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/18/23 01:30PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/18/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/18/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/18/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Shaxx	
[4/18/23 01:42PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Shaxx	
[4/18/23 02:11PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/18/23 02:41PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/18/23 02:42PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/18/23 02:42PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Shaxx	
