[4/20/23 09:00PM] Player picked up item: Coin, id: 995, amount: 100, owner: Afk Soup4	
[4/20/23 09:20PM] Player picked up item: Coin, id: 995, amount: 300, owner: Pro Jad	
[4/20/23 09:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:20PM] Player picked up item: Coin, id: 995, amount: 300, owner: Pro Jad	
[4/20/23 09:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:21PM] Player picked up item: Coin, id: 995, amount: 300, owner: Pro Jad	
[4/20/23 09:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:21PM] Player picked up item: Coin, id: 995, amount: 300, owner: Pro Jad	
[4/20/23 09:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:23PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pro Jad	
[4/20/23 09:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:23PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pro Jad	
[4/20/23 09:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:24PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pro Jad	
[4/20/23 09:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:24PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pro Jad	
[4/20/23 09:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:25PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pro Jad	
[4/20/23 09:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:25PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pro Jad	
[4/20/23 09:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:25PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pro Jad	
[4/20/23 09:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:30PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pro Jad	
[4/20/23 09:30PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:30PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:30PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pro Jad	
[4/20/23 09:31PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pro Jad	
[4/20/23 09:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:31PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pro Jad	
[4/20/23 09:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:32PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pro Jad	
[4/20/23 09:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:32PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pro Jad	
[4/20/23 09:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:33PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pro Jad	
[4/20/23 09:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:34PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pro Jad	
[4/20/23 09:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:34PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pro Jad	
[4/20/23 09:35PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pro Jad	
[4/20/23 09:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:37PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pro Jad	
[4/20/23 09:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:38PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pro Jad	
[4/20/23 09:38PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Pro Jad	
[4/20/23 09:38PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Pro Jad	
[4/20/23 09:38PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:38PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pro Jad	
[4/20/23 09:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:39PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pro Jad	
[4/20/23 09:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:39PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pro Jad	
[4/20/23 09:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:40PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pro Jad	
[4/20/23 09:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:40PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pro Jad	
[4/20/23 09:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:41PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pro Jad	
[4/20/23 09:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:42PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pro Jad	
[4/20/23 09:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:42PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pro Jad	
[4/20/23 09:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:43PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pro Jad	
[4/20/23 09:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:43PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pro Jad	
[4/20/23 09:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:43PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Pro Jad	
[4/20/23 09:43PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pro Jad	
[4/20/23 09:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:44PM] Player picked up item: Coin, id: 995, amount: 400, owner: Pro Jad	
[4/20/23 09:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:47PM] Player picked up item: Coin, id: 995, amount: 500, owner: Pro Jad	
[4/20/23 09:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:47PM] Player picked up item: Coin, id: 995, amount: 500, owner: Pro Jad	
[4/20/23 09:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:48PM] Player picked up item: Coin, id: 995, amount: 500, owner: Pro Jad	
[4/20/23 09:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:48PM] Player picked up item: Coin, id: 995, amount: 500, owner: Pro Jad	
[4/20/23 09:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:48PM] Player picked up item: Coin, id: 995, amount: 500, owner: Pro Jad	
[4/20/23 09:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:48PM] Player picked up item: Coin, id: 995, amount: 500, owner: Pro Jad	
[4/20/23 09:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:49PM] Player picked up item: Coin, id: 995, amount: 500, owner: Pro Jad	
[4/20/23 09:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:49PM] Player picked up item: Coin, id: 995, amount: 500, owner: Pro Jad	
[4/20/23 09:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:50PM] Player picked up item: Coin, id: 995, amount: 500, owner: Pro Jad	
[4/20/23 09:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:50PM] Player picked up item: Coin, id: 995, amount: 500, owner: Pro Jad	
[4/20/23 09:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:50PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Pro Jad	
[4/20/23 09:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:50PM] Player picked up item: Coin, id: 995, amount: 500, owner: Pro Jad	
[4/20/23 09:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:51PM] Player picked up item: Coin, id: 995, amount: 500, owner: Pro Jad	
[4/20/23 09:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:52PM] Player picked up item: Coin, id: 995, amount: 500, owner: Pro Jad	
[4/20/23 09:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:52PM] Player picked up item: Coin, id: 995, amount: 500, owner: Pro Jad	
[4/20/23 09:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:53PM] Player picked up item: Coin, id: 995, amount: 500, owner: Pro Jad	
[4/20/23 09:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:54PM] Player picked up item: Coin, id: 995, amount: 500, owner: Pro Jad	
[4/20/23 09:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:54PM] Player picked up item: Coin, id: 995, amount: 500, owner: Pro Jad	
[4/20/23 09:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:55PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Pro Jad	
[4/20/23 09:55PM] Player picked up item: Coin, id: 995, amount: 500, owner: Pro Jad	
[4/20/23 09:55PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Pro Jad	
[4/20/23 09:55PM] Player picked up item: Coin, id: 995, amount: 500, owner: Pro Jad	
[4/20/23 09:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:55PM] Player picked up item: Coin, id: 995, amount: 500, owner: Pro Jad	
[4/20/23 09:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:55PM] Player picked up item: Coin, id: 995, amount: 500, owner: Pro Jad	
[4/20/23 09:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:56PM] Player picked up item: Coin, id: 995, amount: 500, owner: Pro Jad	
[4/20/23 09:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:56PM] Player picked up item: Coin, id: 995, amount: 500, owner: Pro Jad	
[4/20/23 09:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:57PM] Player picked up item: Coin, id: 995, amount: 500, owner: Pro Jad	
[4/20/23 09:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:57PM] Player picked up item: Coin, id: 995, amount: 500, owner: Pro Jad	
[4/20/23 09:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:58PM] Player picked up item: Coin, id: 995, amount: 500, owner: Pro Jad	
[4/20/23 09:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:58PM] Player picked up item: Coin, id: 995, amount: 500, owner: Pro Jad	
[4/20/23 09:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:59PM] Player picked up item: Coin, id: 995, amount: 500, owner: Pro Jad	
[4/20/23 09:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:59PM] Player picked up item: Coin, id: 995, amount: 500, owner: Pro Jad	
[4/20/23 09:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:59PM] Player picked up item: Coin, id: 995, amount: 500, owner: Pro Jad	
[4/20/23 09:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 10:00PM] Player picked up item: Coin, id: 995, amount: 500, owner: Pro Jad	
[4/20/23 10:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 10:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 10:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 10:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 10:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 10:06PM] Player picked up item: Coin, id: 995, amount: 600, owner: Pro Jad	
[4/20/23 10:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 10:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 10:07PM] Player picked up item: Coin, id: 995, amount: 600, owner: Pro Jad	
[4/20/23 10:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 10:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 10:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 10:08PM] Player picked up item: Coin, id: 995, amount: 600, owner: Pro Jad	
[4/20/23 10:08PM] Player picked up item: Coin, id: 995, amount: 600, owner: Pro Jad	
[4/20/23 10:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 10:08PM] Player picked up item: Coin, id: 995, amount: 600, owner: Pro Jad	
[4/20/23 10:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 10:08PM] Player picked up item: Coin, id: 995, amount: 600, owner: Pro Jad	
[4/20/23 10:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 10:09PM] Player picked up item: Coin, id: 995, amount: 600, owner: Pro Jad	
[4/20/23 10:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 10:09PM] Player picked up item: Coin, id: 995, amount: 600, owner: Pro Jad	
[4/20/23 10:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 10:09PM] Player picked up item: Coin, id: 995, amount: 600, owner: Pro Jad	
[4/20/23 10:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 10:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 10:10PM] Player picked up item: Coin, id: 995, amount: 600, owner: Pro Jad	
[4/20/23 10:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 10:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 10:10PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Pro Jad	
[4/20/23 10:10PM] Player picked up item: Coin, id: 995, amount: 600, owner: Pro Jad	
[4/20/23 10:10PM] Player picked up item: Coin, id: 995, amount: 600, owner: Pro Jad	
