[4/17/23 09:09PM] Player picked up item: Coin, id: 995, amount: 100, owner: Scary Terry	
[4/17/23 09:28PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Scary Terry	
[4/17/23 09:28PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Scary Terry	
[4/17/23 09:29PM] Player picked up item: Coin, id: 995, amount: 1316733, owner: Scary Terry	
[4/17/23 09:29PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Scary Terry	
[4/17/23 09:29PM] Player picked up item: Coin, id: 995, amount: 300, owner: Scary Terry	
[4/17/23 09:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:30PM] Player picked up item: Coin, id: 995, amount: 300, owner: Scary Terry	
[4/17/23 09:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:33PM] Player picked up item: Coin, id: 995, amount: 400, owner: Scary Terry	
[4/17/23 09:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:33PM] Player picked up item: Coin, id: 995, amount: 400, owner: Scary Terry	
[4/17/23 09:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:33PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Scary Terry	
[4/17/23 09:33PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Scary Terry	
[4/17/23 09:34PM] Player picked up item: Coin, id: 995, amount: 800, owner: Scary Terry	
[4/17/23 09:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:34PM] Player picked up item: Coin, id: 995, amount: 400, owner: Scary Terry	
[4/17/23 09:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:37PM] Player picked up item: Coin, id: 995, amount: 400, owner: Scary Terry	
[4/17/23 09:37PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Scary Terry	
[4/17/23 09:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:38PM] Player picked up item: Coin, id: 995, amount: 400, owner: Scary Terry	
[4/17/23 09:38PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:38PM] Player picked up item: Coin, id: 995, amount: 400, owner: Scary Terry	
[4/17/23 09:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:38PM] Player picked up item: Coin, id: 995, amount: 400, owner: Scary Terry	
[4/17/23 09:38PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Scary Terry	
[4/17/23 09:38PM] Player picked up item: Coin, id: 995, amount: 400, owner: Scary Terry	
[4/17/23 09:38PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:39PM] Player picked up item: Coin, id: 995, amount: 400, owner: Scary Terry	
[4/17/23 09:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:39PM] Player picked up item: Coin, id: 995, amount: 400, owner: Scary Terry	
[4/17/23 09:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:40PM] Player picked up item: Coin, id: 995, amount: 400, owner: Scary Terry	
[4/17/23 09:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:40PM] Player picked up item: Coin, id: 995, amount: 400, owner: Scary Terry	
[4/17/23 09:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:40PM] Player picked up item: Coin, id: 995, amount: 400, owner: Scary Terry	
[4/17/23 09:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:41PM] Player picked up item: Coin, id: 995, amount: 400, owner: Scary Terry	
[4/17/23 09:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:41PM] Player picked up item: Coin, id: 995, amount: 800, owner: Scary Terry	
[4/17/23 09:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:42PM] Player picked up item: Coin, id: 995, amount: 400, owner: Scary Terry	
[4/17/23 09:45PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Scary Terry	
[4/17/23 09:45PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Scary Terry	
[4/17/23 09:45PM] Player picked up item: Coin, id: 995, amount: 500, owner: Scary Terry	
[4/17/23 09:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:45PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Scary Terry	
[4/17/23 09:45PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Scary Terry	
[4/17/23 09:45PM] Player picked up item: Coin, id: 995, amount: 500, owner: Scary Terry	
[4/17/23 09:46PM] Player picked up item: Coin, id: 995, amount: 500, owner: Scary Terry	
[4/17/23 09:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:46PM] Player picked up item: Coin, id: 995, amount: 500, owner: Scary Terry	
[4/17/23 09:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:46PM] Player picked up item: Coin, id: 995, amount: 500, owner: Scary Terry	
[4/17/23 09:46PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Scary Terry	
[4/17/23 09:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:47PM] Player picked up item: Coin, id: 995, amount: 500, owner: Scary Terry	
[4/17/23 09:47PM] Player picked up item: Coin, id: 995, amount: 500, owner: Scary Terry	
[4/17/23 09:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:48PM] Player picked up item: Coin, id: 995, amount: 500, owner: Scary Terry	
[4/17/23 09:48PM] Player picked up item: Coin, id: 995, amount: 500, owner: Scary Terry	
[4/17/23 09:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:50PM] Player picked up item: Coin, id: 995, amount: 500, owner: Scary Terry	
[4/17/23 09:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:51PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:51PM] Player picked up item: Coin, id: 995, amount: 500, owner: Scary Terry	
[4/17/23 09:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:53PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Scary Terry	
[4/17/23 09:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:54PM] Player picked up item: Coin, id: 995, amount: 500, owner: Scary Terry	
[4/17/23 09:54PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Scary Terry	
[4/17/23 09:54PM] Player picked up item: Coin, id: 995, amount: 500, owner: Scary Terry	
[4/17/23 09:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:54PM] Player picked up item: Coin, id: 995, amount: 500, owner: Scary Terry	
[4/17/23 09:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:54PM] Player picked up item: Coin, id: 995, amount: 500, owner: Scary Terry	
[4/17/23 09:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:56PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Scary Terry	
[4/17/23 09:56PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Scary Terry	
[4/17/23 09:56PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Scary Terry	
[4/17/23 09:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:56PM] Player picked up item: Coin, id: 995, amount: 500, owner: Scary Terry	
[4/17/23 09:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:59PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Scary Terry	
[4/17/23 10:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 10:03PM] Player picked up item: Coin, id: 995, amount: 500, owner: Scary Terry	
[4/17/23 10:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 10:03PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Scary Terry	
[4/17/23 10:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 10:04PM] Player picked up item: Coin, id: 995, amount: 500, owner: Scary Terry	
[4/17/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 10:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 10:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 10:05PM] Player picked up item: Coin, id: 995, amount: 500, owner: Scary Terry	
[4/17/23 10:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 10:06PM] Player picked up item: Coin, id: 995, amount: 500, owner: Scary Terry	
[4/17/23 10:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 10:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 10:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 10:22PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Scary Terry	
[4/17/23 10:29PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Scary Terry	
[4/17/23 11:12PM] Player picked up item: Coin, id: 995, amount: 2130662, owner: Scary Terry	
[4/17/23 11:12PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Scary Terry	
[4/17/23 11:24PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Scary Terry	
[4/17/23 11:24PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Scary Terry	
[4/17/23 11:25PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Scary Terry	
[4/17/23 11:25PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Scary Terry	
[4/17/23 11:26PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Scary Terry	
[4/17/23 11:26PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Scary Terry	
[4/17/23 11:27PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Scary Terry	
[4/17/23 11:27PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Scary Terry	
[4/17/23 11:28PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Scary Terry	
[4/17/23 11:29PM] Player picked up item: Coin, id: 995, amount: 800, owner: Scary Terry	
[4/17/23 11:36PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Scary Terry	
[4/17/23 11:36PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Scary Terry	
[4/17/23 11:37PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Scary Terry	
[4/17/23 11:38PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Scary Terry	
[4/17/23 11:38PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Scary Terry	
[4/17/23 11:41PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Scary Terry	
[4/17/23 11:41PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Scary Terry	
[4/18/23 12:01AM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Scary Terry	
[4/18/23 12:09AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: A Fatality	
[4/18/23 12:12AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Scary Terry	
[4/18/23 12:12AM] Player picked up item: Coin, id: 995, amount: 1166034, owner: Scary Terry	
[4/18/23 12:15AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Scary Terry	
[4/18/23 12:15AM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: Scary Terry	
[4/18/23 12:19AM] Player picked up item: Mystic body, id: 23022, amount: 1, owner: Scary Terry	
[4/18/23 12:19AM] Player picked up item: Mystic body, id: 23022, amount: 1, owner: Scary Terry	
[4/18/23 12:21AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Scary Terry	
[4/18/23 12:23AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Scary Terry	
[4/18/23 12:45AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Scary Terry	
[4/18/23 12:45AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Scary Terry	
[4/18/23 07:14AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Scary Terry	
[4/18/23 07:18AM] Player picked up item: Patience gloves, id: 23037, amount: 1, owner: Scary Terry	
[4/18/23 07:18AM] Player picked up item: Patience gloves, id: 23037, amount: 1, owner: Scary Terry	
[4/18/23 07:26AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Scary Terry	
[4/18/23 07:26AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Scary Terry	
[4/18/23 07:27AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Scary Terry	
[4/18/23 12:11PM] Player picked up item: Coin, id: 995, amount: 2116607, owner: Scary Terry	
[4/18/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Scary Terry	
[4/18/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Scary Terry	
[4/18/23 12:17PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Scary Terry	
[4/18/23 12:23PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Scary Terry	
[4/18/23 12:23PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Scary Terry	
[4/18/23 12:23PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Scary Terry	
[4/18/23 12:28PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Scary Terry	
[4/18/23 12:28PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Scary Terry	
[4/18/23 12:35PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Scary Terry	
[4/18/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Scary Terry	
[4/18/23 01:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/18/23 01:19PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Scary Terry	
[4/18/23 01:20PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Scary Terry	
[4/18/23 01:21PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Scary Terry	
[4/18/23 01:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/18/23 01:21PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Scary Terry	
[4/18/23 01:22PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Scary Terry	
[4/18/23 01:24PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Scary Terry	
[4/18/23 01:24PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Scary Terry	
[4/18/23 01:25PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Scary Terry	
[4/18/23 01:25PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Scary Terry	
[4/18/23 01:28PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Scary Terry	
[4/18/23 01:28PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Scary Terry	
[4/18/23 01:28PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Scary Terry	
[4/18/23 01:30PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Scary Terry	
[4/18/23 01:30PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Scary Terry	
[4/18/23 01:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/18/23 01:53PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Scary Terry	
[4/19/23 08:19PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Ao	
[4/19/23 08:21PM] Player picked up item: Lucifer body, id: 22101, amount: 1, owner: Entropy	
