[4/15/23 12:36PM] Player picked up item: Coin, id: 995, amount: 100, owner: Edvinas	
[4/15/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Edvinas	
[4/15/23 12:47PM] Player picked up item: Coin, id: 995, amount: 200, owner: Edvinas	
[4/15/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Edvinas	
[4/15/23 12:47PM] Player picked up item: Coin, id: 995, amount: 200, owner: Edvinas	
[4/15/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Edvinas	
[4/15/23 12:48PM] Player picked up item: Coin, id: 995, amount: 400, owner: Edvinas	
[4/15/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Edvinas	
[4/15/23 12:48PM] Player picked up item: Coin, id: 995, amount: 400, owner: Edvinas	
[4/15/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Edvinas	
[4/15/23 12:48PM] Player picked up item: Coin, id: 995, amount: 200, owner: Edvinas	
[4/15/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Edvinas	
[4/15/23 12:49PM] Player picked up item: Coin, id: 995, amount: 200, owner: Edvinas	
[4/15/23 12:49PM] Player picked up item: Coin, id: 995, amount: 200, owner: Edvinas	
[4/15/23 12:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Edvinas	
[4/15/23 12:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Edvinas	
[4/15/23 12:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Edvinas	
[4/15/23 12:50PM] Player picked up item: Coin, id: 995, amount: 300, owner: Edvinas	
[4/15/23 12:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Edvinas	
[4/15/23 12:50PM] Player picked up item: Coin, id: 995, amount: 300, owner: Edvinas	
[4/15/23 12:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Edvinas	
[4/15/23 12:50PM] Player picked up item: Coin, id: 995, amount: 300, owner: Edvinas	
[4/15/23 12:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Edvinas	
[4/15/23 12:50PM] Player picked up item: Coin, id: 995, amount: 300, owner: Edvinas	
[4/15/23 12:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Edvinas	
[4/15/23 12:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Edvinas	
[4/15/23 12:51PM] Player picked up item: Coin, id: 995, amount: 300, owner: Edvinas	
[4/15/23 12:51PM] Player picked up item: Coin, id: 995, amount: 300, owner: Edvinas	
[4/15/23 12:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Edvinas	
[4/15/23 12:51PM] Player picked up item: Coin, id: 995, amount: 300, owner: Edvinas	
[4/15/23 12:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Edvinas	
[4/15/23 12:59PM] Player picked up item: Coin, id: 995, amount: 1150148, owner: Edvinas	
[4/15/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Edvinas	
[4/15/23 01:00PM] Player picked up item: Coin, id: 995, amount: 300, owner: Edvinas	
[4/15/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Edvinas	
[4/15/23 01:00PM] Player picked up item: Coin, id: 995, amount: 300, owner: Edvinas	
[4/15/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Edvinas	
[4/15/23 01:00PM] Player picked up item: Coin, id: 995, amount: 300, owner: Edvinas	
[4/15/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Edvinas	
[4/15/23 01:00PM] Player picked up item: Coin, id: 995, amount: 300, owner: Edvinas	
[4/15/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Edvinas	
[4/15/23 01:01PM] Player picked up item: Coin, id: 995, amount: 300, owner: Edvinas	
[4/15/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Edvinas	
[4/15/23 01:01PM] Player picked up item: Coin, id: 995, amount: 300, owner: Edvinas	
[4/15/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Edvinas	
[4/15/23 01:01PM] Player picked up item: Coin, id: 995, amount: 300, owner: Edvinas	
[4/15/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Edvinas	
[4/15/23 01:01PM] Player picked up item: Coin, id: 995, amount: 300, owner: Edvinas	
[4/15/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Edvinas	
[4/15/23 01:02PM] Player picked up item: Coin, id: 995, amount: 300, owner: Edvinas	
[4/15/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Edvinas	
[4/15/23 01:02PM] Player picked up item: Coin, id: 995, amount: 600, owner: Edvinas	
[4/15/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Edvinas	
[4/15/23 01:03PM] Player picked up item: Coin, id: 995, amount: 300, owner: Edvinas	
[4/15/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Edvinas	
[4/15/23 01:03PM] Player picked up item: Coin, id: 995, amount: 300, owner: Edvinas	
[4/15/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Edvinas	
[4/15/23 01:03PM] Player picked up item: Coin, id: 995, amount: 300, owner: Edvinas	
[4/15/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Edvinas	
[4/15/23 01:03PM] Player picked up item: Coin, id: 995, amount: 300, owner: Edvinas	
[4/15/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Edvinas	
[4/15/23 01:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Edvinas	
[4/15/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Edvinas	
[4/15/23 01:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Edvinas	
[4/15/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Edvinas	
[4/15/23 01:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Edvinas	
[4/15/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Edvinas	
[4/15/23 01:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Edvinas	
[4/15/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Edvinas	
[4/15/23 01:15PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Edvinas	
[4/15/23 01:15PM] Player picked up item: Coin, id: 995, amount: 800, owner: Edvinas	
[4/15/23 01:19PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Edvinas	
[4/15/23 01:20PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Edvinas	
[4/15/23 01:20PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Edvinas	
[4/15/23 01:20PM] Player picked up item: Coin, id: 995, amount: 500, owner: Edvinas	
[4/15/23 01:26PM] Player picked up item: Coin, id: 995, amount: 600, owner: Edvinas	
[4/15/23 01:26PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Edvinas	
[4/15/23 01:27PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Edvinas	
[4/15/23 01:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Edvinas	
[4/15/23 01:28PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Edvinas	
[4/15/23 01:29PM] Player picked up item: Coin, id: 995, amount: 2192891, owner: Edvinas	
[4/15/23 01:29PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Edvinas	
[4/15/23 01:33PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Edvinas	
[4/15/23 01:40PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Edvinas	
[4/15/23 01:40PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Edvinas	
[4/15/23 01:40PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Edvinas	
[4/15/23 01:43PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Edvinas	
[4/15/23 01:43PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Edvinas	
[4/15/23 01:43PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Edvinas	
[4/15/23 01:43PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Edvinas	
[4/15/23 01:47PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Edvinas	
[4/15/23 01:57PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Edvinas	
[4/15/23 01:58PM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Edvinas	
[4/15/23 01:58PM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Edvinas	
[4/15/23 01:59PM] Player picked up item: Coin, id: 995, amount: 1282060, owner: Edvinas	
[4/15/23 01:59PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Edvinas	
[4/15/23 02:02PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Edvinas	
[4/15/23 02:02PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Edvinas	
[4/15/23 02:04PM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Edvinas	
[4/15/23 02:19PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Edvinas	
[4/15/23 02:19PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Edvinas	
[4/15/23 02:29PM] Player picked up item: Coin, id: 995, amount: 1009769, owner: Edvinas	
[4/15/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Edvinas	
[4/15/23 02:29PM] Player picked up item: Coin, id: 995, amount: 2106536, owner: Edvinas	
[4/15/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Edvinas	
[4/15/23 02:30PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Edvinas	
[4/15/23 02:30PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Edvinas	
[4/15/23 02:37PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Edvinas	
[4/15/23 02:41PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Edvinas	
[4/15/23 03:00PM] Player picked up item: Coin, id: 995, amount: 2470528, owner: Edvinas	
[4/15/23 03:00PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Edvinas	
[4/15/23 03:04PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Edvinas	
[4/15/23 03:15PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Edvinas	
[4/15/23 03:27PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Edvinas	
[4/15/23 03:27PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Edvinas	
[4/15/23 03:32PM] Player picked up item: Coin, id: 995, amount: 1296274, owner: Edvinas	
[4/15/23 03:32PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Edvinas	
[4/15/23 03:39PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Edvinas	
[4/15/23 03:40PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Edvinas	
[4/15/23 03:40PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Edvinas	
[4/16/23 08:55AM] Player picked up item: Azolla Berries, id: 943, amount: 1, owner: Edvinas	
[4/16/23 10:46AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: K8	
[4/16/23 10:46AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: K8	
[4/16/23 10:46AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: K8	
[4/16/23 10:46AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: K8	
[4/16/23 10:46AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: K8	
[4/17/23 11:59AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Muddyboy	
[4/18/23 12:58PM] Player picked up item: Slayer ticket, id: 5023, amount: 3652, owner: Edvinas	
[4/18/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 7978, owner: Edvinas	
[4/18/23 12:58PM] Player picked up item: Double DR Scroll 30 Minutes, id: 15358, amount: 1, owner: Edvinas	
[4/18/23 12:58PM] Player picked up item: Double DR Scroll 30 Minutes, id: 15358, amount: 1, owner: Edvinas	
[4/18/23 12:58PM] Player picked up item: Double DR Scroll 30 Minutes, id: 15358, amount: 1, owner: Edvinas	
