[4/18/23 12:39PM] Player picked up item: Coin, id: 995, amount: 100, owner: Own3c3llg0d	
[4/18/23 12:56PM] Player picked up item: Coin, id: 995, amount: 400, owner: Own3c3llg0d	
[4/18/23 12:57PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Own3c3llg0d	
[4/18/23 12:57PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Own3c3llg0d	
[4/18/23 12:58PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Own3c3llg0d	
[4/18/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Own3c3llg0d	
[4/18/23 01:04PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Own3c3llg0d	
[4/18/23 01:04PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Own3c3llg0d	
[4/18/23 01:04PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Own3c3llg0d	
[4/18/23 01:05PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Own3c3llg0d	
[4/18/23 01:05PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Own3c3llg0d	
[4/18/23 01:07PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Own3c3llg0d	
[4/18/23 01:07PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Own3c3llg0d	
[4/18/23 01:08PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Own3c3llg0d	
[4/18/23 01:08PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Own3c3llg0d	
[4/18/23 01:08PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Own3c3llg0d	
[4/18/23 01:08PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Own3c3llg0d	
[4/18/23 01:08PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Own3c3llg0d	
[4/18/23 01:12PM] Player picked up item: Coin, id: 995, amount: 1529423, owner: Own3c3llg0d	
[4/18/23 01:12PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Own3c3llg0d	
[4/18/23 06:32PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Own3c3llg0d	
[4/18/23 06:32PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Own3c3llg0d	
[4/18/23 06:32PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Own3c3llg0d	
[4/18/23 06:32PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Own3c3llg0d	
[4/18/23 06:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Own3c3llg0d	
[4/18/23 06:34PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Own3c3llg0d	
[4/18/23 06:35PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Own3c3llg0d	
[4/18/23 06:38PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Own3c3llg0d	
[4/18/23 06:38PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Own3c3llg0d	
[4/18/23 06:39PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Own3c3llg0d	
[4/18/23 06:39PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Own3c3llg0d	
[4/18/23 06:42PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Own3c3llg0d	
[4/18/23 06:43PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Own3c3llg0d	
[4/18/23 06:45PM] Player picked up item: Coin, id: 995, amount: 2972939, owner: Own3c3llg0d	
[4/18/23 06:45PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Own3c3llg0d	
[4/18/23 06:47PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Own3c3llg0d	
[4/18/23 06:47PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Own3c3llg0d	
[4/19/23 08:53AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Own3c3llg0d	
[4/19/23 08:53AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Own3c3llg0d	
[4/19/23 08:58AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Own3c3llg0d	
[4/19/23 08:58AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Own3c3llg0d	
[4/19/23 09:02AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Own3c3llg0d	
[4/19/23 01:35PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Zeven	
[4/25/23 01:06PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Own3c3llg0d	
[4/25/23 01:08PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Own3c3llg0d	
[4/25/23 01:08PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Own3c3llg0d	
[4/25/23 01:09PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Own3c3llg0d	
[4/25/23 01:11PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Own3c3llg0d	
[4/25/23 01:11PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Own3c3llg0d	
[4/25/23 01:12PM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Own3c3llg0d	
[4/25/23 01:13PM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Own3c3llg0d	
[4/25/23 01:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Own3c3llg0d	
[4/25/23 01:15PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Own3c3llg0d	
[4/25/23 01:19PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Own3c3llg0d	
[4/25/23 01:20PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Own3c3llg0d	
[4/25/23 01:20PM] Player picked up item: Nightmare hammers, id: 23033, amount: 1, owner: Own3c3llg0d	
[4/25/23 01:24PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Own3c3llg0d	
[4/25/23 01:24PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Own3c3llg0d	
[4/25/23 01:26PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Own3c3llg0d	
[4/25/23 01:27PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Own3c3llg0d	
[4/25/23 01:28PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Own3c3llg0d	
