[4/16/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dezero	
[4/16/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Dezero	
[4/16/23 09:40AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Dezero	
[4/16/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Dezero	
[4/16/23 09:40AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Dezero	
[4/16/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Dezero	
[4/16/23 09:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Dezero	
[4/16/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Dezero	
[4/16/23 09:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Dezero	
[4/16/23 09:42AM] Player picked up item: Coin, id: 995, amount: 2012023, owner: Dezero	
[4/16/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dezero	
[4/16/23 09:42AM] Player picked up item: Coin, id: 995, amount: 1581640, owner: Dezero	
[4/16/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dezero	
[4/16/23 09:43AM] Player picked up item: Coin, id: 995, amount: 1601768, owner: Dezero	
[4/16/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dezero	
[4/16/23 09:43AM] Player picked up item: Coin, id: 995, amount: 2123929, owner: Dezero	
[4/16/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Dezero	
[4/16/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Dezero	
[4/16/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Dezero	
[4/16/23 09:45AM] Player picked up item: Coin, id: 995, amount: 2066284, owner: Dezero	
[4/16/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Dezero	
[4/16/23 09:45AM] Player picked up item: Coin, id: 995, amount: 2772147, owner: Dezero	
[4/16/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Dezero	
[4/16/23 09:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Dezero	
[4/16/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Dezero	
[4/16/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Dezero	
[4/16/23 09:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Dezero	
[4/16/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Dezero	
[4/16/23 09:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Dezero	
[4/16/23 09:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Dezero	
[4/16/23 09:47AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Dezero	
[4/16/23 09:48AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Dezero	
[4/16/23 09:48AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Dezero	
[4/16/23 09:49AM] Player picked up item: Coin, id: 995, amount: 3112359, owner: Dezero	
[4/16/23 09:49AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Dezero	
[4/16/23 09:50AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Dezero	
[4/16/23 09:50AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Dezero	
[4/16/23 09:53AM] Player picked up item: Coin, id: 995, amount: 1566096, owner: Dezero	
[4/16/23 09:54AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Dezero	
[4/16/23 09:57AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dezero	
