[4/15/23 08:19AM] Player picked up item: Coin, id: 995, amount: 100, owner: L I T S	
[4/15/23 08:44AM] Player picked up item: Coin, id: 995, amount: 300, owner: L I T S	
[4/15/23 08:44AM] Player picked up item: Coin, id: 995, amount: 300, owner: L I T S	
[4/15/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:44AM] Player picked up item: Coin, id: 995, amount: 300, owner: L I T S	
[4/15/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:44AM] Player picked up item: Coin, id: 995, amount: 300, owner: L I T S	
[4/15/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: L I T S	
[4/15/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: L I T S	
[4/15/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: L I T S	
[4/15/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: L I T S	
[4/15/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: L I T S	
[4/15/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: L I T S	
[4/15/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: L I T S	
[4/15/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: L I T S	
[4/15/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: L I T S	
[4/15/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: L I T S	
[4/15/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: L I T S	
[4/15/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: L I T S	
[4/15/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: L I T S	
[4/15/23 08:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: L I T S	
[4/15/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: L I T S	
[4/15/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: L I T S	
[4/15/23 08:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: L I T S	
[4/15/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: L I T S	
[4/15/23 08:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: L I T S	
[4/15/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: L I T S	
[4/15/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: L I T S	
[4/15/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:49AM] Player picked up item: Coin, id: 995, amount: 300, owner: L I T S	
[4/15/23 08:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:49AM] Player picked up item: Coin, id: 995, amount: 300, owner: L I T S	
[4/15/23 08:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:49AM] Player picked up item: Coin, id: 995, amount: 300, owner: L I T S	
[4/15/23 08:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:49AM] Player picked up item: Coin, id: 995, amount: 300, owner: L I T S	
[4/15/23 08:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:49AM] Player picked up item: Coin, id: 995, amount: 300, owner: L I T S	
[4/15/23 08:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:50AM] Player picked up item: Coin, id: 995, amount: 300, owner: L I T S	
[4/15/23 08:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:50AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 08:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:51AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 08:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:51AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 08:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:52AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 08:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:52AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 08:52AM] Player picked up item: Coin, id: 995, amount: 800, owner: L I T S	
[4/15/23 08:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: L I T S	
[4/15/23 08:52AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 08:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:52AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 08:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:53AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 08:53AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:53AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:53AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:54AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:54AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 08:54AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:54AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:55AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:55AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:55AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:55AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:56AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:56AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:56AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:56AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:57AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 08:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:57AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 08:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:57AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 08:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:57AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 08:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:58AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 08:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:58AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 08:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:58AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 08:58AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 08:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 08:58AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 08:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:00AM] Player picked up item: Coin, id: 995, amount: 1826240, owner: L I T S	
[4/15/23 09:00AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: L I T S	
[4/15/23 09:01AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: L I T S	
[4/15/23 09:01AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: L I T S	
[4/15/23 09:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:07AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: L I T S	
[4/15/23 09:07AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 09:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: L I T S	
[4/15/23 09:07AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 09:07AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: L I T S	
[4/15/23 09:07AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 09:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:07AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 09:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:07AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 09:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:07AM] Player picked up item: Coin, id: 995, amount: 400, owner: L I T S	
[4/15/23 09:08AM] Player picked up item: Coin, id: 995, amount: 500, owner: L I T S	
[4/15/23 09:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: L I T S	
[4/15/23 09:08AM] Player picked up item: Coin, id: 995, amount: 500, owner: L I T S	
[4/15/23 09:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:09AM] Player picked up item: Coin, id: 995, amount: 500, owner: L I T S	
[4/15/23 09:09AM] Player picked up item: Coin, id: 995, amount: 500, owner: L I T S	
[4/15/23 09:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:09AM] Player picked up item: Coin, id: 995, amount: 1000, owner: L I T S	
[4/15/23 09:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: L I T S	
[4/15/23 09:09AM] Player picked up item: Coin, id: 995, amount: 500, owner: L I T S	
[4/15/23 09:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:09AM] Player picked up item: Coin, id: 995, amount: 500, owner: L I T S	
[4/15/23 09:09AM] Player picked up item: Coin, id: 995, amount: 500, owner: L I T S	
[4/15/23 09:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:10AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: L I T S	
[4/15/23 09:10AM] Player picked up item: Coin, id: 995, amount: 500, owner: L I T S	
[4/15/23 09:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:10AM] Player picked up item: Coin, id: 995, amount: 500, owner: L I T S	
[4/15/23 09:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:10AM] Player picked up item: Coin, id: 995, amount: 500, owner: L I T S	
[4/15/23 09:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:10AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: L I T S	
[4/15/23 09:10AM] Player picked up item: Coin, id: 995, amount: 2500, owner: L I T S	
[4/15/23 09:10AM] Player picked up item: Coin, id: 995, amount: 500, owner: L I T S	
[4/15/23 09:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:11AM] Player picked up item: Coin, id: 995, amount: 500, owner: L I T S	
[4/15/23 09:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: L I T S	
[4/15/23 09:11AM] Player picked up item: Coin, id: 995, amount: 1000, owner: L I T S	
[4/15/23 09:11AM] Player picked up item: Coin, id: 995, amount: 500, owner: L I T S	
[4/15/23 09:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:11AM] Player picked up item: Coin, id: 995, amount: 500, owner: L I T S	
[4/15/23 09:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:12AM] Player picked up item: Coin, id: 995, amount: 500, owner: L I T S	
[4/15/23 09:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:12AM] Player picked up item: Coin, id: 995, amount: 500, owner: L I T S	
[4/15/23 09:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:12AM] Player picked up item: Coin, id: 995, amount: 500, owner: L I T S	
[4/15/23 09:12AM] Player picked up item: Coin, id: 995, amount: 500, owner: L I T S	
[4/15/23 09:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:12AM] Player picked up item: Coin, id: 995, amount: 500, owner: L I T S	
[4/15/23 09:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:12AM] Player picked up item: Coin, id: 995, amount: 500, owner: L I T S	
[4/15/23 09:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:12AM] Player picked up item: Coin, id: 995, amount: 500, owner: L I T S	
[4/15/23 09:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:12AM] Player picked up item: Coin, id: 995, amount: 500, owner: L I T S	
[4/15/23 09:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:13AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: L I T S	
[4/15/23 09:13AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: L I T S	
[4/15/23 09:16AM] Player picked up item: Coin, id: 995, amount: 500, owner: L I T S	
[4/15/23 09:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:17AM] Player picked up item: Coin, id: 995, amount: 500, owner: L I T S	
[4/15/23 09:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: L I T S	
[4/15/23 09:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:17AM] Player picked up item: Coin, id: 995, amount: 500, owner: L I T S	
[4/15/23 09:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:17AM] Player picked up item: Coin, id: 995, amount: 1000, owner: L I T S	
[4/15/23 09:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: L I T S	
[4/15/23 09:17AM] Player picked up item: Coin, id: 995, amount: 500, owner: L I T S	
[4/15/23 09:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: L I T S	
[4/15/23 09:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:18AM] Player picked up item: Coin, id: 995, amount: 1000, owner: L I T S	
[4/15/23 09:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: L I T S	
[4/15/23 09:18AM] Player picked up item: Coin, id: 995, amount: 500, owner: L I T S	
[4/15/23 09:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: L I T S	
[4/15/23 09:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:18AM] Player picked up item: Coin, id: 995, amount: 500, owner: L I T S	
[4/15/23 09:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:18AM] Player picked up item: Coin, id: 995, amount: 500, owner: L I T S	
[4/15/23 09:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:18AM] Player picked up item: Coin, id: 995, amount: 500, owner: L I T S	
[4/15/23 09:19AM] Player picked up item: Coin, id: 995, amount: 500, owner: L I T S	
[4/15/23 09:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:19AM] Player picked up item: Coin, id: 995, amount: 500, owner: L I T S	
[4/15/23 09:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:22AM] Player picked up item: Coin, id: 995, amount: 700, owner: L I T S	
[4/15/23 09:22AM] Player picked up item: Coin, id: 995, amount: 700, owner: L I T S	
[4/15/23 09:22AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: L I T S	
[4/15/23 09:24AM] Player picked up item: Coin, id: 995, amount: 700, owner: L I T S	
[4/15/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:24AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: L I T S	
[4/15/23 09:24AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: L I T S	
[4/15/23 09:27AM] Player picked up item: Coin, id: 995, amount: 4200, owner: L I T S	
[4/15/23 09:27AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: L I T S	
[4/15/23 09:27AM] Player picked up item: Coin, id: 995, amount: 4200, owner: L I T S	
[4/15/23 09:27AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: L I T S	
[4/15/23 09:27AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: L I T S	
[4/15/23 09:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:27AM] Player picked up item: Coin, id: 995, amount: 600, owner: L I T S	
[4/15/23 09:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:27AM] Player picked up item: Coin, id: 995, amount: 600, owner: L I T S	
