[4/20/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 09:48AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Sarma	
[4/20/23 09:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 09:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Sarma	
[4/20/23 09:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sarma	
[4/20/23 09:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Sarma	
[4/20/23 09:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: Sarma	
[4/20/23 09:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 09:57AM] Player picked up item: Coin, id: 995, amount: 400, owner: Sarma	
[4/20/23 09:57AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Sarma	
[4/20/23 09:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: Sarma	
[4/20/23 09:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 09:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: Sarma	
[4/20/23 09:57AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sarma	
[4/20/23 09:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 09:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: Sarma	
[4/20/23 09:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sarma	
[4/20/23 09:58AM] Player picked up item: Coin, id: 995, amount: 300, owner: Sarma	
[4/20/23 09:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sarma	
[4/20/23 09:58AM] Player picked up item: Coin, id: 995, amount: 300, owner: Sarma	
[4/20/23 09:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 09:59AM] Player picked up item: Coin, id: 995, amount: 300, owner: Sarma	
[4/20/23 09:59AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Sarma	
[4/20/23 09:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sarma	
[4/20/23 09:59AM] Player picked up item: Coin, id: 995, amount: 300, owner: Sarma	
[4/20/23 09:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 09:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 09:59AM] Player picked up item: Coin, id: 995, amount: 300, owner: Sarma	
[4/20/23 09:59AM] Player picked up item: Starter Gloves, id: 19946, amount: 1, owner: Sarma	
[4/20/23 09:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sarma	
[4/20/23 10:00AM] Player picked up item: Coin, id: 995, amount: 300, owner: Sarma	
[4/20/23 10:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 10:00AM] Player picked up item: Coin, id: 995, amount: 300, owner: Sarma	
[4/20/23 10:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sarma	
[4/20/23 10:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sarma	
[4/20/23 10:00AM] Player picked up item: Coin, id: 995, amount: 300, owner: Sarma	
[4/20/23 10:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 10:01AM] Player picked up item: Coin, id: 995, amount: 300, owner: Sarma	
[4/20/23 10:01AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Sarma	
[4/20/23 10:01AM] Player picked up item: Coin, id: 995, amount: 300, owner: Sarma	
[4/20/23 10:01AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Sarma	
[4/20/23 10:01AM] Player picked up item: Coin, id: 995, amount: 300, owner: Sarma	
[4/20/23 10:01AM] Player picked up item: Coin, id: 995, amount: 300, owner: Sarma	
[4/20/23 10:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 10:01AM] Player picked up item: Coin, id: 995, amount: 300, owner: Sarma	
[4/20/23 10:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 10:02AM] Player picked up item: Coin, id: 995, amount: 300, owner: Sarma	
[4/20/23 10:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sarma	
[4/20/23 10:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sarma	
[4/20/23 10:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 10:03AM] Player picked up item: Coin, id: 995, amount: 300, owner: Sarma	
[4/20/23 10:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 10:08AM] Player picked up item: Coin, id: 995, amount: 300, owner: Sarma	
[4/20/23 10:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sarma	
[4/20/23 10:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Sarma	
[4/20/23 10:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sarma	
[4/20/23 10:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Sarma	
[4/20/23 10:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sarma	
[4/20/23 10:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Sarma	
[4/20/23 10:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 10:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 10:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Sarma	
[4/20/23 10:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 10:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 10:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 10:10AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Sarma	
[4/20/23 10:10AM] Player picked up item: Coin, id: 995, amount: 800, owner: Sarma	
[4/20/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sarma	
[4/20/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Sarma	
[4/20/23 10:10AM] Player picked up item: Coin, id: 995, amount: 400, owner: Sarma	
[4/20/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Sarma	
[4/20/23 10:10AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Sarma	
[4/20/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sarma	
[4/20/23 10:10AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Sarma	
[4/20/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Sarma	
[4/20/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 10:10AM] Player picked up item: Coin, id: 995, amount: 400, owner: Sarma	
[4/20/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Sarma	
[4/20/23 10:10AM] Player picked up item: Coin, id: 995, amount: 400, owner: Sarma	
[4/20/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sarma	
[4/20/23 10:10AM] Player picked up item: Coin, id: 995, amount: 400, owner: Sarma	
[4/20/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Sarma	
[4/20/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sarma	
[4/20/23 10:10AM] Player picked up item: Coin, id: 995, amount: 800, owner: Sarma	
[4/20/23 10:10AM] Player picked up item: Coin, id: 995, amount: 400, owner: Sarma	
[4/20/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 10:11AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Sarma	
[4/20/23 10:11AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Sarma	
[4/20/23 10:11AM] Player picked up item: Coin, id: 995, amount: 400, owner: Sarma	
[4/20/23 10:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sarma	
[4/20/23 10:11AM] Player picked up item: Coin, id: 995, amount: 400, owner: Sarma	
[4/20/23 10:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sarma	
[4/20/23 10:11AM] Player picked up item: Coin, id: 995, amount: 800, owner: Sarma	
[4/20/23 10:11AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Sarma	
[4/20/23 10:11AM] Player picked up item: Coin, id: 995, amount: 400, owner: Sarma	
[4/20/23 10:11AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Sarma	
[4/20/23 10:11AM] Player picked up item: Coin, id: 995, amount: 400, owner: Sarma	
[4/20/23 10:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sarma	
[4/20/23 10:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 10:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sarma	
[4/20/23 10:11AM] Player picked up item: Coin, id: 995, amount: 400, owner: Sarma	
[4/20/23 10:11AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Sarma	
[4/20/23 10:12AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Sarma	
[4/20/23 10:12AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Sarma	
[4/20/23 10:14AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Sarma	
[4/20/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Sarma	
[4/20/23 10:14AM] Player picked up item: Coin, id: 995, amount: 500, owner: Sarma	
[4/20/23 10:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 10:15AM] Player picked up item: Coin, id: 995, amount: 500, owner: Sarma	
[4/20/23 10:15AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Sarma	
[4/20/23 10:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 10:16AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Sarma	
[4/20/23 10:16AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Sarma	
[4/20/23 10:16AM] Player picked up item: Coin, id: 995, amount: 500, owner: Sarma	
[4/20/23 10:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sarma	
[4/20/23 10:16AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Sarma	
[4/20/23 10:16AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Sarma	
[4/20/23 10:16AM] Player picked up item: Coin, id: 995, amount: 500, owner: Sarma	
[4/20/23 10:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 10:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 10:16AM] Player picked up item: Coin, id: 995, amount: 500, owner: Sarma	
[4/20/23 10:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 10:16AM] Player picked up item: Coin, id: 995, amount: 500, owner: Sarma	
[4/20/23 10:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 10:16AM] Player picked up item: Coin, id: 995, amount: 500, owner: Sarma	
[4/20/23 10:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sarma	
[4/20/23 10:16AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Sarma	
[4/20/23 10:16AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Sarma	
[4/20/23 10:16AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Sarma	
[4/20/23 10:17AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Sarma	
[4/20/23 10:17AM] Player picked up item: Coin, id: 995, amount: 500, owner: Sarma	
[4/20/23 10:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sarma	
[4/20/23 10:17AM] Player picked up item: Coin, id: 995, amount: 500, owner: Sarma	
[4/20/23 10:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 10:17AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Sarma	
[4/20/23 10:17AM] Player picked up item: Coin, id: 995, amount: 500, owner: Sarma	
[4/20/23 10:17AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Sarma	
[4/20/23 10:17AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Sarma	
[4/20/23 10:17AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Sarma	
[4/20/23 10:17AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Sarma	
[4/20/23 10:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sarma	
[4/20/23 10:17AM] Player picked up item: Coin, id: 995, amount: 500, owner: Sarma	
[4/20/23 10:17AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Sarma	
[4/20/23 10:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sarma	
[4/20/23 10:20AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Sarma	
[4/20/23 10:20AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Sarma	
[4/20/23 10:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Sarma	
[4/20/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Sarma	
[4/20/23 10:25AM] Player picked up item: Coin, id: 995, amount: 1112436, owner: Sarma	
[4/20/23 10:25AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Sarma	
[4/20/23 10:26AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Sarma	
[4/20/23 10:27AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Sarma	
[4/20/23 10:28AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Sarma	
[4/20/23 10:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Sarma	
[4/20/23 10:30AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Sarma	
[4/20/23 10:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Sarma	
[4/20/23 10:31AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Sarma	
[4/20/23 10:31AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Sarma	
[4/20/23 10:32AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Sarma	
[4/20/23 10:32AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Sarma	
[4/20/23 10:33AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Zshana	
[4/20/23 10:33AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Matt0804	
[4/20/23 10:34AM] Player picked up item: Coin, id: 995, amount: 600, owner: Sarma	
[4/20/23 10:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Sarma	
[4/20/23 10:38AM] Player picked up item: Coin, id: 995, amount: 2057699, owner: Sarma	
[4/20/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Sarma	
[4/20/23 10:40AM] Player picked up item: Coin, id: 995, amount: 3277968, owner: Sarma	
[4/20/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Sarma	
[4/20/23 10:41AM] Player picked up item: Coin, id: 995, amount: 3736747, owner: Sarma	
[4/20/23 10:41AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Sarma	
[4/20/23 10:43AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Sarma	
[4/20/23 10:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Sarma	
[4/20/23 10:45AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Sarma	
[4/20/23 10:45AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Sarma	
[4/20/23 10:47AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Sarma	
[4/20/23 10:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Sarma	
[4/20/23 10:48AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Sarma	
[4/20/23 10:48AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Sarma	
[4/20/23 10:51AM] Player picked up item: Coin, id: 995, amount: 2394294, owner: Sarma	
[4/20/23 10:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Sarma	
[4/20/23 10:55AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Sarma	
[4/20/23 10:55AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Sarma	
[4/20/23 10:56AM] Player picked up item: Coin, id: 995, amount: 600, owner: Sarma	
[4/20/23 10:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 10:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 10:58AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Sarma	
[4/20/23 10:58AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Sarma	
[4/20/23 10:59AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Sarma	
[4/20/23 10:59AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Sarma	
[4/20/23 10:59AM] Player picked up item: Coin, id: 995, amount: 600, owner: Sarma	
[4/20/23 10:59AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Sarma	
[4/20/23 10:59AM] Player picked up item: Coin, id: 995, amount: 600, owner: Sarma	
[4/20/23 10:59AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Sarma	
[4/20/23 10:59AM] Player picked up item: Coin, id: 995, amount: 600, owner: Sarma	
[4/20/23 10:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 11:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sarma	
[4/20/23 11:00AM] Player picked up item: Coin, id: 995, amount: 600, owner: Sarma	
[4/20/23 11:00AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Sarma	
[4/20/23 11:00AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Sarma	
[4/20/23 11:01AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Sarma	
[4/20/23 11:01AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Sarma	
[4/20/23 11:02AM] Player picked up item: Coin, id: 995, amount: 600, owner: Sarma	
[4/20/23 11:02AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Sarma	
[4/20/23 11:03AM] Player picked up item: Coin, id: 995, amount: 700, owner: Sarma	
[4/20/23 11:03AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Sarma	
[4/20/23 11:04AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Sarma	
[4/20/23 11:04AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Sarma	
[4/20/23 11:05AM] Player picked up item: Coin, id: 995, amount: 2800, owner: Sarma	
[4/20/23 11:09AM] Player picked up item: Coin, id: 995, amount: 700, owner: Sarma	
[4/20/23 11:12AM] Player picked up item: Coin, id: 995, amount: 700, owner: Sarma	
[4/20/23 11:16AM] Player picked up item: Coin, id: 995, amount: 800, owner: Sarma	
[4/20/23 11:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 11:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 11:16AM] Player picked up item: Coin, id: 995, amount: 800, owner: Sarma	
[4/20/23 11:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sarma	
[4/20/23 11:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sarma	
[4/20/23 11:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sarma	
[4/20/23 11:16AM] Player picked up item: Coin, id: 995, amount: 800, owner: Sarma	
[4/20/23 11:16AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Sarma	
[4/20/23 11:16AM] Player picked up item: Coin, id: 995, amount: 800, owner: Sarma	
[4/20/23 11:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sarma	
[4/20/23 11:16AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Sarma	
[4/20/23 11:26AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Sarma	
[4/20/23 11:26AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Sarma	
[4/20/23 11:27AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Sarma	
[4/20/23 11:27AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Sarma	
[4/20/23 11:27AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Sarma	
[4/20/23 11:27AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Sarma	
[4/20/23 11:51AM] Player picked up item: Coin, id: 995, amount: 2147977, owner: Sarma	
[4/20/23 11:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Sarma	
[4/20/23 11:53AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Sarma	
[4/20/23 11:53AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Sarma	
[4/20/23 11:53AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Sarma	
[4/20/23 11:54AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Sarma	
[4/20/23 11:54AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Sarma	
[4/20/23 11:57AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Sarma	
[4/20/23 11:57AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Sarma	
[4/20/23 11:57AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Sarma	
[4/20/23 11:57AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Sarma	
[4/20/23 12:09PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Sarma	
[4/20/23 12:09PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Sarma	
[4/20/23 12:09PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Sarma	
[4/20/23 12:09PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Sarma	
[4/20/23 12:14PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Sarma	
[4/20/23 12:15PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Sarma	
[4/20/23 12:15PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Sarma	
[4/20/23 12:20PM] Player picked up item: Coin, id: 995, amount: 2364652, owner: Sarma	
[4/20/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Sarma	
[4/20/23 12:22PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Sarma	
[4/20/23 12:23PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Sarma	
[4/20/23 12:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Sarma	
[4/20/23 03:55PM] Player picked up item: Aberrant Boots, id: 8334, amount: 1, owner: Sarma	
[4/20/23 04:22PM] Player picked up item: Inferno Body, id: 13301, amount: 1, owner: Sarma	
[4/20/23 04:31PM] Player picked up item: Inferno Gloves, id: 13302, amount: 1, owner: Sarma	
[4/20/23 04:48PM] Player picked up item: Nagi Body, id: 21063, amount: 1, owner: Sarma	
[4/21/23 02:57AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Sarma	
[4/21/23 02:57AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Sarma	
[4/21/23 03:13AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Sarma	
[4/24/23 03:20PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Sarma	
[4/24/23 03:21PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Sarma	
