[4/15/23 11:29PM] Player picked up item: Coin, id: 995, amount: 100, owner: Jj Fly	
[4/16/23 05:12PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Jj Fly	
[4/16/23 06:05PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Jj Fly	
[4/16/23 08:34PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jj Fly	
[4/17/23 09:34AM] Player picked up item: Coin, id: 995, amount: 15000, owner: Jj Fly	
[4/17/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jj Fly	
[4/17/23 09:44AM] Player picked up item: Coin, id: 995, amount: 2276713, owner: Jj Fly	
[4/17/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Jj Fly	
[4/17/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Jj Fly	
[4/17/23 09:45AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Jj Fly	
[4/17/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Jj Fly	
[4/17/23 09:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Jj Fly	
[4/17/23 12:19PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Jj Fly	
[4/17/23 12:20PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Jj Fly	
[4/17/23 12:33PM] Player picked up item: Coin, id: 995, amount: 1567213, owner: Jj Fly	
[4/17/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jj Fly	
[4/17/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Jj Fly	
[4/17/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Jj Fly	
[4/17/23 12:33PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Jj Fly	
[4/17/23 02:03PM] Player picked up item: Coin, id: 995, amount: 2610012, owner: Jj Fly	
[4/17/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jj Fly	
[4/17/23 02:33PM] Player picked up item: Coin, id: 995, amount: 3056198, owner: Jj Fly	
[4/17/23 02:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jj Fly	
[4/17/23 02:33PM] Player picked up item: Coin, id: 995, amount: 5000548, owner: Jj Fly	
[4/17/23 02:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Jj Fly	
[4/17/23 02:34PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Jj Fly	
[4/17/23 02:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Jj Fly	
[4/17/23 02:37PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Jj Fly	
[4/17/23 02:44PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Jj Fly	
[4/17/23 02:47PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Jj Fly	
[4/17/23 02:47PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Jj Fly	
[4/17/23 02:48PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Jj Fly	
[4/17/23 02:49PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Jj Fly	
[4/17/23 02:55PM] Player picked up item: Coin, id: 995, amount: 24000, owner: Jj Fly	
[4/17/23 03:00PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Jj Fly	
[4/17/23 03:00PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Jj Fly	
[4/17/23 03:03PM] Player picked up item: Coin, id: 995, amount: 3159826, owner: Jj Fly	
[4/17/23 03:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jj Fly	
[4/17/23 03:08PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Jj Fly	
[4/17/23 03:09PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Jj Fly	
[4/17/23 03:10PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Jj Fly	
[4/17/23 03:10PM] Player picked up item: Coin, id: 995, amount: 16000, owner: Jj Fly	
[4/17/23 03:10PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Jj Fly	
[4/17/23 03:11PM] Player picked up item: Coin, id: 995, amount: 56000, owner: Jj Fly	
[4/17/23 03:15PM] Player picked up item: Coin, id: 995, amount: 32000, owner: Jj Fly	
[4/17/23 03:19PM] Player picked up item: Coin, id: 995, amount: 64000, owner: Jj Fly	
[4/17/23 03:19PM] Player picked up item: Coin, id: 995, amount: 16000, owner: Jj Fly	
[4/17/23 03:22PM] Player picked up item: Coin, id: 995, amount: 48000, owner: Jj Fly	
[4/17/23 03:26PM] Player picked up item: Coin, id: 995, amount: 60000, owner: Jj Fly	
[4/17/23 03:27PM] Player picked up item: Nagi Cape, id: 21071, amount: 1, owner: Jj Fly	
[4/17/23 03:33PM] Player picked up item: Coin, id: 995, amount: 3783332, owner: Jj Fly	
[4/17/23 03:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jj Fly	
[4/17/23 03:34PM] Player picked up item: Coin, id: 995, amount: 4624322, owner: Jj Fly	
[4/17/23 03:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Jj Fly	
[4/17/23 04:29PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Jj Fly	
[4/17/23 04:32PM] Player picked up item: Coin, id: 995, amount: 3756638, owner: Jj Fly	
[4/17/23 04:32PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jj Fly	
[4/17/23 04:33PM] Player picked up item: Coin, id: 995, amount: 8646150, owner: Jj Fly	
[4/17/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Jj Fly	
[4/17/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Jj Fly	
[4/17/23 04:33PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Jj Fly	
[4/17/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Jj Fly	
[4/17/23 04:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Jj Fly	
[4/17/23 05:15PM] Player picked up item: Nagi Gloves, id: 21066, amount: 1, owner: Jj Fly	
[4/17/23 05:33PM] Player picked up item: Coin, id: 995, amount: 2004697, owner: Jj Fly	
[4/17/23 05:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jj Fly	
[4/17/23 05:33PM] Player picked up item: Coin, id: 995, amount: 3348031, owner: Jj Fly	
[4/17/23 05:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Jj Fly	
[4/17/23 05:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jj Fly	
[4/17/23 06:00PM] Player picked up item: Maze Maul, id: 17710, amount: 1, owner: Jj Fly	
[4/17/23 06:03PM] Player picked up item: Coin, id: 995, amount: 1137217, owner: Jj Fly	
[4/17/23 06:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jj Fly	
[4/18/23 02:41AM] Player picked up item: Coin, id: 995, amount: 2548380, owner: Jj Fly	
[4/18/23 02:41AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jj Fly	
[4/18/23 02:42AM] Player picked up item: Coin, id: 995, amount: 7684192, owner: Jj Fly	
[4/18/23 02:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Jj Fly	
[4/18/23 02:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Jj Fly	
[4/18/23 02:43AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Jj Fly	
[4/18/23 02:44AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Jj Fly	
[4/18/23 02:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Jj Fly	
[4/18/23 03:12AM] Player picked up item: Coin, id: 995, amount: 3397488, owner: Jj Fly	
[4/18/23 03:12AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jj Fly	
[4/18/23 03:24AM] Player picked up item: Coin, id: 995, amount: 88000, owner: Jj Fly	
[4/18/23 03:24AM] Player picked up item: Coin, id: 995, amount: 22000, owner: Jj Fly	
[4/18/23 03:24AM] Player picked up item: Antique Sword, id: 23146, amount: 1, owner: Jj Fly	
[4/18/23 03:42AM] Player picked up item: Coin, id: 995, amount: 4839284, owner: Jj Fly	
[4/18/23 03:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jj Fly	
[4/18/23 03:43AM] Player picked up item: Coin, id: 995, amount: 344, owner: Jj Fly	
[4/18/23 03:43AM] Player picked up item: Coin, id: 995, amount: 4572578, owner: Jj Fly	
[4/18/23 03:43AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Jj Fly	
[4/18/23 04:01AM] Player picked up item: Antique Sword, id: 23146, amount: 1, owner: Jj Fly	
[4/18/23 04:01AM] Player picked up item: Antique Sword, id: 23146, amount: 1, owner: Jj Fly	
[4/18/23 04:02AM] Player picked up item: Coin, id: 995, amount: 48000, owner: Jj Fly	
[4/18/23 11:01AM] Player picked up item: Black platebody (h3), id: 19487, amount: 1, owner: Jj Fly	
