[4/17/23 05:03PM] Player picked up item: Coin, id: 995, amount: 1432439, owner: Smartass	
[4/17/23 05:19PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Smartass	
[4/17/23 05:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 05:19PM] Player picked up item: Coin, id: 995, amount: 400, owner: Smartass	
[4/17/23 05:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Smartass	
[4/17/23 05:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 05:21PM] Player picked up item: Coin, id: 995, amount: 400, owner: Smartass	
[4/17/23 05:21PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Smartass	
[4/17/23 05:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Smartass	
[4/17/23 05:22PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Smartass	
[4/17/23 05:23PM] Player picked up item: Coin, id: 995, amount: 200, owner: Smartass	
[4/17/23 05:23PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Smartass	
[4/17/23 05:23PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Smartass	
[4/17/23 05:23PM] Player picked up item: Coin, id: 995, amount: 200, owner: Smartass	
[4/17/23 05:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 05:23PM] Player picked up item: Coin, id: 995, amount: 200, owner: Smartass	
[4/17/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 05:24PM] Player picked up item: Coin, id: 995, amount: 200, owner: Smartass	
[4/17/23 05:24PM] Player picked up item: Coin, id: 995, amount: 200, owner: Smartass	
[4/17/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 05:24PM] Player picked up item: Coin, id: 995, amount: 200, owner: Smartass	
[4/17/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 05:25PM] Player picked up item: Coin, id: 995, amount: 300, owner: Smartass	
[4/17/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 05:25PM] Player picked up item: Coin, id: 995, amount: 300, owner: Smartass	
[4/17/23 05:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 05:26PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Smartass	
[4/17/23 05:26PM] Player picked up item: Coin, id: 995, amount: 600, owner: Smartass	
[4/17/23 05:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 05:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 05:27PM] Player picked up item: Coin, id: 995, amount: 300, owner: Smartass	
[4/17/23 05:27PM] Player picked up item: Coin, id: 995, amount: 300, owner: Smartass	
[4/17/23 05:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 05:27PM] Player picked up item: Coin, id: 995, amount: 300, owner: Smartass	
[4/17/23 05:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 05:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 05:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 05:37PM] Player picked up item: Coin, id: 995, amount: 300, owner: Smartass	
[4/17/23 05:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 05:37PM] Player picked up item: Coin, id: 995, amount: 600, owner: Smartass	
[4/17/23 05:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 05:41PM] Player picked up item: Coin, id: 995, amount: 300, owner: Smartass	
[4/17/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 05:41PM] Player picked up item: Coin, id: 995, amount: 300, owner: Smartass	
[4/17/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 05:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 05:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 05:42PM] Player picked up item: Coin, id: 995, amount: 300, owner: Smartass	
[4/17/23 05:42PM] Player picked up item: Coin, id: 995, amount: 300, owner: Smartass	
[4/17/23 05:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 05:43PM] Player picked up item: Coin, id: 995, amount: 300, owner: Smartass	
[4/17/23 05:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 05:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 05:44PM] Player picked up item: Coin, id: 995, amount: 300, owner: Smartass	
[4/17/23 05:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 05:45PM] Player picked up item: Coin, id: 995, amount: 300, owner: Smartass	
[4/17/23 05:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 05:46PM] Player picked up item: Coin, id: 995, amount: 400, owner: Smartass	
[4/17/23 05:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 05:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 05:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 05:47PM] Player picked up item: Fury shark, id: 17817, amount: 1, owner: H3ntai	
[4/17/23 05:47PM] Player picked up item: Fury shark, id: 17817, amount: 1, owner: H3ntai	
[4/17/23 05:47PM] Player picked up item: Fury shark, id: 17817, amount: 1, owner: H3ntai	
[4/17/23 05:47PM] Player picked up item: Fury shark, id: 17817, amount: 1, owner: H3ntai	
[4/17/23 05:47PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: H3ntai	
[4/17/23 05:47PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: H3ntai	
[4/17/23 05:47PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: H3ntai	
[4/17/23 05:47PM] Player picked up item: Starter Amulet, id: 23089, amount: 1, owner: H3ntai	
[4/17/23 05:47PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: H3ntai	
[4/17/23 05:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 05:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 06:01PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smartass	
[4/17/23 06:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 06:04PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smartass	
[4/17/23 06:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 06:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 06:06PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smartass	
[4/17/23 06:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 06:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 06:08PM] Player picked up item: Coin, id: 995, amount: 400, owner: Smartass	
[4/17/23 06:08PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Smartass	
[4/17/23 06:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 06:08PM] Player picked up item: Coin, id: 995, amount: 800, owner: Smartass	
[4/17/23 06:09PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Smartass	
[4/17/23 06:09PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Smartass	
[4/17/23 06:09PM] Player picked up item: Coin, id: 995, amount: 400, owner: Smartass	
[4/17/23 06:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 06:09PM] Player picked up item: Coin, id: 995, amount: 400, owner: Smartass	
[4/17/23 06:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 06:09PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Smartass	
[4/17/23 06:09PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Smartass	
[4/17/23 06:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 06:10PM] Player picked up item: Coin, id: 995, amount: 400, owner: Smartass	
[4/17/23 06:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 06:10PM] Player picked up item: Coin, id: 995, amount: 400, owner: Smartass	
[4/17/23 06:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 06:10PM] Player picked up item: Coin, id: 995, amount: 400, owner: Smartass	
[4/17/23 06:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 06:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 06:11PM] Player picked up item: Coin, id: 995, amount: 400, owner: Smartass	
[4/17/23 06:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 06:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 06:11PM] Player picked up item: Coin, id: 995, amount: 800, owner: Smartass	
[4/17/23 06:11PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Smartass	
[4/17/23 06:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 06:11PM] Player picked up item: Coin, id: 995, amount: 400, owner: Smartass	
[4/17/23 06:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 06:12PM] Player picked up item: Coin, id: 995, amount: 400, owner: Smartass	
[4/17/23 06:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 06:12PM] Player picked up item: Coin, id: 995, amount: 400, owner: Smartass	
[4/17/23 06:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 06:12PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Smartass	
[4/17/23 06:12PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Smartass	
[4/17/23 06:12PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Smartass	
[4/17/23 06:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 06:12PM] Player picked up item: Coin, id: 995, amount: 400, owner: Smartass	
[4/17/23 06:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 06:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 06:12PM] Player picked up item: Coin, id: 995, amount: 400, owner: Smartass	
[4/17/23 06:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 06:12PM] Player picked up item: Coin, id: 995, amount: 400, owner: Smartass	
[4/17/23 06:13PM] Player picked up item: Coin, id: 995, amount: 500, owner: Smartass	
[4/17/23 06:17PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Smartass	
[4/17/23 06:19PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Smartass	
[4/17/23 06:19PM] Player picked up item: Coin, id: 995, amount: 500, owner: Smartass	
[4/17/23 06:20PM] Player picked up item: Coin, id: 995, amount: 500, owner: Smartass	
[4/17/23 06:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 06:20PM] Player picked up item: Coin, id: 995, amount: 500, owner: Smartass	
[4/17/23 06:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 06:25PM] Player picked up item: Coin, id: 995, amount: 600, owner: Smartass	
[4/17/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 06:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 06:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 06:29PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Smartass	
[4/17/23 06:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 06:29PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Smartass	
[4/17/23 06:29PM] Player picked up item: Coin, id: 995, amount: 600, owner: Smartass	
[4/17/23 06:29PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 06:31PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Smartass	
[4/17/23 06:31PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Smartass	
[4/17/23 06:31PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Smartass	
[4/17/23 06:31PM] Player picked up item: Coin, id: 995, amount: 4200, owner: Smartass	
[4/17/23 06:31PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Smartass	
[4/17/23 06:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 06:31PM] Player picked up item: Coin, id: 995, amount: 600, owner: Smartass	
[4/17/23 06:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 06:31PM] Player picked up item: Coin, id: 995, amount: 600, owner: Smartass	
[4/17/23 06:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 06:32PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Smartass	
[4/17/23 06:32PM] Player picked up item: Coin, id: 995, amount: 600, owner: Smartass	
[4/17/23 06:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 06:32PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Smartass	
[4/17/23 06:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 06:32PM] Player picked up item: Coin, id: 995, amount: 600, owner: Smartass	
[4/17/23 06:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 06:32PM] Player picked up item: Coin, id: 995, amount: 600, owner: Smartass	
[4/17/23 06:32PM] Player picked up item: Coin, id: 995, amount: 600, owner: Smartass	
[4/17/23 06:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 06:33PM] Player picked up item: Coin, id: 995, amount: 1294047, owner: Smartass	
[4/17/23 06:33PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Smartass	
[4/17/23 06:33PM] Player picked up item: Coin, id: 995, amount: 600, owner: Smartass	
[4/17/23 06:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 06:34PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Smartass	
[4/17/23 06:34PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Smartass	
[4/17/23 06:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 06:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 06:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 06:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 06:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 07:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Smartass	
[4/17/23 07:21PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Smartass	
[4/17/23 07:21PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Smartass	
[4/17/23 07:34PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Smartass	
[4/17/23 07:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Smartass	
[4/17/23 07:37PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smartass	
[4/17/23 07:37PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smartass	
[4/17/23 07:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 07:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 07:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 07:39PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smartass	
[4/17/23 07:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 07:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 07:40PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Smartass	
[4/17/23 07:41PM] Player picked up item: Coin, id: 995, amount: 900, owner: Smartass	
[4/17/23 07:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 07:41PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Smartass	
[4/17/23 07:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 07:41PM] Player picked up item: Coin, id: 995, amount: 900, owner: Smartass	
[4/17/23 07:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 07:41PM] Player picked up item: Coin, id: 995, amount: 900, owner: Smartass	
[4/17/23 07:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 07:42PM] Player picked up item: Coin, id: 995, amount: 500, owner: Smartass	
[4/17/23 07:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 07:42PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Smartass	
[4/17/23 07:42PM] Player picked up item: Coin, id: 995, amount: 500, owner: Smartass	
[4/17/23 07:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 07:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 07:42PM] Player picked up item: Coin, id: 995, amount: 500, owner: Smartass	
[4/17/23 07:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 07:42PM] Player picked up item: Coin, id: 995, amount: 500, owner: Smartass	
[4/17/23 08:16PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Smartass	
[4/17/23 08:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Smartass	
[4/17/23 08:28PM] Player picked up item: Coin, id: 995, amount: 700, owner: Smartass	
[4/17/23 08:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 08:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 08:28PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Smartass	
[4/17/23 08:29PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Smartass	
[4/17/23 08:29PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Smartass	
[4/17/23 08:29PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Smartass	
[4/17/23 08:31PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Smartass	
[4/17/23 08:31PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Smartass	
[4/17/23 08:31PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Smartass	
[4/17/23 08:32PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Smartass	
[4/17/23 08:32PM] Player picked up item: Coin, id: 995, amount: 3500, owner: Smartass	
[4/17/23 08:32PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Smartass	
[4/17/23 08:32PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Smartass	
[4/17/23 08:32PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Smartass	
[4/17/23 08:32PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Smartass	
[4/17/23 08:33PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Smartass	
[4/17/23 08:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 08:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 08:33PM] Player picked up item: Coin, id: 995, amount: 800, owner: Smartass	
[4/17/23 08:33PM] Player picked up item: Coin, id: 995, amount: 800, owner: Smartass	
[4/17/23 08:33PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Smartass	
[4/17/23 08:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 08:33PM] Player picked up item: Coin, id: 995, amount: 800, owner: Smartass	
[4/17/23 08:33PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Smartass	
[4/17/23 08:33PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Smartass	
[4/17/23 08:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 08:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 08:34PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Smartass	
[4/17/23 08:34PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Smartass	
[4/17/23 08:35PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Smartass	
[4/17/23 08:35PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Smartass	
[4/17/23 08:35PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Smartass	
[4/17/23 08:35PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Smartass	
[4/17/23 08:35PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Smartass	
[4/17/23 08:35PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Smartass	
[4/17/23 08:36PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Smartass	
[4/17/23 08:36PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Smartass	
[4/17/23 08:36PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Smartass	
[4/17/23 08:36PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Smartass	
[4/17/23 08:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 08:38PM] Player picked up item: Coin, id: 995, amount: 800, owner: Smartass	
[4/17/23 08:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 08:38PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Smartass	
[4/17/23 08:38PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Smartass	
[4/17/23 08:38PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Smartass	
[4/17/23 08:38PM] Player picked up item: Coin, id: 995, amount: 3200, owner: Smartass	
[4/17/23 08:44PM] Player picked up item: Coin, id: 995, amount: 1447980, owner: Smartass	
[4/17/23 08:44PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Smartass	
[4/17/23 08:48PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Smartass	
[4/17/23 08:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 08:48PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Smartass	
[4/17/23 08:48PM] Player picked up item: Coin, id: 995, amount: 800, owner: Smartass	
[4/17/23 09:00PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Smartass	
