[4/20/23 08:16AM] Player picked up item: Coin, id: 995, amount: 100, owner: Empty One	
[4/20/23 08:23AM] Player picked up item: Coin, id: 995, amount: 200, owner: Empty One	
[4/20/23 08:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:23AM] Player picked up item: Coin, id: 995, amount: 200, owner: Empty One	
[4/20/23 08:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:23AM] Player picked up item: Coin, id: 995, amount: 200, owner: Empty One	
[4/20/23 08:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:24AM] Player picked up item: Coin, id: 995, amount: 200, owner: Empty One	
[4/20/23 08:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:24AM] Player picked up item: Coin, id: 995, amount: 300, owner: Empty One	
[4/20/23 08:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:25AM] Player picked up item: Coin, id: 995, amount: 300, owner: Empty One	
[4/20/23 08:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:25AM] Player picked up item: Coin, id: 995, amount: 300, owner: Empty One	
[4/20/23 08:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:25AM] Player picked up item: Coin, id: 995, amount: 300, owner: Empty One	
[4/20/23 08:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:25AM] Player picked up item: Coin, id: 995, amount: 300, owner: Empty One	
[4/20/23 08:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:27AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Empty One	
[4/20/23 08:27AM] Player picked up item: Coin, id: 995, amount: 300, owner: Empty One	
[4/20/23 08:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:28AM] Player picked up item: Coin, id: 995, amount: 300, owner: Empty One	
[4/20/23 08:28AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:29AM] Player picked up item: Coin, id: 995, amount: 300, owner: Empty One	
[4/20/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:29AM] Player picked up item: Coin, id: 995, amount: 300, owner: Empty One	
[4/20/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:31AM] Player picked up item: Coin, id: 995, amount: 300, owner: Empty One	
[4/20/23 08:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:31AM] Player picked up item: Coin, id: 995, amount: 300, owner: Empty One	
[4/20/23 08:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: Empty One	
[4/20/23 08:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: Empty One	
[4/20/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: Empty One	
[4/20/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: Empty One	
[4/20/23 08:35AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Empty One	
[4/20/23 08:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: Empty One	
[4/20/23 08:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: Empty One	
[4/20/23 08:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: Empty One	
[4/20/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: Empty One	
[4/20/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: Empty One	
[4/20/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:39AM] Player picked up item: Coin, id: 995, amount: 300, owner: Empty One	
[4/20/23 08:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:40AM] Player picked up item: Coin, id: 995, amount: 300, owner: Empty One	
[4/20/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:40AM] Player picked up item: Coin, id: 995, amount: 300, owner: Empty One	
[4/20/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:41AM] Player picked up item: Coin, id: 995, amount: 400, owner: Empty One	
[4/20/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:42AM] Player picked up item: Coin, id: 995, amount: 400, owner: Empty One	
[4/20/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:45AM] Player picked up item: Coin, id: 995, amount: 400, owner: Empty One	
[4/20/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:45AM] Player picked up item: Coin, id: 995, amount: 400, owner: Empty One	
[4/20/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Empty One	
[4/20/23 08:45AM] Player picked up item: Coin, id: 995, amount: 400, owner: Empty One	
[4/20/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:46AM] Player picked up item: Coin, id: 995, amount: 400, owner: Empty One	
[4/20/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:46AM] Player picked up item: Coin, id: 995, amount: 400, owner: Empty One	
[4/20/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:46AM] Player picked up item: Coin, id: 995, amount: 400, owner: Empty One	
[4/20/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:46AM] Player picked up item: Coin, id: 995, amount: 400, owner: Empty One	
[4/20/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:47AM] Player picked up item: Coin, id: 995, amount: 400, owner: Empty One	
[4/20/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:47AM] Player picked up item: Coin, id: 995, amount: 400, owner: Empty One	
[4/20/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:48AM] Player picked up item: Coin, id: 995, amount: 400, owner: Empty One	
[4/20/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:48AM] Player picked up item: Coin, id: 995, amount: 400, owner: Empty One	
[4/20/23 08:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:49AM] Player picked up item: Coin, id: 995, amount: 400, owner: Empty One	
[4/20/23 08:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:49AM] Player picked up item: Coin, id: 995, amount: 400, owner: Empty One	
[4/20/23 08:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:49AM] Player picked up item: Coin, id: 995, amount: 800, owner: Empty One	
[4/20/23 08:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:50AM] Player picked up item: Coin, id: 995, amount: 400, owner: Empty One	
[4/20/23 08:50AM] Player picked up item: Coin, id: 995, amount: 400, owner: Empty One	
[4/20/23 08:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:50AM] Player picked up item: Coin, id: 995, amount: 400, owner: Empty One	
[4/20/23 08:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:50AM] Player picked up item: Coin, id: 995, amount: 400, owner: Empty One	
[4/20/23 08:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:51AM] Player picked up item: Coin, id: 995, amount: 400, owner: Empty One	
[4/20/23 08:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:51AM] Player picked up item: Coin, id: 995, amount: 400, owner: Empty One	
[4/20/23 08:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:51AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Empty One	
[4/20/23 08:52AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Empty One	
[4/20/23 08:52AM] Player picked up item: Coin, id: 995, amount: 500, owner: Empty One	
[4/20/23 08:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:52AM] Player picked up item: Coin, id: 995, amount: 500, owner: Empty One	
[4/20/23 08:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:52AM] Player picked up item: Coin, id: 995, amount: 500, owner: Empty One	
[4/20/23 08:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:52AM] Player picked up item: Coin, id: 995, amount: 500, owner: Empty One	
[4/20/23 08:52AM] Player picked up item: Coin, id: 995, amount: 500, owner: Empty One	
[4/20/23 08:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Empty One	
[4/20/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/20/23 08:53AM] Player picked up item: Coin, id: 995, amount: 500, owner: Empty One	
[4/20/23 08:53AM] Player picked up item: Coin, id: 995, amount: 500, owner: Empty One	
[4/20/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Empty One	
[4/22/23 08:24AM] Player picked up item: Lava bones, id: 2023, amount: 16429, owner: Empty One	
