[4/17/23 02:58AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trent	
[4/17/23 03:35AM] Player picked up item: Coin, id: 995, amount: 800, owner: Trent	
[4/17/23 03:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Trent	
[4/17/23 03:35AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Trent	
[4/17/23 03:35AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Trent	
[4/17/23 03:35AM] Player picked up item: Coin, id: 995, amount: 400, owner: Trent	
[4/17/23 03:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trent	
[4/17/23 03:35AM] Player picked up item: Coin, id: 995, amount: 400, owner: Trent	
[4/17/23 03:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trent	
[4/17/23 03:35AM] Player picked up item: Coin, id: 995, amount: 800, owner: Trent	
[4/17/23 03:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Trent	
[4/17/23 03:40AM] Player picked up item: Coin, id: 995, amount: 800, owner: Trent	
[4/17/23 03:40AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Trent	
[4/17/23 03:40AM] Player picked up item: Coin, id: 995, amount: 400, owner: Trent	
[4/17/23 03:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Trent	
[4/17/23 03:40AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Trent	
[4/17/23 03:40AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Trent	
[4/17/23 03:40AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Trent	
[4/17/23 03:40AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Trent	
[4/17/23 03:40AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Trent	
[4/17/23 03:40AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Trent	
[4/17/23 03:42AM] Player picked up item: Coin, id: 995, amount: 3500, owner: Trent	
[4/17/23 03:42AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Trent	
[4/17/23 03:42AM] Player picked up item: Coin, id: 995, amount: 2500, owner: Trent	
[4/17/23 03:42AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Trent	
[4/17/23 03:42AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Trent	
[4/17/23 03:42AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Trent	
[4/17/23 03:42AM] Player picked up item: Coin, id: 995, amount: 500, owner: Trent	
[4/17/23 03:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trent	
[4/17/23 03:42AM] Player picked up item: Coin, id: 995, amount: 500, owner: Trent	
[4/17/23 03:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trent	
