[4/21/23 07:54AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zuk	
[4/21/23 08:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zuk	
[4/21/23 08:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Zuk	
[4/21/23 08:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zuk	
[4/21/23 08:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Zuk	
[4/21/23 08:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zuk	
[4/21/23 08:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Zuk	
[4/21/23 08:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zuk	
[4/21/23 08:08AM] Player picked up item: Coin, id: 995, amount: 300, owner: Zuk	
[4/21/23 08:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zuk	
[4/21/23 08:08AM] Player picked up item: Coin, id: 995, amount: 300, owner: Zuk	
[4/21/23 08:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zuk	
[4/21/23 08:08AM] Player picked up item: Coin, id: 995, amount: 300, owner: Zuk	
[4/21/23 08:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zuk	
[4/21/23 08:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Zuk	
[4/21/23 08:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zuk	
[4/21/23 08:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Zuk	
[4/21/23 08:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zuk	
[4/21/23 08:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Zuk	
[4/21/23 08:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zuk	
[4/21/23 08:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Zuk	
[4/21/23 08:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zuk	
[4/21/23 08:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Zuk	
[4/21/23 08:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zuk	
[4/21/23 08:10AM] Player picked up item: Coin, id: 995, amount: 300, owner: Zuk	
[4/21/23 08:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zuk	
[4/21/23 08:10AM] Player picked up item: Coin, id: 995, amount: 300, owner: Zuk	
[4/21/23 08:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zuk	
