[4/18/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Partyskiller	
[4/18/23 05:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Partyskiller	
[4/18/23 05:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Partyskiller	
[4/18/23 05:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Partyskiller	
[4/18/23 05:24AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Partyskiller	
[4/18/23 05:24AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Partyskiller	
[4/18/23 05:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Partyskiller	
[4/18/23 05:35AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Partyskiller	
[4/18/23 05:42AM] Player picked up item: Coin, id: 995, amount: 1646002, owner: Partyskiller	
[4/18/23 05:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Partyskiller	
[4/18/23 05:48AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Partyskiller	
[4/18/23 05:49AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Partyskiller	
[4/18/23 05:49AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Partyskiller	
[4/18/23 05:50AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Partyskiller	
[4/18/23 06:00AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Partyskiller	
[4/18/23 06:03AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Partyskiller	
[4/18/23 06:34AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Partyskiller	
[4/18/23 06:40AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Partyskiller	
[4/18/23 06:40AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Partyskiller	
[4/18/23 06:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Partyskiller	
[4/18/23 06:42AM] Player picked up item: Coin, id: 995, amount: 2318886, owner: Partyskiller	
[4/18/23 06:43AM] Player picked up item: Coin, id: 995, amount: 2778103, owner: Partyskiller	
[4/18/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Partyskiller	
[4/18/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Partyskiller	
[4/18/23 06:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Partyskiller	
[4/18/23 06:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Partyskiller	
[4/18/23 06:52AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Partyskiller	
[4/18/23 06:53AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Partyskiller	
[4/18/23 06:54AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Partyskiller	
[4/18/23 06:54AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Partyskiller	
[4/18/23 06:54AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Partyskiller	
[4/18/23 06:54AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Partyskiller	
[4/18/23 06:55AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Partyskiller	
[4/18/23 06:56AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Partyskiller	
[4/18/23 06:57AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Partyskiller	
[4/21/23 08:41AM] Player picked up item: Starter Defender, id: 19914, amount: 1, owner: Spookyszn	
[4/21/23 09:58AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Mad	
[4/22/23 08:19AM] Player picked up item: Emerald Crossbow, id: 8088, amount: 1, owner: Partyskiller	
