[4/18/23 09:48PM] Player picked up item: Coin, id: 995, amount: 100, owner: Chrispbacon	
[4/18/23 09:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Chrispbacon	
[4/18/23 09:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Chrispbacon	
[4/18/23 09:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:57PM] Player picked up item: Coin, id: 995, amount: 300, owner: Chrispbacon	
[4/18/23 09:57PM] Player picked up item: Coin, id: 995, amount: 300, owner: Chrispbacon	
[4/18/23 09:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:57PM] Player picked up item: Coin, id: 995, amount: 300, owner: Chrispbacon	
[4/18/23 09:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:57PM] Player picked up item: Coin, id: 995, amount: 300, owner: Chrispbacon	
[4/18/23 09:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:57PM] Player picked up item: Coin, id: 995, amount: 300, owner: Chrispbacon	
[4/18/23 09:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:58PM] Player picked up item: Coin, id: 995, amount: 300, owner: Chrispbacon	
[4/18/23 09:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:58PM] Player picked up item: Coin, id: 995, amount: 300, owner: Chrispbacon	
[4/18/23 09:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:58PM] Player picked up item: Coin, id: 995, amount: 300, owner: Chrispbacon	
[4/18/23 09:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:58PM] Player picked up item: Coin, id: 995, amount: 300, owner: Chrispbacon	
[4/18/23 09:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
