[4/23/23 05:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Etanasergei	
[4/23/23 06:04AM] Player picked up item: Coin, id: 995, amount: 400, owner: Etanasergei	
[4/23/23 06:04AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Etanasergei	
[4/23/23 06:04AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Etanasergei	
[4/23/23 06:04AM] Player picked up item: Coin, id: 995, amount: 400, owner: Etanasergei	
[4/23/23 06:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:04AM] Player picked up item: Coin, id: 995, amount: 400, owner: Etanasergei	
[4/23/23 06:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:06AM] Player picked up item: Coin, id: 995, amount: 500, owner: Etanasergei	
[4/23/23 06:06AM] Player picked up item: Coin, id: 995, amount: 500, owner: Etanasergei	
[4/23/23 06:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:07AM] Player picked up item: Coin, id: 995, amount: 3500, owner: Etanasergei	
[4/23/23 06:07AM] Player picked up item: Coin, id: 995, amount: 500, owner: Etanasergei	
[4/23/23 06:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:07AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Etanasergei	
[4/23/23 06:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:07AM] Player picked up item: Coin, id: 995, amount: 500, owner: Etanasergei	
[4/23/23 06:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:07AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Etanasergei	
[4/23/23 06:07AM] Player picked up item: Coin, id: 995, amount: 500, owner: Etanasergei	
[4/23/23 06:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Etanasergei	
[4/23/23 06:07AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Etanasergei	
[4/23/23 06:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Etanasergei	
[4/23/23 06:07AM] Player picked up item: Coin, id: 995, amount: 500, owner: Etanasergei	
[4/23/23 06:07AM] Player picked up item: Coin, id: 995, amount: 500, owner: Etanasergei	
[4/23/23 06:07AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Etanasergei	
[4/23/23 06:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Etanasergei	
[4/23/23 06:07AM] Player picked up item: Coin, id: 995, amount: 500, owner: Etanasergei	
[4/23/23 06:07AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Etanasergei	
[4/23/23 06:07AM] Player picked up item: Coin, id: 995, amount: 500, owner: Etanasergei	
[4/23/23 06:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:07AM] Player picked up item: Coin, id: 995, amount: 500, owner: Etanasergei	
[4/23/23 06:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:08AM] Player picked up item: Coin, id: 995, amount: 500, owner: Etanasergei	
[4/23/23 06:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:08AM] Player picked up item: Coin, id: 995, amount: 500, owner: Etanasergei	
[4/23/23 06:18AM] Player picked up item: Coin, id: 995, amount: 600, owner: Etanasergei	
[4/23/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:18AM] Player picked up item: Coin, id: 995, amount: 600, owner: Etanasergei	
[4/23/23 06:18AM] Player picked up item: Coin, id: 995, amount: 600, owner: Etanasergei	
[4/23/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:18AM] Player picked up item: Coin, id: 995, amount: 600, owner: Etanasergei	
[4/23/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:18AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Etanasergei	
[4/23/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Etanasergei	
[4/23/23 06:19AM] Player picked up item: Coin, id: 995, amount: 600, owner: Etanasergei	
[4/23/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:20AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Etanasergei	
[4/23/23 06:20AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Etanasergei	
[4/23/23 06:20AM] Player picked up item: Coin, id: 995, amount: 700, owner: Etanasergei	
[4/23/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:21AM] Player picked up item: Coin, id: 995, amount: 700, owner: Etanasergei	
[4/23/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:21AM] Player picked up item: Coin, id: 995, amount: 4200, owner: Etanasergei	
[4/23/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Etanasergei	
[4/23/23 06:21AM] Player picked up item: Coin, id: 995, amount: 2800, owner: Etanasergei	
[4/23/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Etanasergei	
[4/23/23 06:21AM] Player picked up item: Coin, id: 995, amount: 700, owner: Etanasergei	
[4/23/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:21AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Etanasergei	
[4/23/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:21AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Etanasergei	
[4/23/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Etanasergei	
[4/23/23 06:21AM] Player picked up item: Coin, id: 995, amount: 700, owner: Etanasergei	
[4/23/23 06:23AM] Player picked up item: Coin, id: 995, amount: 800, owner: Etanasergei	
[4/23/23 06:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:24AM] Player picked up item: Coin, id: 995, amount: 800, owner: Etanasergei	
[4/23/23 06:24AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Etanasergei	
[4/23/23 06:25AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Etanasergei	
[4/23/23 06:26AM] Player picked up item: Coin, id: 995, amount: 800, owner: Etanasergei	
[4/23/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:26AM] Player picked up item: Coin, id: 995, amount: 800, owner: Etanasergei	
[4/23/23 06:26AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Etanasergei	
[4/23/23 06:26AM] Player picked up item: Coin, id: 995, amount: 800, owner: Etanasergei	
[4/23/23 06:28AM] Player picked up item: Coin, id: 995, amount: 2700, owner: Etanasergei	
[4/23/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Etanasergei	
[4/23/23 06:28AM] Player picked up item: Coin, id: 995, amount: 900, owner: Etanasergei	
[4/23/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:29AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Etanasergei	
[4/23/23 06:31AM] Player picked up item: Coin, id: 995, amount: 2700, owner: Etanasergei	
[4/23/23 06:32AM] Player picked up item: Coin, id: 995, amount: 900, owner: Etanasergei	
[4/23/23 06:48AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Etanasergei	
[4/23/23 06:48AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Etanasergei	
[4/23/23 06:48AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Etanasergei	
[4/23/23 06:48AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Etanasergei	
[4/23/23 06:49AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Etanasergei	
[4/23/23 06:49AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Etanasergei	
[4/23/23 06:49AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Etanasergei	
[4/23/23 06:49AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Etanasergei	
[4/23/23 06:49AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Etanasergei	
[4/23/23 06:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:49AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Etanasergei	
[4/23/23 06:51AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Etanasergei	
[4/23/23 06:52AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Etanasergei	
[4/23/23 06:54AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Etanasergei	
[4/23/23 06:54AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Etanasergei	
[4/23/23 06:54AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Etanasergei	
[4/23/23 06:54AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Etanasergei	
[4/23/23 06:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:54AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Etanasergei	
[4/23/23 06:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Etanasergei	
[4/23/23 06:54AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Etanasergei	
[4/23/23 06:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Etanasergei	
[4/23/23 06:54AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Etanasergei	
[4/23/23 06:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Etanasergei	
[4/23/23 06:56AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Etanasergei	
[4/23/23 06:56AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Etanasergei	
[4/23/23 06:57AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Etanasergei	
[4/23/23 06:57AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Etanasergei	
[4/23/23 06:57AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Etanasergei	
[4/23/23 06:59AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Etanasergei	
[4/23/23 07:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 07:00AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Etanasergei	
[4/23/23 07:00AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Etanasergei	
[4/23/23 07:00AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Etanasergei	
[4/23/23 07:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 07:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 07:01AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Etanasergei	
[4/23/23 07:08AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Etanasergei	
[4/23/23 07:08AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Etanasergei	
[4/23/23 07:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 07:09AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Etanasergei	
[4/23/23 07:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
