[4/16/23 06:35AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fox	
[4/16/23 06:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:45AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Fox	
[4/16/23 06:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fox	
[4/16/23 06:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fox	
[4/16/23 06:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fox	
[4/16/23 06:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fox	
[4/16/23 06:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:46AM] Player picked up item: Coin, id: 995, amount: 400, owner: Fox	
[4/16/23 06:46AM] Player picked up item: Coin, id: 995, amount: 400, owner: Fox	
[4/16/23 06:46AM] Player picked up item: Coin, id: 995, amount: 400, owner: Fox	
[4/16/23 06:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:47AM] Player picked up item: Coin, id: 995, amount: 400, owner: Fox	
[4/16/23 06:49AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fox	
[4/16/23 06:49AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Fox	
[4/16/23 06:49AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Fox	
[4/16/23 06:49AM] Player picked up item: Coin, id: 995, amount: 500, owner: Fox	
[4/16/23 06:50AM] Player picked up item: Coin, id: 995, amount: 500, owner: Fox	
[4/16/23 06:50AM] Player picked up item: Coin, id: 995, amount: 500, owner: Fox	
[4/16/23 06:50AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Fox	
[4/16/23 06:54AM] Player picked up item: Coin, id: 995, amount: 1252308, owner: Fox	
[4/16/23 06:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fox	
[4/16/23 06:54AM] Player picked up item: Coin, id: 995, amount: 600, owner: Fox	
[4/16/23 06:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:55AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Fox	
[4/16/23 06:56AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Fox	
[4/16/23 06:56AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Fox	
[4/16/23 06:57AM] Player picked up item: Coin, id: 995, amount: 700, owner: Fox	
[4/16/23 06:58AM] Player picked up item: Coin, id: 995, amount: 700, owner: Fox	
[4/16/23 06:59AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Fox	
[4/16/23 06:59AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Fox	
[4/16/23 06:59AM] Player picked up item: Coin, id: 995, amount: 700, owner: Fox	
[4/16/23 06:59AM] Player picked up item: Coin, id: 995, amount: 700, owner: Fox	
[4/16/23 07:01AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fox	
[4/16/23 07:01AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fox	
[4/16/23 07:02AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fox	
[4/16/23 07:03AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Fox	
[4/16/23 07:03AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Fox	
[4/16/23 07:05AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fox	
[4/16/23 07:05AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Fox	
