[4/19/23 10:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: Isvares	
[4/19/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isvares	
[4/19/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Isvares	
[4/19/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isvares	
[4/19/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isvares	
[4/19/23 10:15AM] Player picked up item: Coin, id: 995, amount: 2025821, owner: Isvares	
[4/19/23 10:15AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Isvares	
[4/19/23 10:21AM] Player picked up item: Coin, id: 995, amount: 8400, owner: Isvares	
[4/19/23 10:21AM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Isvares	
[4/19/23 10:21AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Isvares	
[4/19/23 10:21AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Isvares	
[4/19/23 10:21AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Isvares	
[4/19/23 10:21AM] Player picked up item: Coin, id: 995, amount: 4200, owner: Isvares	
[4/19/23 10:23AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Isvares	
[4/19/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Isvares	
[4/19/23 10:23AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Isvares	
[4/19/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Isvares	
[4/19/23 10:23AM] Player picked up item: Coin, id: 995, amount: 2700, owner: Isvares	
[4/19/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Isvares	
[4/19/23 10:23AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Isvares	
[4/19/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Isvares	
[4/19/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Isvares	
[4/19/23 10:23AM] Player picked up item: Coin, id: 995, amount: 2700, owner: Isvares	
[4/19/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Isvares	
[4/19/23 10:23AM] Player picked up item: Coin, id: 995, amount: 2700, owner: Isvares	
[4/19/23 10:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Isvares	
[4/19/23 10:24AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Isvares	
[4/19/23 10:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isvares	
[4/19/23 10:29AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Isvares	
[4/19/23 10:29AM] Player picked up item: Coin, id: 995, amount: 800, owner: Isvares	
[4/19/23 10:29AM] Player picked up item: Coin, id: 995, amount: 800, owner: Isvares	
[4/19/23 10:30AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Isvares	
[4/19/23 10:31AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Isvares	
[4/19/23 10:41AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Isvares	
[4/19/23 10:41AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Isvares	
[4/19/23 10:41AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Isvares	
[4/19/23 10:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isvares	
[4/19/23 10:45AM] Player picked up item: Coin, id: 995, amount: 1601566, owner: Isvares	
[4/19/23 10:45AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Isvares	
[4/19/23 10:47AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Isvares	
[4/19/23 10:47AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Isvares	
[4/19/23 10:47AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Isvares	
[4/19/23 10:47AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Isvares	
[4/19/23 10:47AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Isvares	
[4/19/23 10:54AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Isvares	
[4/19/23 10:55AM] Player picked up item: Coin, id: 995, amount: 700, owner: Isvares	
[4/19/23 10:55AM] Player picked up item: Coin, id: 995, amount: 2800, owner: Isvares	
[4/19/23 10:55AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Isvares	
[4/19/23 10:55AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Isvares	
[4/19/23 10:55AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Isvares	
[4/19/23 11:06AM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Isvares	
[4/19/23 11:06AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Isvares	
[4/19/23 11:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Isvares	
[4/19/23 11:15AM] Player picked up item: Coin, id: 995, amount: 1334590, owner: Isvares	
[4/19/23 11:15AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Isvares	
[4/19/23 11:21AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Isvares	
[4/19/23 11:21AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Isvares	
