[4/19/23 12:01PM] Player picked up item: Coin, id: 995, amount: 100, owner: Lundragon	
[4/19/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Voki	
[4/19/23 12:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Voki	
[4/19/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Voki	
[4/19/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Voki	
[4/19/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Voki	
[4/19/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:12PM] Player picked up item: Coin, id: 995, amount: 200, owner: Voki	
[4/19/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:12PM] Player picked up item: Coin, id: 995, amount: 200, owner: Voki	
[4/19/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:13PM] Player picked up item: Coin, id: 995, amount: 200, owner: Voki	
[4/19/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:13PM] Player picked up item: Coin, id: 995, amount: 200, owner: Voki	
[4/19/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:13PM] Player picked up item: Coin, id: 995, amount: 200, owner: Voki	
[4/19/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:13PM] Player picked up item: Maze Maul, id: 17710, amount: 1, owner: Kingrock	
[4/19/23 12:15PM] Player picked up item: Coin, id: 995, amount: 1670186, owner: Voki	
[4/19/23 12:15PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Voki	
[4/19/23 12:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Voki	
[4/19/23 12:15PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Voki	
[4/19/23 12:17PM] Player picked up item: Coin, id: 995, amount: 2719683, owner: Voki	
[4/19/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Voki	
[4/19/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Voki	
[4/19/23 12:19PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Voki	
[4/19/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:19PM] Player picked up item: Coin, id: 995, amount: 300, owner: Voki	
[4/19/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:20PM] Player picked up item: Coin, id: 995, amount: 300, owner: Voki	
[4/19/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:20PM] Player picked up item: Coin, id: 995, amount: 300, owner: Voki	
[4/19/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:20PM] Player picked up item: Coin, id: 995, amount: 300, owner: Voki	
[4/19/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:20PM] Player picked up item: Coin, id: 995, amount: 300, owner: Voki	
[4/19/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:20PM] Player picked up item: Coin, id: 995, amount: 300, owner: Voki	
[4/19/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:21PM] Player picked up item: Coin, id: 995, amount: 300, owner: Voki	
[4/19/23 12:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:22PM] Player picked up item: Coin, id: 995, amount: 600, owner: Voki	
[4/19/23 12:23PM] Player picked up item: Coin, id: 995, amount: 400, owner: Voki	
[4/19/23 12:23PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Voki	
[4/19/23 12:23PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Voki	
[4/19/23 12:23PM] Player picked up item: Coin, id: 995, amount: 800, owner: Voki	
[4/19/23 12:23PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Voki	
[4/19/23 12:23PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Voki	
[4/19/23 12:23PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Voki	
[4/19/23 12:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:23PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Voki	
[4/19/23 12:23PM] Player picked up item: Coin, id: 995, amount: 800, owner: Voki	
[4/19/23 12:23PM] Player picked up item: Coin, id: 995, amount: 400, owner: Voki	
[4/19/23 12:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:23PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Voki	
[4/19/23 12:23PM] Player picked up item: Coin, id: 995, amount: 800, owner: Voki	
[4/19/23 12:25PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Voki	
[4/19/23 12:25PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Voki	
[4/19/23 12:25PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Voki	
[4/19/23 12:25PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Voki	
[4/19/23 12:25PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Voki	
[4/19/23 12:25PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Voki	
[4/19/23 12:25PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Voki	
[4/19/23 12:25PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Voki	
[4/19/23 12:25PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Voki	
[4/19/23 12:27PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Voki	
[4/19/23 12:27PM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Voki	
[4/19/23 12:27PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Voki	
[4/19/23 12:27PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Voki	
[4/19/23 12:27PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Voki	
[4/19/23 12:27PM] Player picked up item: Coin, id: 995, amount: 500, owner: Voki	
[4/19/23 12:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:27PM] Player picked up item: Coin, id: 995, amount: 500, owner: Voki	
[4/19/23 12:27PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Voki	
[4/19/23 12:27PM] Player picked up item: Coin, id: 995, amount: 500, owner: Voki	
[4/19/23 12:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:27PM] Player picked up item: Coin, id: 995, amount: 500, owner: Voki	
[4/19/23 12:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:27PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Voki	
[4/19/23 12:27PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Voki	
[4/19/23 12:39PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Voki	
[4/19/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:40PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Voki	
[4/19/23 12:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:40PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Voki	
[4/19/23 12:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:40PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Voki	
[4/19/23 12:40PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Voki	
[4/19/23 12:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:40PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Voki	
[4/19/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Voki	
[4/19/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:41PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Voki	
[4/19/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Voki	
[4/19/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:41PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Voki	
[4/19/23 12:42PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Voki	
[4/19/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voki	
[4/19/23 12:42PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Voki	
[4/19/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:42PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Voki	
[4/19/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Voki	
[4/19/23 12:46PM] Player picked up item: Unknown Boots, id: 21047, amount: 1, owner: Kingrock	
[4/19/23 12:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Voki	
[4/19/23 12:46PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Voki	
[4/19/23 12:49PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Voki	
[4/19/23 12:49PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Voki	
[4/19/23 12:57PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Voki	
[4/19/23 12:58PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Voki	
[4/19/23 01:01PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Voki	
[4/19/23 01:06PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Voki	
[4/19/23 01:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voki	
[4/19/23 01:14PM] Player picked up item: Coin, id: 995, amount: 1450491, owner: Voki	
[4/19/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Voki	
[4/19/23 01:15PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Voki	
[4/19/23 01:16PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Voki	
[4/19/23 01:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Voki	
[4/19/23 01:18PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Voki	
[4/19/23 01:19PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Voki	
[4/19/23 01:20PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Voki	
[4/19/23 01:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Voki	
[4/19/23 01:23PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Voki	
[4/19/23 01:33PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Voki	
[4/19/23 01:36PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Voki	
[4/19/23 01:37PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Voki	
[4/19/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Voki	
[4/19/23 02:09PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Voki	
[4/19/23 03:20PM] Player picked up item: Doom Aura, id: 12614, amount: 1, owner: Kinda Savage	
[4/19/23 03:20PM] Player picked up item: Titan Helm, id: 8803, amount: 1, owner: Kinda Savage	
[4/19/23 03:20PM] Player picked up item: Lust Poncho, id: 8807, amount: 1, owner: Kinda Savage	
[4/19/23 03:20PM] Player picked up item: Lust Legging, id: 8808, amount: 1, owner: Kinda Savage	
[4/19/23 03:20PM] Player picked up item: Lust Visor, id: 8806, amount: 1, owner: Kinda Savage	
[4/19/23 03:21PM] Player picked up item: Gold Gloves, id: 11181, amount: 1, owner: Kinda Savage	
[4/19/23 03:21PM] Player picked up item: Unknown Body, id: 21043, amount: 1, owner: Kinda Savage	
[4/19/23 04:23PM] Player picked up item: Unknown Helm, id: 21042, amount: 1, owner: Voki	
[4/19/23 05:46PM] Player picked up item: Maze Maul, id: 17710, amount: 1, owner: Voki	
[4/19/23 05:48PM] Player picked up item: Rune platebody (h2), id: 19486, amount: 1, owner: Ao	
[4/20/23 04:42AM] Player picked up item: Antique Sword, id: 23146, amount: 1, owner: Voki	
[4/20/23 09:27AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Svenaaa	
[4/20/23 09:27AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Svenaaa	
[4/20/23 10:32AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Matt0804	
[4/21/23 05:29AM] Player picked up item: Demonlord Gloves, id: 14182, amount: 1, owner: Nadez	
[4/21/23 05:29AM] Player picked up item: Demonlord Gloves, id: 14182, amount: 1, owner: Nadez	
[4/21/23 07:00AM] Player picked up item: Emerald Chaps, id: 11003, amount: 1, owner: Voki	
[4/21/23 05:35PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Zshana	
[4/21/23 06:06PM] Player picked up item: Zircon (Ranger), id: 23093, amount: 1, owner: Voki	
[4/21/23 06:36PM] Player picked up item: Lava bones, id: 2023, amount: 2200, owner: Zshana	
[4/22/23 09:28AM] Player picked up item: Antique Gloves, id: 8819, amount: 1, owner: Voki	
[4/22/23 02:37PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: 4bit	
[4/22/23 02:37PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Sad	
[4/22/23 05:05PM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Voki	
[4/22/23 05:26PM] Player picked up item: Gladiator Glaive, id: 20552, amount: 2, owner: Zshana	
