[4/17/23 11:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shockr	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shockr	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shockr	
[4/17/23 12:17PM] Player picked up item: Coin, id: 995, amount: 2109847, owner: Shockr	
[4/17/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shockr	
[4/17/23 12:18PM] Player picked up item: Coin, id: 995, amount: 2360807, owner: Shockr	
[4/17/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shockr	
[4/17/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Shockr	
[4/17/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Shockr	
[4/17/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Shockr	
[4/17/23 12:19PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shockr	
[4/17/23 12:24PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Shockr	
[4/17/23 12:24PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Shockr	
[4/17/23 12:28PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Shockr	
[4/17/23 12:28PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Shockr	
[4/17/23 12:29PM] Player picked up item: Aberrant Ring, id: 8335, amount: 1, owner: Shockr	
[4/17/23 12:29PM] Player picked up item: Aberrant Ring, id: 8335, amount: 1, owner: Shockr	
[4/17/23 12:33PM] Player picked up item: Coin, id: 995, amount: 1899646, owner: Shockr	
[4/17/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shockr	
[4/17/23 12:33PM] Player picked up item: Owner cape goodiebag, id: 3578, amount: 1, owner: Shockr	
[4/17/23 12:33PM] Player picked up item: Coin, id: 995, amount: 3125660, owner: Shockr	
[4/17/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shockr	
[4/17/23 09:02PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Dontbicme	
[4/20/23 09:31AM] Player picked up item: Vial, id: 229, amount: 1, owner: Krafty	
[4/20/23 10:18AM] Player picked up item: Miner chestplate (adamant), id: 20585, amount: 1, owner: Entropy	
