[4/17/23 11:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Entropy	
[4/17/23 12:11PM] Player picked up item: Coin, id: 995, amount: 2497871, owner: Entropy	
[4/17/23 12:12PM] Player picked up item: Coin, id: 995, amount: 4022089, owner: Entropy	
[4/17/23 12:12PM] Player picked up item: Coin, id: 995, amount: 4096004, owner: Entropy	
[4/17/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Entropy	
[4/17/23 12:13PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Entropy	
[4/17/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Entropy	
[4/17/23 12:34PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Entropy	
[4/17/23 01:17PM] Player picked up item: Aberrant Gloves, id: 11140, amount: 1, owner: Entropy	
[4/17/23 01:19PM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Entropy	
[4/17/23 01:46PM] Player picked up item: Inferno Gloves, id: 13302, amount: 1, owner: Entropy	
[4/17/23 01:49PM] Player picked up item: Aberrant Boots, id: 8334, amount: 1, owner: Entropy	
[4/17/23 02:27PM] Player picked up item: Nagi Boots, id: 21067, amount: 1, owner: Entropy	
[4/19/23 12:11AM] Player picked up item: Slayer ticket, id: 5023, amount: 85, owner: Entropy	
[4/19/23 08:49AM] Player picked up item: Coin, id: 995, amount: 2948147, owner: Entropy	
[4/19/23 08:49AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Entropy	
[4/20/23 05:01PM] Player picked up item: Solar Hood, id: 15645, amount: 1, owner: Entropy	
[4/20/23 06:06PM] Player picked up item: Emerald Coif, id: 11001, amount: 1, owner: Entropy	
[4/20/23 06:10PM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Entropy	
[4/21/23 12:26AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Entropy	
[4/21/23 09:29AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Krafty	
[4/21/23 09:29AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Entropy	
[4/21/23 07:58PM] Player picked up item: Inferno Boots, id: 13305, amount: 1, owner: Entropy	
[4/21/23 10:27PM] Player picked up item: Double DR Scroll 30 Minutes, id: 15358, amount: 1, owner: Entropy	
[4/21/23 11:28PM] Player picked up item: Double Damage Scroll 30 Minutes, id: 15359, amount: 1, owner: Entropy	
