[4/22/23 03:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Phavi	
[4/22/23 04:13PM] Player picked up item: Coin, id: 995, amount: 800, owner: Phavi	
[4/22/23 04:13PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Phavi	
[4/22/23 04:13PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Phavi	
[4/22/23 04:14PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Phavi	
[4/22/23 04:14PM] Player picked up item: Coin, id: 995, amount: 3200, owner: Phavi	
[4/22/23 04:16PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Phavi	
[4/22/23 04:19PM] Player picked up item: Starter Staff, id: 22092, amount: 1, owner: Phavi	
[4/22/23 04:20PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Phavi	
[4/22/23 04:20PM] Player picked up item: Starter Staff, id: 22092, amount: 1, owner: Phavi	
[4/22/23 04:24PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Phavi	
[4/22/23 04:24PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Phavi	
[4/22/23 04:25PM] Player picked up item: Coin, id: 995, amount: 900, owner: Phavi	
[4/22/23 04:27PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Phavi	
[4/22/23 04:30PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Phavi	
[4/22/23 04:30PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Phavi	
[4/22/23 04:30PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Phavi	
[4/22/23 04:33PM] Player picked up item: Coin, id: 995, amount: 2491281, owner: Phavi	
[4/22/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Phavi	
[4/22/23 04:37PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Phavi	
[4/22/23 04:37PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Phavi	
[4/22/23 04:38PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Phavi	
[4/22/23 04:38PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Phavi	
[4/22/23 04:40PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Phavi	
[4/22/23 04:40PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Phavi	
[4/22/23 04:42PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Phavi	
[4/22/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Phavi	
[4/22/23 04:42PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Phavi	
[4/22/23 04:43PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Phavi	
[4/22/23 04:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Phavi	
[4/22/23 04:43PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Phavi	
[4/22/23 04:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Phavi	
[4/22/23 04:44PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Phavi	
[4/22/23 04:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Phavi	
[4/22/23 04:44PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Phavi	
[4/22/23 04:45PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Phavi	
[4/22/23 04:45PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Phavi	
[4/22/23 04:47PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Phavi	
[4/22/23 04:48PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Phavi	
[4/22/23 04:48PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Phavi	
[4/22/23 04:53PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Phavi	
[4/22/23 05:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Phavi	
[4/22/23 05:10PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Phavi	
[4/22/23 05:11PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Phavi	
[4/22/23 05:12PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Phavi	
[4/22/23 05:13PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Phavi	
[4/22/23 05:15PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Phavi	
[4/22/23 05:15PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Phavi	
[4/22/23 05:15PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Phavi	
[4/22/23 05:17PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Phavi	
[4/22/23 05:18PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Phavi	
