[4/16/23 06:49PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Sam	
[4/16/23 06:55PM] Player picked up item: Coin, id: 995, amount: 1250117, owner: Sam	
[4/16/23 06:55PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Sam	
[4/16/23 07:07PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Sam	
[4/16/23 07:12PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Sam	
[4/16/23 07:13PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Sam	
[4/16/23 07:13PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Sam	
[4/16/23 07:13PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Sam	
[4/16/23 07:13PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Sam	
[4/16/23 07:13PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Sam	
[4/16/23 07:13PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Sam	
[4/16/23 07:17PM] Player picked up item: Coin, id: 995, amount: 800, owner: Sam	
[4/16/23 07:18PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Sam	
[4/16/23 07:18PM] Player picked up item: Coin, id: 995, amount: 3200, owner: Sam	
[4/16/23 07:18PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Sam	
[4/16/23 07:21PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Sam	
[4/16/23 07:24PM] Player picked up item: Coin, id: 995, amount: 2402656, owner: Sam	
[4/16/23 07:24PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Sam	
[4/16/23 07:25PM] Player picked up item: Coin, id: 995, amount: 4077021, owner: Sam	
[4/16/23 07:25PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Sam	
[4/16/23 07:26PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Sam	
[4/16/23 07:26PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Sam	
[4/16/23 07:31PM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Sam	
[4/16/23 07:36PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Sam	
[4/16/23 07:36PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Sam	
[4/16/23 07:36PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Sam	
[4/16/23 07:36PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Sam	
[4/16/23 07:36PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Sam	
[4/16/23 07:37PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Sam	
[4/16/23 07:43PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Sam	
[4/16/23 07:43PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Sam	
[4/16/23 07:49PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Sam	
[4/16/23 07:50PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Sam	
[4/16/23 07:50PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Sam	
[4/16/23 07:51PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Sam	
[4/16/23 07:53PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Sam	
[4/16/23 07:54PM] Player picked up item: Coin, id: 995, amount: 1026161, owner: Sam	
[4/16/23 07:54PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Sam	
[4/16/23 07:55PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Sam	
[4/16/23 07:56PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Sam	
[4/16/23 07:56PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Sam	
[4/16/23 07:58PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Sam	
[4/16/23 07:58PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Sam	
[4/16/23 08:00PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Sam	
[4/16/23 08:00PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Sam	
[4/16/23 08:00PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Sam	
[4/16/23 08:01PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Sam	
[4/16/23 08:03PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Sam	
[4/16/23 08:03PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Sam	
[4/16/23 08:03PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Sam	
[4/16/23 08:04PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Sam	
[4/16/23 08:05PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Sam	
[4/16/23 08:06PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Sam	
[4/16/23 08:06PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Sam	
[4/16/23 08:28PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Mana	
[4/16/23 08:28PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Mana	
[4/17/23 01:34PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Nexthokage	
[4/17/23 01:34PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Sam	
[4/17/23 01:35PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Death	
[4/17/23 04:07PM] Player picked up item: Emerald Coif, id: 11001, amount: 1, owner: Like My Peep	
[4/17/23 04:07PM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Like My Peep	
[4/17/23 04:07PM] Player picked up item: Emerald Crossbow, id: 8088, amount: 1, owner: Like My Peep	
[4/17/23 04:07PM] Player picked up item: Emerald Coif, id: 11001, amount: 1, owner: Like My Peep	
