[4/17/23 11:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mongoos	
[4/17/23 11:33AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mongoos	
[4/17/23 11:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mongoos	
[4/17/23 11:54AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Mongoos	
[4/17/23 11:54AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mongoos	
[4/17/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Mongoos	
[4/17/23 12:02PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Mongoos	
[4/17/23 12:07PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Mongoos	
[4/17/23 12:07PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Mongoos	
[4/17/23 12:08PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Mongoos	
[4/17/23 12:09PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Mongoos	
[4/17/23 12:10PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Mongoos	
[4/17/23 12:13PM] Player picked up item: Coin, id: 995, amount: 4800, owner: Mongoos	
[4/17/23 12:17PM] Player picked up item: Coin, id: 995, amount: 4200, owner: Mongoos	
[4/17/23 12:17PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Mongoos	
[4/17/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Mongoos	
[4/17/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Mongoos	
[4/17/23 12:19PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Mongoos	
[4/17/23 12:22PM] Player picked up item: Coin, id: 995, amount: 4200, owner: Mongoos	
[4/17/23 12:22PM] Player picked up item: Coin, id: 995, amount: 4200, owner: Mongoos	
[4/17/23 12:22PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Mongoos	
[4/17/23 12:25PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Mongoos	
[4/17/23 12:26PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Mongoos	
[4/17/23 12:31PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Mongoos	
[4/17/23 12:31PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Mongoos	
[4/17/23 12:33PM] Player picked up item: Coin, id: 995, amount: 1960993, owner: Mongoos	
[4/17/23 12:33PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Mongoos	
[4/17/23 12:36PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Mongoos	
[4/17/23 12:36PM] Player picked up item: Coin, id: 995, amount: 3200, owner: Mongoos	
[4/17/23 12:37PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mongoos	
[4/17/23 12:37PM] Player picked up item: Coin, id: 995, amount: 4800, owner: Mongoos	
[4/17/23 12:37PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Mongoos	
[4/17/23 12:40PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Mongoos	
[4/17/23 12:40PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Mongoos	
[4/17/23 12:44PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mongoos	
[4/17/23 12:44PM] Player picked up item: Coin, id: 995, amount: 4800, owner: Mongoos	
[4/17/23 12:58PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Cheung	
[4/17/23 02:10PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Mongoos	
[4/17/23 02:20PM] Player picked up item: Coin, id: 995, amount: 900, owner: Mongoos	
[4/17/23 02:44PM] Player picked up item: Coin, id: 995, amount: 900, owner: Mongoos	
[4/17/23 02:47PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Mongoos	
[4/17/23 02:48PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Mongoos	
[4/17/23 02:48PM] Player picked up item: Coin, id: 995, amount: 2700, owner: Mongoos	
[4/17/23 02:53PM] Player picked up item: Coin, id: 995, amount: 900, owner: Mongoos	
[4/17/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mongoos	
[4/17/23 03:05PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mongoos	
[4/17/23 03:05PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mongoos	
[4/17/23 03:11PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mongoos	
[4/18/23 12:29AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Mongoos	
[4/18/23 01:44AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mongoos	
[4/18/23 02:01AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mongoos	
[4/18/23 02:02AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Mongoos	
[4/18/23 02:03AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mongoos	
[4/18/23 03:00AM] Player picked up item: Coin, id: 995, amount: 10500, owner: Mongoos	
[4/18/23 03:02AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mongoos	
[4/18/23 06:08AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Mongoos	
[4/18/23 06:08AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mongoos	
[4/18/23 06:09AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mongoos	
[4/18/23 06:13AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Mongoos	
[4/18/23 06:14AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Mongoos	
[4/18/23 06:17AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Mongoos	
[4/18/23 06:21AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Mongoos	
[4/18/23 06:25AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Mongoos	
[4/18/23 06:29AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Mongoos	
[4/18/23 06:33AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mongoos	
[4/18/23 06:36AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Mongoos	
[4/18/23 06:41AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Mongoos	
[4/18/23 06:57AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Mongoos	
[4/18/23 07:00AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mongoos	
[4/18/23 07:02AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Mongoos	
[4/18/23 11:42AM] Player picked up item: Coin, id: 995, amount: 1039428, owner: Mongoos	
[4/18/23 11:47AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Mongoos	
[4/18/23 12:24PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mongoos	
[4/18/23 12:29PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mongoos	
[4/18/23 12:33PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mongoos	
[4/18/23 12:36PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Mongoos	
[4/18/23 12:43PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mongoos	
[4/18/23 12:49PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mongoos	
[4/18/23 01:00PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mongoos	
[4/18/23 01:05PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Mongoos	
[4/18/23 01:08PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mongoos	
[4/18/23 01:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mongoos	
[4/18/23 01:18PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Mongoos	
[4/18/23 01:21PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Mongoos	
[4/18/23 11:48PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mongoos	
[4/18/23 11:49PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mongoos	
[4/19/23 12:34AM] Player picked up item: Coin, id: 995, amount: 800, owner: Mongoos	
[4/19/23 11:53PM] Player picked up item: Coin, id: 995, amount: 1545081, owner: Mongoos	
[4/20/23 10:25PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mongoos	
[4/20/23 10:27PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Mongoos	
[4/20/23 10:28PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Mongoos	
[4/20/23 10:32PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Mongoos	
[4/20/23 10:35PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Mongoos	
[4/20/23 10:36PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mongoos	
[4/20/23 10:36PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mongoos	
[4/20/23 10:37PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Mongoos	
[4/20/23 10:38PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Mongoos	
[4/20/23 10:43PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mongoos	
[4/21/23 01:40PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Asquad	
