[4/18/23 07:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jackal	
[4/18/23 08:34AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Jackal	
[4/18/23 08:34AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Jackal	
[4/18/23 08:34AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Jackal	
[4/18/23 08:34AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Jackal	
[4/18/23 08:36AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Jackal	
[4/18/23 08:39AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Jackal	
[4/18/23 08:39AM] Player picked up item: Coin, id: 995, amount: 13500, owner: Jackal	
[4/18/23 08:39AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Jackal	
[4/18/23 08:39AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Jackal	
[4/18/23 08:42AM] Player picked up item: Coin, id: 995, amount: 1701340, owner: Jackal	
[4/18/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jackal	
[4/18/23 08:44AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Jackal	
[4/18/23 08:53AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jackal	
[4/18/23 08:54AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Jackal	
[4/18/23 08:54AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Jackal	
[4/18/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jackal	
[4/18/23 08:55AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Jackal	
[4/18/23 08:55AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Jackal	
[4/18/23 08:58AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Jackal	
[4/18/23 08:59AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jackal	
[4/18/23 09:00AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jackal	
[4/18/23 09:00AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Jackal	
[4/18/23 09:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jackal	
[4/18/23 09:00AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jackal	
[4/18/23 09:00AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Jackal	
[4/18/23 09:00AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Jackal	
[4/18/23 09:00AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jackal	
[4/18/23 09:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jackal	
[4/18/23 09:00AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jackal	
[4/18/23 09:00AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Jackal	
[4/18/23 09:00AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jackal	
[4/18/23 09:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jackal	
[4/18/23 09:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jackal	
[4/18/23 09:01AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jackal	
[4/18/23 09:01AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Jackal	
[4/18/23 09:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jackal	
[4/18/23 09:01AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Jackal	
[4/18/23 09:01AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jackal	
[4/18/23 09:04AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Jackal	
[4/18/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Jackal	
[4/18/23 09:04AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Jackal	
[4/18/23 09:04AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Jackal	
[4/18/23 09:06AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jackal	
[4/18/23 09:06AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Jackal	
[4/18/23 09:06AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Jackal	
[4/18/23 09:06AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Jackal	
[4/18/23 09:06AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Jackal	
[4/18/23 09:06AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Jackal	
[4/18/23 09:06AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Jackal	
[4/18/23 09:06AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Jackal	
[4/18/23 09:07AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Jackal	
[4/18/23 09:07AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Jackal	
[4/18/23 09:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jackal	
[4/19/23 06:32PM] Player picked up item: Executive Helm, id: 4684, amount: 1, owner: Onlyfans	
[4/19/23 06:32PM] Player picked up item: Executive Body, id: 4685, amount: 1, owner: Onlyfans	
[4/19/23 06:32PM] Player picked up item: Executive Helm, id: 4684, amount: 1, owner: Onlyfans	
[4/19/23 06:32PM] Player picked up item: Executive Legs, id: 4686, amount: 1, owner: Onlyfans	
