[4/18/23 12:13PM] Player picked up item: Coin, id: 995, amount: 100, owner: Zamby96	
[4/18/23 12:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zamby96	
[4/18/23 12:30PM] Player picked up item: Coin, id: 995, amount: 300, owner: Zamby96	
[4/18/23 12:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zamby96	
[4/18/23 12:31PM] Player picked up item: Coin, id: 995, amount: 900, owner: Zamby96	
[4/18/23 12:31PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Zamby96	
[4/18/23 12:34PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Zamby96	
[4/18/23 12:34PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Zamby96	
[4/18/23 12:36PM] Player picked up item: Coin, id: 995, amount: 800, owner: Zamby96	
[4/18/23 12:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Zamby96	
[4/18/23 12:36PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Zamby96	
[4/18/23 12:41PM] Player picked up item: Coin, id: 995, amount: 1287565, owner: Zamby96	
[4/18/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Zamby96	
[4/18/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Zamby96	
[4/18/23 12:42PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Zamby96	
[4/18/23 12:46PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Zamby96	
[4/18/23 12:48PM] Player picked up item: Coin, id: 995, amount: 800, owner: Zamby96	
[4/18/23 12:52PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Zamby96	
[4/18/23 12:53PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Zamby96	
[4/18/23 12:57PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Zamby96	
[4/18/23 12:58PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Zamby96	
[4/18/23 12:58PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Zamby96	
[4/18/23 12:59PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Zamby96	
[4/18/23 01:01PM] Player picked up item: Coin, id: 995, amount: 6400, owner: Zamby96	
[4/18/23 01:03PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Zamby96	
[4/18/23 01:06PM] Player picked up item: Coin, id: 995, amount: 10800, owner: Zamby96	
[4/18/23 01:07PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Zamby96	
[4/18/23 01:08PM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Zamby96	
[4/18/23 01:09PM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Zamby96	
[4/18/23 01:09PM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Zamby96	
[4/18/23 01:10PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Zamby96	
[4/18/23 01:11PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Zamby96	
[4/18/23 01:14PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Zamby96	
[4/18/23 01:14PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Zamby96	
[4/18/23 01:17PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Zamby96	
[4/18/23 01:22PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Zamby96	
[4/18/23 01:22PM] Player picked up item: Coin, id: 995, amount: 24000, owner: Zamby96	
[4/18/23 01:24PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Zamby96	
[4/18/23 01:26PM] Player picked up item: Coin, id: 995, amount: 40000, owner: Zamby96	
[4/18/23 01:26PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Zamby96	
[4/18/23 01:26PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Zamby96	
[4/18/23 01:26PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Zamby96	
[4/18/23 01:27PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Zamby96	
[4/18/23 06:08PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Zamby96	
[4/18/23 06:08PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Zamby96	
[4/18/23 06:08PM] Player picked up item: Coin, id: 995, amount: 24000, owner: Zamby96	
[4/18/23 06:13PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Zamby96	
[4/18/23 06:13PM] Player picked up item: Coin, id: 995, amount: 3914458, owner: Zamby96	
[4/18/23 06:14PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Zamby96	
[4/18/23 06:15PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Zamby96	
[4/18/23 06:23PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Zamby96	
