[4/18/23 06:36PM] Player picked up item: Coin, id: 995, amount: 100, owner: Igotplugz	
[4/18/23 06:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Igotplugz	
[4/18/23 06:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Igotplugz	
[4/18/23 06:53PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Igotplugz	
[4/18/23 06:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Igotplugz	
[4/18/23 06:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Igotplugz	
[4/18/23 06:55PM] Player picked up item: Coin, id: 995, amount: 500, owner: Igotplugz	
[4/18/23 07:01PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Igotplugz	
[4/18/23 07:01PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Igotplugz	
[4/18/23 07:09PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Igotplugz	
[4/18/23 07:10PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Igotplugz	
[4/18/23 07:13PM] Player picked up item: Coin, id: 995, amount: 1665146, owner: Igotplugz	
[4/18/23 07:13PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Igotplugz	
[4/18/23 07:19PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Igotplugz	
[4/18/23 07:21PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Igotplugz	
[4/18/23 07:23PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Igotplugz	
[4/18/23 07:24PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Igotplugz	
[4/18/23 07:33PM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Igotplugz	
[4/18/23 07:39PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Igotplugz	
[4/18/23 07:43PM] Player picked up item: Coin, id: 995, amount: 2259351, owner: Igotplugz	
[4/18/23 07:43PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Igotplugz	
[4/18/23 07:44PM] Player picked up item: Coin, id: 995, amount: 2686817, owner: Igotplugz	
[4/18/23 07:44PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Igotplugz	
[4/18/23 07:45PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Igotplugz	
[4/18/23 07:45PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Igotplugz	
[4/18/23 07:53PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Igotplugz	
[4/18/23 07:56PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Igotplugz	
[4/18/23 08:02PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Igotplugz	
[4/18/23 08:15PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Igotplugz	
[4/18/23 08:20PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Igotplugz	
[4/18/23 08:24PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Igotplugz	
[4/18/23 08:28PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Igotplugz	
[4/18/23 08:32PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Igotplugz	
[4/18/23 08:33PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Igotplugz	
[4/18/23 08:35PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Igotplugz	
[4/18/23 08:35PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Igotplugz	
[4/18/23 08:43PM] Player picked up item: Coin, id: 995, amount: 1493949, owner: Igotplugz	
[4/18/23 08:43PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Igotplugz	
[4/18/23 08:45PM] Player picked up item: Coin, id: 995, amount: 2086199, owner: Igotplugz	
[4/18/23 08:45PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Igotplugz	
[4/18/23 08:47PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Igotplugz	
[4/18/23 08:47PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Igotplugz	
[4/18/23 08:57PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Igotplugz	
[4/18/23 09:59PM] Player picked up item: Tormented Helm, id: 21036, amount: 1, owner: Igotplugz	
