[4/18/23 02:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Desteen	
[4/18/23 03:21PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Desteen	
[4/18/23 03:23PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Desteen	
[4/18/23 03:23PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Desteen	
[4/18/23 03:32PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Desteen	
[4/18/23 03:38PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Desteen	
[4/18/23 03:49PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Desteen	
[4/18/23 03:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Desteen	
[4/18/23 03:49PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Desteen	
[4/18/23 03:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 03:50PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Desteen	
[4/18/23 03:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 03:50PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Desteen	
[4/18/23 03:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Desteen	
[4/18/23 03:50PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Desteen	
[4/18/23 03:50PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Desteen	
[4/18/23 03:52PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Desteen	
[4/18/23 03:52PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Desteen	
[4/18/23 03:56PM] Player picked up item: Coin, id: 995, amount: 10500, owner: Desteen	
[4/18/23 03:56PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Desteen	
[4/18/23 03:56PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Desteen	
[4/18/23 03:58PM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: Desteen	
[4/18/23 04:03PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Desteen	
[4/18/23 04:05PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Desteen	
[4/18/23 04:06PM] Player picked up item: Coin, id: 995, amount: 13500, owner: Desteen	
[4/18/23 04:06PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Desteen	
[4/18/23 04:08PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Desteen	
[4/18/23 04:14PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Desteen	
[4/18/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Desteen	
[4/18/23 04:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Desteen	
[4/18/23 04:17PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Desteen	
[4/18/23 04:17PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Desteen	
[4/18/23 04:18PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Desteen	
[4/18/23 04:19PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Desteen	
[4/18/23 04:20PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Desteen	
[4/18/23 04:24PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Desteen	
[4/18/23 04:28PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Desteen	
[4/18/23 04:28PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Desteen	
[4/18/23 04:28PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Desteen	
