[4/18/23 08:35PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cursed	
[4/18/23 09:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cursed	
[4/18/23 09:31PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Cursed	
[4/18/23 09:31PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Cursed	
[4/18/23 09:32PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Cursed	
[4/18/23 09:32PM] Player picked up item: Coin, id: 995, amount: 800, owner: Cursed	
[4/18/23 09:32PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Cursed	
[4/18/23 09:33PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Cursed	
[4/18/23 09:43PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Cursed	
[4/18/23 09:44PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Cursed	
[4/18/23 09:46PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Cursed	
[4/18/23 09:47PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Cursed	
[4/18/23 09:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cursed	
[4/18/23 09:48PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Cursed	
[4/18/23 09:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cursed	
[4/19/23 07:19AM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: Cursed	
[4/19/23 07:19AM] Player picked up item: Patience body, id: 23035, amount: 1, owner: Cursed	
[4/19/23 07:20AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Cursed	
[4/19/23 07:20AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Cursed	
[4/19/23 07:20AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Cursed	
[4/19/23 07:20AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Cursed	
[4/19/23 07:20AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Cursed	
[4/19/23 08:33AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Cursed	
[4/19/23 08:36AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Cursed	
[4/19/23 08:36AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Cursed	
[4/19/23 08:36AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Cursed	
[4/19/23 08:36AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Cursed	
[4/19/23 08:37AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Cursed	
[4/19/23 08:37AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Cursed	
[4/19/23 08:37AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Cursed	
[4/19/23 08:37AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Cursed	
[4/19/23 08:37AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Cursed	
[4/19/23 08:37AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Cursed	
[4/19/23 08:39AM] Player picked up item: Patience body, id: 23035, amount: 1, owner: Cursed	
[4/19/23 08:41AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Cursed	
[4/19/23 08:41AM] Player picked up item: Patience body, id: 23035, amount: 1, owner: Cursed	
[4/19/23 08:41AM] Player picked up item: Patience body, id: 23035, amount: 1, owner: Cursed	
[4/19/23 08:44AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Cursed	
[4/19/23 08:45AM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: Cursed	
[4/19/23 08:48AM] Player picked up item: Coin, id: 995, amount: 1387821, owner: Cursed	
[4/19/23 08:49AM] Player picked up item: Coin, id: 995, amount: 3900450, owner: Cursed	
[4/19/23 08:49AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Cursed	
[4/19/23 08:58AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Cursed	
[4/19/23 08:58AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Cursed	
[4/19/23 09:02AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Cursed	
[4/19/23 09:02AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Cursed	
[4/19/23 09:03AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Cursed	
[4/19/23 09:05AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Cursed	
[4/19/23 09:05AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Cursed	
[4/19/23 09:06AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cursed	
[4/19/23 09:22AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cursed	
[4/19/23 09:22AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cursed	
[4/19/23 09:24AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cursed	
[4/19/23 09:26AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cursed	
[4/19/23 09:26AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Cursed	
[4/19/23 09:30AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Cursed	
[4/19/23 09:36AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cursed	
[4/19/23 02:56PM] Player picked up item: Aberrant Ring, id: 8335, amount: 1, owner: Cursed	
