[4/16/23 05:10AM] Player picked up item: Coin, id: 995, amount: 100, owner: Troy	
[4/16/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Troy	
[4/16/23 05:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Troy	
[4/16/23 05:30AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Troy	
[4/16/23 05:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Troy	
[4/16/23 05:34AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Troy	
[4/16/23 05:35AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Troy	
[4/16/23 05:38AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Troy	
[4/16/23 05:38AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Troy	
[4/16/23 05:41AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Troy	
[4/16/23 05:41AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Troy	
[4/16/23 05:41AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Troy	
[4/16/23 05:42AM] Player picked up item: Coin, id: 995, amount: 700, owner: Troy	
[4/16/23 05:45AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Troy	
[4/16/23 05:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Troy	
[4/16/23 05:45AM] Player picked up item: Coin, id: 995, amount: 800, owner: Troy	
[4/16/23 05:46AM] Player picked up item: Coin, id: 995, amount: 800, owner: Troy	
[4/16/23 05:46AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Troy	
[4/16/23 05:46AM] Player picked up item: Coin, id: 995, amount: 800, owner: Troy	
[4/16/23 05:47AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Troy	
[4/16/23 05:49AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Troy	
[4/16/23 05:49AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Troy	
[4/16/23 05:54AM] Player picked up item: Coin, id: 995, amount: 1617063, owner: Troy	
[4/16/23 05:54AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Troy	
[4/16/23 05:54AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Troy	
[4/16/23 05:56AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Troy	
[4/16/23 05:57AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Troy	
[4/16/23 05:58AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Troy	
[4/16/23 05:58AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Troy	
[4/16/23 05:59AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Troy	
[4/16/23 06:00AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Troy	
[4/16/23 06:03AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Troy	
[4/16/23 06:04AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Troy	
[4/16/23 06:05AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Troy	
[4/16/23 06:08AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Troy	
[4/16/23 06:09AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Troy	
[4/16/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Troy	
[4/16/23 06:15AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Troy	
[4/16/23 06:17AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Troy	
[4/16/23 06:23AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Troy	
[4/16/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Troy	
[4/16/23 06:29AM] Player picked up item: Coin, id: 995, amount: 4093651, owner: Troy	
[4/16/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Troy	
[4/16/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Troy	
[4/16/23 06:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Troy	
[4/16/23 06:33AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Troy	
[4/16/23 06:33AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Troy	
[4/16/23 06:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Troy	
[4/16/23 06:39AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Troy	
