[4/15/23 05:44PM] Player picked up item: Coin, id: 995, amount: 100, owner: K0000	
[4/15/23 06:45PM] Player picked up item: Coin, id: 995, amount: 800, owner: K0000	
[4/15/23 06:49PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: K0000	
[4/15/23 06:49PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: K0000	
[4/15/23 06:51PM] Player picked up item: Coin, id: 995, amount: 1600, owner: K0000	
[4/15/23 06:52PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: K0000	
[4/15/23 06:53PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: K0000	
[4/15/23 06:53PM] Player picked up item: Coin, id: 995, amount: 800, owner: K0000	
[4/15/23 06:54PM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: K0000	
[4/15/23 06:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: K0000	
[4/15/23 06:57PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: K0000	
[4/15/23 06:57PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: K0000	
[4/15/23 06:58PM] Player picked up item: Coin, id: 995, amount: 2700, owner: K0000	
[4/15/23 06:59PM] Player picked up item: Slayer ticket, id: 5023, amount: 427, owner: K0000	
[4/15/23 07:00PM] Player picked up item: Coin, id: 995, amount: 1169268, owner: K0000	
[4/15/23 07:00PM] Player picked up item: Vial, id: 229, amount: 1, owner: K0000	
[4/15/23 07:00PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: K0000	
[4/15/23 07:02PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: K0000	
[4/15/23 07:03PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: K0000	
[4/15/23 07:03PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: K0000	
[4/15/23 07:03PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: K0000	
[4/15/23 07:04PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: K0000	
[4/15/23 07:07PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: K0000	
[4/15/23 07:07PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: K0000	
[4/15/23 07:07PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: K0000	
[4/15/23 07:09PM] Player picked up item: Coin, id: 995, amount: 900, owner: K0000	
[4/15/23 07:09PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: K0000	
[4/15/23 07:10PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: K0000	
[4/15/23 07:10PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: K0000	
[4/15/23 07:11PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: K0000	
[4/15/23 07:11PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: K0000	
[4/15/23 07:13PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: K0000	
[4/15/23 07:13PM] Player picked up item: Imperial Staff, id: 18629, amount: 1, owner: K0000	
[4/15/23 07:15PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: K0000	
[4/15/23 07:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: K0000	
[4/15/23 07:17PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: K0000	
[4/15/23 07:18PM] Player picked up item: Coin, id: 995, amount: 4000, owner: K0000	
[4/15/23 07:20PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: K0000	
[4/15/23 07:23PM] Player picked up item: Coin, id: 995, amount: 900, owner: K0000	
[4/15/23 07:24PM] Player picked up item: Coin, id: 995, amount: 1400, owner: K0000	
[4/15/23 07:30PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: K0000	
[4/15/23 07:32PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: K0000	
[4/15/23 07:32PM] Player picked up item: Coin, id: 995, amount: 3750712, owner: K0000	
[4/15/23 07:33PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: K0000	
[4/15/23 07:35PM] Player picked up item: Coin, id: 995, amount: 6000, owner: K0000	
[4/15/23 07:45PM] Player picked up item: Forsaken Legs, id: 14912, amount: 1, owner: K0000	
[4/15/23 07:51PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: K0000	
[4/15/23 07:51PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: K0000	
[4/15/23 07:53PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: K0000	
[4/15/23 07:53PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: K0000	
[4/15/23 07:59PM] Player picked up item: Coin, id: 995, amount: 1863717, owner: K0000	
[4/15/23 07:59PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: K0000	
[4/22/23 02:45PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: K0000	
[4/22/23 02:45PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: K0000	
[4/22/23 02:52PM] Player picked up item: Miner gauntlets (adamant), id: 20590, amount: 1, owner: Suh	
[4/22/23 03:00PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Bulba	
[4/22/23 03:00PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Bulba	
[4/22/23 03:00PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Bulba	
