[4/16/23 08:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: Duhs	
[4/16/23 08:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:40PM] Player picked up item: Coin, id: 995, amount: 300, owner: Duhs	
[4/16/23 08:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:40PM] Player picked up item: Coin, id: 995, amount: 300, owner: Duhs	
[4/16/23 08:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 08:53PM] Player picked up item: Coin, id: 995, amount: 1850028, owner: Duhs	
[4/16/23 08:53PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Duhs	
[4/16/23 09:43PM] Player picked up item: Coin, id: 995, amount: 3680780, owner: Duhs	
[4/16/23 09:43PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Duhs	
[4/16/23 09:43PM] Player picked up item: $25 Bond, id: 23058, amount: 1, owner: Duhs	
[4/16/23 09:44PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Duhs	
[4/16/23 09:44PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Duhs	
[4/16/23 09:45PM] Player picked up item: Coin, id: 995, amount: 700, owner: Duhs	
[4/16/23 09:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Duhs	
[4/16/23 09:46PM] Player picked up item: Coin, id: 995, amount: 700, owner: Duhs	
[4/16/23 09:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duhs	
[4/16/23 09:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Duhs	
[4/16/23 09:46PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Duhs	
[4/16/23 09:49PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Duhs	
[4/17/23 06:41AM] Player picked up item: Coin, id: 995, amount: 1369374, owner: Duhs	
[4/17/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Duhs	
[4/17/23 07:10AM] Player picked up item: Coin, id: 995, amount: 1648919, owner: Duhs	
[4/17/23 07:10AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Duhs	
[4/17/23 07:19AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Duhs	
