[4/20/23 05:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Asaitokj	
[4/20/23 06:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Asaitokj	
[4/20/23 06:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Asaitokj	
[4/20/23 06:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Asaitokj	
[4/20/23 06:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Asaitokj	
[4/20/23 06:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Asaitokj	
[4/20/23 06:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Asaitokj	
[4/20/23 06:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Asaitokj	
[4/20/23 06:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Asaitokj	
[4/20/23 06:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Asaitokj	
[4/20/23 06:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Asaitokj	
[4/20/23 06:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Asaitokj	
[4/20/23 06:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:08AM] Player picked up item: Coin, id: 995, amount: 200, owner: Asaitokj	
[4/20/23 06:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:08AM] Player picked up item: Coin, id: 995, amount: 300, owner: Asaitokj	
[4/20/23 06:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:08AM] Player picked up item: Coin, id: 995, amount: 300, owner: Asaitokj	
[4/20/23 06:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:08AM] Player picked up item: Coin, id: 995, amount: 300, owner: Asaitokj	
[4/20/23 06:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:08AM] Player picked up item: Coin, id: 995, amount: 300, owner: Asaitokj	
[4/20/23 06:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Asaitokj	
[4/20/23 06:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Asaitokj	
[4/20/23 06:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Asaitokj	
[4/20/23 06:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Asaitokj	
[4/20/23 06:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Asaitokj	
[4/20/23 06:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Asaitokj	
[4/20/23 06:10AM] Player picked up item: Coin, id: 995, amount: 300, owner: Asaitokj	
[4/20/23 06:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:10AM] Player picked up item: Coin, id: 995, amount: 300, owner: Asaitokj	
[4/20/23 06:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:10AM] Player picked up item: Coin, id: 995, amount: 300, owner: Asaitokj	
[4/20/23 06:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:10AM] Player picked up item: Coin, id: 995, amount: 300, owner: Asaitokj	
[4/20/23 06:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:10AM] Player picked up item: Coin, id: 995, amount: 300, owner: Asaitokj	
[4/20/23 06:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:10AM] Player picked up item: Coin, id: 995, amount: 300, owner: Asaitokj	
[4/20/23 06:10AM] Player picked up item: Coin, id: 995, amount: 300, owner: Asaitokj	
[4/20/23 06:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:11AM] Player picked up item: Coin, id: 995, amount: 300, owner: Asaitokj	
[4/20/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:11AM] Player picked up item: Coin, id: 995, amount: 300, owner: Asaitokj	
[4/20/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:11AM] Player picked up item: Coin, id: 995, amount: 300, owner: Asaitokj	
[4/20/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:11AM] Player picked up item: Coin, id: 995, amount: 300, owner: Asaitokj	
[4/20/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:11AM] Player picked up item: Coin, id: 995, amount: 300, owner: Asaitokj	
[4/20/23 06:11AM] Player picked up item: Coin, id: 995, amount: 300, owner: Asaitokj	
[4/20/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:11AM] Player picked up item: Coin, id: 995, amount: 300, owner: Asaitokj	
[4/20/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:12AM] Player picked up item: Coin, id: 995, amount: 300, owner: Asaitokj	
[4/20/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:12AM] Player picked up item: Coin, id: 995, amount: 300, owner: Asaitokj	
[4/20/23 06:12AM] Player picked up item: Coin, id: 995, amount: 300, owner: Asaitokj	
[4/20/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:12AM] Player picked up item: Coin, id: 995, amount: 300, owner: Asaitokj	
[4/20/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:12AM] Player picked up item: Coin, id: 995, amount: 300, owner: Asaitokj	
[4/20/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:12AM] Player picked up item: Coin, id: 995, amount: 300, owner: Asaitokj	
[4/20/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:12AM] Player picked up item: Starter Ring, id: 23091, amount: 1, owner: Asaitokj	
[4/20/23 06:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Asaitokj	
[4/20/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:13AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:15AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:15AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:15AM] Player picked up item: Coin, id: 995, amount: 800, owner: Asaitokj	
[4/20/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Asaitokj	
[4/20/23 06:16AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:16AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:16AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:16AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:16AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:17AM] Player picked up item: Coin, id: 995, amount: 800, owner: Asaitokj	
[4/20/23 06:17AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Asaitokj	
[4/20/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:17AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:17AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:17AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:18AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:18AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:18AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:18AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:18AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:19AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:19AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:19AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:21AM] Player picked up item: Coin, id: 995, amount: 1091888, owner: Asaitokj	
[4/20/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Asaitokj	
[4/20/23 06:27AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:28AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:28AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:28AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:28AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:28AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:28AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:28AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:28AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:29AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:29AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:29AM] Player picked up item: Coin, id: 995, amount: 400, owner: Asaitokj	
[4/20/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:30AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:30AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Asaitokj	
[4/20/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:30AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:31AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:31AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:31AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:31AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:31AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:31AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:31AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:31AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:32AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:32AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:32AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Asaitokj	
[4/20/23 06:32AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:32AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:32AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:33AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:33AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:33AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:33AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:33AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:33AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:34AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:34AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:34AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:40AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:40AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:40AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:40AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:40AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:40AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:40AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:40AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:41AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:41AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:41AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:41AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:41AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:41AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:41AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
[4/20/23 06:41AM] Player picked up item: Coin, id: 995, amount: 500, owner: Asaitokj	
[4/20/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asaitokj	
