[4/15/23 11:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zaryte	
[4/15/23 11:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: Zaryte	
[4/15/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Zaryte	
[4/15/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zaryte	
[4/15/23 12:00PM] Player picked up item: Coin, id: 995, amount: 2342573, owner: Zaryte	
[4/15/23 12:00PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Zaryte	
[4/15/23 12:29PM] Player picked up item: Coin, id: 995, amount: 1415312, owner: Zaryte	
[4/15/23 12:29PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Zaryte	
[4/15/23 12:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Zaryte	
[4/15/23 12:46PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Zaryte	
[4/15/23 12:49PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Zaryte	
[4/15/23 12:49PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Zaryte	
[4/15/23 12:50PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Zaryte	
[4/15/23 12:50PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Zaryte	
[4/15/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Zaryte	
[4/15/23 12:59PM] Player picked up item: Coin, id: 995, amount: 1424837, owner: Zaryte	
[4/15/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Zaryte	
[4/15/23 01:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Zaryte	
[4/15/23 01:49PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Zaryte	
[4/15/23 01:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Zaryte	
[4/15/23 01:52PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Zaryte	
[4/15/23 01:59PM] Player picked up item: Coin, id: 995, amount: 2242922, owner: Zaryte	
[4/15/23 01:59PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Zaryte	
[4/15/23 02:03PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Zaryte	
[4/15/23 02:03PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Zaryte	
[4/15/23 02:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zaryte	
[4/15/23 02:08PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Zaryte	
[4/15/23 02:13PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Zaryte	
[4/15/23 02:13PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Zaryte	
[4/15/23 02:15PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Zaryte	
[4/15/23 02:16PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Zaryte	
[4/15/23 02:16PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Zaryte	
[4/15/23 02:29PM] Player picked up item: Coin, id: 995, amount: 1110704, owner: Zaryte	
[4/15/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Zaryte	
[4/15/23 02:39PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Zaryte	
[4/15/23 03:00PM] Player picked up item: Coin, id: 995, amount: 2498640, owner: Zaryte	
[4/15/23 03:00PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Zaryte	
[4/15/23 03:11PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Zaryte	
[4/15/23 03:11PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Zaryte	
[4/15/23 03:24PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Zaryte	
[4/15/23 03:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zaryte	
[4/15/23 03:27PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Zaryte	
[4/15/23 03:27PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Zaryte	
[4/15/23 03:31PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Zaryte	
[4/15/23 03:33PM] Player picked up item: Coin, id: 995, amount: 2252897, owner: Zaryte	
[4/15/23 03:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Zaryte	
[4/15/23 03:36PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Zaryte	
[4/15/23 03:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Zaryte	
[4/15/23 03:43PM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: Zaryte	
[4/15/23 03:43PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Zaryte	
[4/15/23 03:49PM] Player picked up item: Nightmare helm, id: 23028, amount: 1, owner: Zaryte	
[4/15/23 03:53PM] Player picked up item: Nightmare body, id: 23029, amount: 1, owner: Zaryte	
[4/15/23 03:59PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Zaryte	
[4/15/23 04:24PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Zaryte	
[4/15/23 04:31PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Zaryte	
[4/15/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Zaryte	
[4/15/23 05:01PM] Player picked up item: Coin, id: 995, amount: 1287839, owner: Zaryte	
[4/15/23 05:01PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Zaryte	
[4/15/23 05:29PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Zaryte	
[4/15/23 05:30PM] Player picked up item: Coin, id: 995, amount: 4289220, owner: Zaryte	
[4/15/23 05:30PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Zaryte	
[4/15/23 05:50PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Zaryte	
[4/15/23 06:00PM] Player picked up item: Coin, id: 995, amount: 1250331, owner: Zaryte	
[4/15/23 06:00PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Zaryte	
[4/15/23 06:01PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Zaryte	
[4/15/23 06:01PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Zaryte	
[4/15/23 06:05PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Zaryte	
[4/15/23 06:14PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Zaryte	
[4/15/23 07:52PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Amura	
[4/15/23 09:52PM] Player picked up item: Coin, id: 995, amount: 626, owner: Mommy Nami	
[4/15/23 10:05PM] Player picked up item: Super restore (4), id: 3024, amount: 1, owner: Zaryte	
[4/16/23 08:08AM] Player picked up item: Forsaken Body, id: 14911, amount: 1, owner: Zaryte	
[4/16/23 01:32PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Zaryte	
[4/16/23 09:45PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Zshana	
[4/17/23 04:07PM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Like My Peep	
[4/17/23 04:07PM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Like My Peep	
[4/17/23 04:07PM] Player picked up item: Emerald Coif, id: 11001, amount: 1, owner: Like My Peep	
[4/17/23 04:07PM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Like My Peep	
[4/17/23 04:07PM] Player picked up item: Emerald Coif, id: 11001, amount: 1, owner: Like My Peep	
[4/17/23 04:07PM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Like My Peep	
[4/17/23 04:07PM] Player picked up item: Emerald Coif, id: 11001, amount: 1, owner: Like My Peep	
[4/17/23 04:07PM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Like My Peep	
[4/17/23 04:07PM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Like My Peep	
[4/17/23 04:07PM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Like My Peep	
[4/17/23 04:07PM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Like My Peep	
[4/17/23 04:07PM] Player picked up item: Emerald Coif, id: 11001, amount: 1, owner: Like My Peep	
[4/17/23 04:07PM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Like My Peep	
[4/17/23 04:07PM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Like My Peep	
[4/17/23 04:07PM] Player picked up item: Emerald Chaps, id: 11003, amount: 1, owner: Like My Peep	
[4/17/23 05:38PM] Player picked up item: Emerald Coif, id: 11001, amount: 1, owner: Like My Peep	
[4/17/23 05:38PM] Player picked up item: Emerald Crossbow, id: 8088, amount: 1, owner: Like My Peep	
[4/17/23 05:39PM] Player picked up item: Emerald Crossbow, id: 8088, amount: 1, owner: Like My Peep	
[4/17/23 05:39PM] Player picked up item: Emerald Crossbow, id: 8088, amount: 1, owner: Like My Peep	
[4/17/23 05:39PM] Player picked up item: Emerald Crossbow, id: 8088, amount: 1, owner: Like My Peep	
[4/17/23 06:31PM] Player picked up item: Maze Cape, id: 17684, amount: 1, owner: Like My Peep	
[4/17/23 06:31PM] Player picked up item: Maze Legs, id: 5428, amount: 1, owner: Like My Peep	
[4/17/23 06:31PM] Player picked up item: Maze Legs, id: 5428, amount: 1, owner: Like My Peep	
[4/17/23 06:31PM] Player picked up item: Maze Maul, id: 17710, amount: 1, owner: Like My Peep	
[4/17/23 06:31PM] Player picked up item: Maze Cape, id: 17684, amount: 1, owner: Like My Peep	
[4/17/23 06:31PM] Player picked up item: Maze Cape, id: 17684, amount: 1, owner: Like My Peep	
[4/19/23 07:31AM] Player picked up item: Infinite prayer potion (T3), id: 23123, amount: 1, owner: Zaryte	
[4/19/23 07:53AM] Player picked up item: Lava bones, id: 2023, amount: 400, owner: Zshana	
[4/19/23 09:26PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Zshana	
[4/20/23 02:22PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Zshana	
[4/20/23 06:06PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Light	
[4/21/23 04:56PM] Player picked up item: Sacred Scythe, id: 17664, amount: 1, owner: Tellur	
[4/22/23 08:26AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Zaryte	
[4/22/23 08:26AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Zaryte	
[4/22/23 08:26AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Zaryte	
[4/22/23 08:26AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Zaryte	
[4/22/23 08:26AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Zaryte	
[4/22/23 01:47PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Elven	
[4/22/23 01:47PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Elven	
