[4/17/23 04:59AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fishnoob	
[4/17/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fishnoob	
[4/17/23 05:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fishnoob	
[4/17/23 05:41AM] Player picked up item: Coin, id: 995, amount: 1715837, owner: Fishnoob	
[4/17/23 05:41AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fishnoob	
[4/17/23 05:42AM] Player picked up item: Coin, id: 995, amount: 3213106, owner: Fishnoob	
[4/17/23 05:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Fishnoob	
[4/17/23 05:43AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Fishnoob	
[4/17/23 05:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Fishnoob	
[4/17/23 05:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fishnoob	
[4/17/23 05:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Fishnoob	
[4/17/23 05:46AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Fishnoob	
[4/20/23 02:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fishnoob	
[4/20/23 02:42AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Fishnoob	
[4/20/23 05:52AM] Player picked up item: Coin, id: 995, amount: 1847619, owner: Fishnoob	
[4/20/23 05:52AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fishnoob	
[4/20/23 05:55AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Fishnoob	
[4/20/23 05:55AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Fishnoob	
[4/20/23 05:58AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Fishnoob	
[4/20/23 05:58AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Fishnoob	
[4/20/23 06:00AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Fishnoob	
[4/20/23 06:00AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Fishnoob	
[4/20/23 06:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fishnoob	
[4/20/23 06:18AM] Player picked up item: Coin, id: 995, amount: 600, owner: Fishnoob	
[4/20/23 06:21AM] Player picked up item: Coin, id: 995, amount: 1208331, owner: Fishnoob	
[4/20/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fishnoob	
[4/20/23 06:22AM] Player picked up item: Coin, id: 995, amount: 3289258, owner: Fishnoob	
[4/20/23 06:22AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Fishnoob	
[4/20/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Fishnoob	
[4/20/23 06:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Fishnoob	
[4/20/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Fishnoob	
[4/20/23 06:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Fishnoob	
[4/20/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Fishnoob	
[4/20/23 06:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Fishnoob	
[4/20/23 06:30AM] Player picked up item: Coin, id: 995, amount: 4377631, owner: Fishnoob	
[4/20/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Fishnoob	
[4/20/23 06:34AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Fishnoob	
[4/20/23 06:34AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Fishnoob	
[4/20/23 06:36AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Fishnoob	
[4/20/23 06:36AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Fishnoob	
[4/20/23 06:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fishnoob	
[4/20/23 06:39AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Fishnoob	
[4/20/23 06:52AM] Player picked up item: Coin, id: 995, amount: 1115564, owner: Fishnoob	
[4/20/23 06:52AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fishnoob	
[4/21/23 06:04AM] Player picked up item: Coin, id: 995, amount: 1393042, owner: Fishnoob	
[4/21/23 06:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fishnoob	
[4/21/23 06:17AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fishnoob	
[4/21/23 06:25AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fishnoob	
[4/21/23 06:26AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Fishnoob	
[4/21/23 06:34AM] Player picked up item: Coin, id: 995, amount: 1429851, owner: Fishnoob	
[4/21/23 06:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fishnoob	
[4/21/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Fishnoob	
[4/21/23 06:36AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Fishnoob	
[4/21/23 06:36AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Fishnoob	
[4/21/23 06:39AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Fishnoob	
[4/21/23 06:39AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Fishnoob	
[4/21/23 06:49AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Fishnoob	
[4/21/23 06:58AM] Player picked up item: Coin, id: 995, amount: 21000, owner: Fishnoob	
[4/21/23 06:58AM] Player picked up item: Coin, id: 995, amount: 35000, owner: Fishnoob	
[4/21/23 06:58AM] Player picked up item: Coin, id: 995, amount: 7000, owner: Fishnoob	
[4/21/23 06:58AM] Player picked up item: Coin, id: 995, amount: 7000, owner: Fishnoob	
[4/21/23 07:00AM] Player picked up item: Coin, id: 995, amount: 28000, owner: Fishnoob	
[4/21/23 07:00AM] Player picked up item: Coin, id: 995, amount: 7000, owner: Fishnoob	
[4/21/23 07:00AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Fishnoob	
[4/21/23 07:01AM] Player picked up item: Coin, id: 995, amount: 7000, owner: Fishnoob	
[4/21/23 07:01AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Fishnoob	
[4/21/23 07:02AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Fishnoob	
[4/21/23 07:05AM] Player picked up item: Coin, id: 995, amount: 1298310, owner: Fishnoob	
[4/21/23 07:05AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fishnoob	
[4/21/23 07:06AM] Player picked up item: Coin, id: 995, amount: 7000, owner: Fishnoob	
[4/21/23 07:06AM] Player picked up item: Coin, id: 995, amount: 7000, owner: Fishnoob	
[4/21/23 07:07AM] Player picked up item: Coin, id: 995, amount: 7000, owner: Fishnoob	
[4/21/23 07:07AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Fishnoob	
[4/21/23 07:07AM] Player picked up item: Coin, id: 995, amount: 7000, owner: Fishnoob	
[4/21/23 07:07AM] Player picked up item: Coin, id: 995, amount: 7000, owner: Fishnoob	
[4/21/23 07:07AM] Player picked up item: Coin, id: 995, amount: 7000, owner: Fishnoob	
[4/21/23 07:12AM] Player picked up item: Coin, id: 995, amount: 11000, owner: Fishnoob	
[4/21/23 07:12AM] Player picked up item: Coin, id: 995, amount: 22000, owner: Fishnoob	
[4/21/23 07:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fishnoob	
[4/21/23 07:13AM] Player picked up item: Coin, id: 995, amount: 11000, owner: Fishnoob	
[4/21/23 07:13AM] Player picked up item: Coin, id: 995, amount: 44000, owner: Fishnoob	
[4/21/23 07:17AM] Player picked up item: Coin, id: 995, amount: 22000, owner: Fishnoob	
[4/21/23 07:17AM] Player picked up item: Coin, id: 995, amount: 11000, owner: Fishnoob	
[4/21/23 07:17AM] Player picked up item: Coin, id: 995, amount: 11000, owner: Fishnoob	
[4/21/23 07:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fishnoob	
[4/21/23 07:20AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Fishnoob	
[4/21/23 07:25AM] Player picked up item: Coin, id: 995, amount: 55000, owner: Fishnoob	
[4/21/23 07:25AM] Player picked up item: Coin, id: 995, amount: 66000, owner: Fishnoob	
[4/21/23 07:28AM] Player picked up item: Coin, id: 995, amount: 26000, owner: Fishnoob	
[4/21/23 07:34AM] Player picked up item: Coin, id: 995, amount: 2395172, owner: Fishnoob	
[4/21/23 07:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fishnoob	
[4/21/23 07:35AM] Player picked up item: Coin, id: 995, amount: 3345611, owner: Fishnoob	
[4/21/23 07:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Fishnoob	
[4/21/23 07:41AM] Player picked up item: Coin, id: 995, amount: 26000, owner: Fishnoob	
[4/21/23 07:41AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Fishnoob	
[4/21/23 07:41AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Fishnoob	
[4/21/23 07:41AM] Player picked up item: Coin, id: 995, amount: 26000, owner: Fishnoob	
[4/21/23 07:41AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Fishnoob	
[4/21/23 07:45AM] Player picked up item: Coin, id: 995, amount: 55000, owner: Fishnoob	
[4/21/23 07:45AM] Player picked up item: Coin, id: 995, amount: 55000, owner: Fishnoob	
[4/21/23 07:52AM] Player picked up item: Coin, id: 995, amount: 11000, owner: Fishnoob	
[4/21/23 07:52AM] Player picked up item: Coin, id: 995, amount: 33000, owner: Fishnoob	
[4/21/23 07:58AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Fishnoob	
[4/21/23 07:58AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Fishnoob	
[4/21/23 08:04AM] Player picked up item: Coin, id: 995, amount: 1135520, owner: Fishnoob	
[4/21/23 08:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fishnoob	
[4/21/23 08:20AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fishnoob	
[4/21/23 08:25AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fishnoob	
[4/21/23 08:26AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Fishnoob	
[4/21/23 08:27AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Fishnoob	
[4/21/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Fishnoob	
[4/21/23 08:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Fishnoob	
[4/21/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Fishnoob	
[4/21/23 08:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Fishnoob	
[4/21/23 08:31AM] Player picked up item: Coin, id: 995, amount: 3807700, owner: Fishnoob	
[4/21/23 08:31AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Fishnoob	
[4/21/23 08:32AM] Player picked up item: Coin, id: 995, amount: 3031393, owner: Fishnoob	
[4/21/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Fishnoob	
[4/21/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Fishnoob	
[4/21/23 08:32AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Fishnoob	
[4/21/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Fishnoob	
[4/21/23 08:32AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Fishnoob	
[4/21/23 08:33AM] Player picked up item: Coin, id: 995, amount: 1538849, owner: Fishnoob	
[4/21/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fishnoob	
[4/21/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Fishnoob	
[4/21/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Fishnoob	
[4/21/23 08:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Fishnoob	
[4/21/23 08:38AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Fishnoob	
[4/21/23 08:38AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Fishnoob	
[4/21/23 08:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Fishnoob	
[4/21/23 08:41AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Fishnoob	
[4/21/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Fishnoob	
[4/21/23 08:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Fishnoob	
[4/21/23 09:57AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Fishnoob	
[4/21/23 09:57AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Fishnoob	
[4/21/23 10:02AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fishnoob	
[4/21/23 10:04AM] Player picked up item: Coin, id: 995, amount: 2040380, owner: Fishnoob	
[4/21/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fishnoob	
[4/21/23 10:09AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Fishnoob	
[4/21/23 10:09AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Fishnoob	
[4/21/23 10:10AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Fishnoob	
[4/22/23 01:52AM] Player picked up item: Coin, id: 995, amount: 31000, owner: Fishnoob	
[4/22/23 01:53AM] Player picked up item: Coin, id: 995, amount: 31000, owner: Fishnoob	
[4/22/23 01:54AM] Player picked up item: Coin, id: 995, amount: 31000, owner: Fishnoob	
[4/22/23 01:55AM] Player picked up item: Coin, id: 995, amount: 31000, owner: Fishnoob	
[4/22/23 01:56AM] Player picked up item: Coin, id: 995, amount: 31000, owner: Fishnoob	
[4/22/23 01:57AM] Player picked up item: Coin, id: 995, amount: 31000, owner: Fishnoob	
[4/22/23 01:58AM] Player picked up item: Coin, id: 995, amount: 31000, owner: Fishnoob	
[4/22/23 01:59AM] Player picked up item: Coin, id: 995, amount: 31000, owner: Fishnoob	
[4/22/23 02:00AM] Player picked up item: Coin, id: 995, amount: 31000, owner: Fishnoob	
[4/22/23 02:05AM] Player picked up item: Coin, id: 995, amount: 1437983, owner: Fishnoob	
[4/22/23 02:05AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fishnoob	
[4/22/23 02:12AM] Player picked up item: Coin, id: 995, amount: 31000, owner: Fishnoob	
[4/22/23 02:12AM] Player picked up item: Coin, id: 995, amount: 31000, owner: Fishnoob	
[4/22/23 04:00AM] Player picked up item: Inferno Body, id: 13301, amount: 1, owner: Fishnoob	
[4/26/23 06:39AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Fishnoob	
[4/26/23 06:39AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Fishnoob	
