[4/19/23 12:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: Bokzty	
[4/19/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:54PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kar9k1ll3r	
[4/19/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:54PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kar9k1ll3r	
[4/19/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:54PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kar9k1ll3r	
[4/19/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:55PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kar9k1ll3r	
[4/19/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kar9k1ll3r	
[4/19/23 12:55PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Kar9k1ll3r	
[4/19/23 12:55PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kar9k1ll3r	
[4/19/23 12:55PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kar9k1ll3r	
[4/19/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kar9k1ll3r	
[4/19/23 12:55PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kar9k1ll3r	
[4/19/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 12:56PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/19/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kar9k1ll3r	
[4/19/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 01:01PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kar9k1ll3r	
[4/19/23 01:01PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kar9k1ll3r	
[4/19/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 01:02PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Kar9k1ll3r	
[4/19/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kar9k1ll3r	
[4/19/23 01:02PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kar9k1ll3r	
[4/19/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kar9k1ll3r	
[4/19/23 01:02PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/19/23 01:02PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Kar9k1ll3r	
[4/19/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kar9k1ll3r	
[4/19/23 01:02PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Kar9k1ll3r	
[4/19/23 01:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kar9k1ll3r	
[4/19/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 01:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kar9k1ll3r	
[4/19/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 01:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kar9k1ll3r	
[4/19/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kar9k1ll3r	
[4/19/23 01:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kar9k1ll3r	
[4/19/23 01:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kar9k1ll3r	
[4/19/23 01:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kar9k1ll3r	
[4/19/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kar9k1ll3r	
[4/19/23 01:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kar9k1ll3r	
[4/19/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 01:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kar9k1ll3r	
[4/19/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 01:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kar9k1ll3r	
[4/19/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 01:04PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/19/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kar9k1ll3r	
[4/19/23 01:04PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kar9k1ll3r	
[4/19/23 01:04PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kar9k1ll3r	
[4/19/23 01:04PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Kar9k1ll3r	
[4/19/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kar9k1ll3r	
[4/19/23 01:04PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kar9k1ll3r	
[4/19/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 01:04PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kar9k1ll3r	
[4/19/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 01:05PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Kar9k1ll3r	
[4/19/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kar9k1ll3r	
[4/19/23 01:05PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kar9k1ll3r	
[4/19/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 01:05PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kar9k1ll3r	
[4/19/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kar9k1ll3r	
[4/19/23 01:05PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kar9k1ll3r	
[4/19/23 01:05PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Kar9k1ll3r	
[4/19/23 01:06PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kar9k1ll3r	
[4/19/23 01:06PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kar9k1ll3r	
[4/19/23 01:06PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kar9k1ll3r	
[4/19/23 01:06PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Kar9k1ll3r	
[4/19/23 01:06PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kar9k1ll3r	
[4/19/23 01:07PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Kar9k1ll3r	
[4/19/23 01:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kar9k1ll3r	
[4/19/23 01:07PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kar9k1ll3r	
[4/19/23 01:07PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Kar9k1ll3r	
[4/19/23 01:07PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Kar9k1ll3r	
[4/19/23 01:08PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Kar9k1ll3r	
[4/19/23 01:08PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kar9k1ll3r	
[4/19/23 01:08PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kar9k1ll3r	
[4/19/23 01:08PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kar9k1ll3r	
[4/19/23 01:08PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Kar9k1ll3r	
[4/19/23 01:08PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Kar9k1ll3r	
[4/19/23 01:08PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kar9k1ll3r	
[4/19/23 01:09PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kar9k1ll3r	
[4/19/23 01:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 01:09PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kar9k1ll3r	
[4/19/23 01:09PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kar9k1ll3r	
[4/19/23 01:10PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Kar9k1ll3r	
[4/19/23 01:10PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kar9k1ll3r	
[4/19/23 01:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 01:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 01:10PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kar9k1ll3r	
[4/19/23 01:10PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Kar9k1ll3r	
[4/19/23 01:10PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Kar9k1ll3r	
[4/19/23 01:10PM] Player picked up item: Coin, id: 995, amount: 2500, owner: Kar9k1ll3r	
[4/19/23 01:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 01:10PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kar9k1ll3r	
[4/19/23 01:11PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kar9k1ll3r	
[4/19/23 01:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 01:11PM] Player picked up item: Coin, id: 995, amount: 2500, owner: Kar9k1ll3r	
[4/19/23 01:11PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Kar9k1ll3r	
[4/19/23 01:11PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kar9k1ll3r	
[4/19/23 01:11PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Kar9k1ll3r	
[4/19/23 01:11PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Kar9k1ll3r	
[4/19/23 01:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kar9k1ll3r	
[4/19/23 01:12PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Kar9k1ll3r	
[4/19/23 01:12PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kar9k1ll3r	
[4/19/23 01:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 01:12PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kar9k1ll3r	
[4/19/23 01:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 01:12PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kar9k1ll3r	
[4/19/23 01:12PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kar9k1ll3r	
[4/19/23 01:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kar9k1ll3r	
[4/19/23 01:12PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Kar9k1ll3r	
[4/19/23 01:12PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kar9k1ll3r	
[4/19/23 01:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 01:12PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kar9k1ll3r	
[4/19/23 01:13PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kar9k1ll3r	
[4/19/23 01:13PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Kar9k1ll3r	
[4/19/23 01:13PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kar9k1ll3r	
[4/19/23 01:13PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kar9k1ll3r	
[4/19/23 01:14PM] Player picked up item: Infinite prayer potion (T3), id: 23123, amount: 1, owner: Kar9k1ll3r	
[4/19/23 01:14PM] Player picked up item: Coin, id: 995, amount: 1886107, owner: Kar9k1ll3r	
[4/19/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kar9k1ll3r	
[4/19/23 01:15PM] Player picked up item: Coin, id: 995, amount: 3644296, owner: Kar9k1ll3r	
[4/19/23 01:15PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Kar9k1ll3r	
[4/19/23 01:16PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Kar9k1ll3r	
[4/19/23 01:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Kar9k1ll3r	
[4/19/23 08:42PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/19/23 08:42PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/19/23 08:43PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/19/23 08:44PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/19/23 08:46PM] Player picked up item: Coin, id: 995, amount: 1705356, owner: Kar9k1ll3r	
[4/19/23 08:46PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kar9k1ll3r	
[4/19/23 08:46PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Kar9k1ll3r	
[4/19/23 08:46PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kar9k1ll3r	
[4/19/23 08:47PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Kar9k1ll3r	
[4/19/23 08:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kar9k1ll3r	
[4/19/23 08:47PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Kar9k1ll3r	
[4/19/23 08:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kar9k1ll3r	
[4/19/23 08:47PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Kar9k1ll3r	
[4/19/23 08:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kar9k1ll3r	
[4/19/23 08:47PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/19/23 08:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 08:47PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/19/23 08:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kar9k1ll3r	
[4/19/23 08:48PM] Player picked up item: Coin, id: 995, amount: 3200, owner: Kar9k1ll3r	
[4/19/23 08:48PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kar9k1ll3r	
[4/19/23 08:49PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/19/23 08:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 08:49PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/19/23 08:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 08:49PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Kar9k1ll3r	
[4/19/23 08:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kar9k1ll3r	
[4/19/23 08:49PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Kar9k1ll3r	
[4/19/23 08:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kar9k1ll3r	
[4/19/23 08:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kar9k1ll3r	
[4/19/23 08:50PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/19/23 08:50PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/19/23 08:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 08:51PM] Player picked up item: Coin, id: 995, amount: 5600, owner: Kar9k1ll3r	
[4/19/23 08:51PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Kar9k1ll3r	
[4/19/23 08:51PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kar9k1ll3r	
[4/19/23 08:51PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Kar9k1ll3r	
[4/19/23 08:51PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/19/23 08:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 08:51PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/19/23 08:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 08:52PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/19/23 08:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 08:52PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Kar9k1ll3r	
[4/19/23 08:52PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kar9k1ll3r	
[4/19/23 08:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 08:56PM] Player picked up item: Coin, id: 995, amount: 900, owner: Kar9k1ll3r	
[4/19/23 08:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 08:56PM] Player picked up item: Coin, id: 995, amount: 900, owner: Kar9k1ll3r	
[4/19/23 08:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/19/23 08:56PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Kar9k1ll3r	
