[4/16/23 12:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:09PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kariko17	
[4/16/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kariko17	
[4/16/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kariko17	
[4/16/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kariko17	
[4/16/23 12:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kariko17	
[4/16/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kariko17	
[4/16/23 12:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kariko17	
[4/16/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kariko17	
[4/16/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kariko17	
[4/16/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:12PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kariko17	
[4/16/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:12PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Kariko17	
[4/16/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:12PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kariko17	
[4/16/23 12:12PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kariko17	
[4/16/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:12PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kariko17	
[4/16/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:13PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kariko17	
[4/16/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:13PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kariko17	
[4/16/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:14PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kariko17	
[4/16/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:14PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kariko17	
[4/16/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kariko17	
[4/16/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:14PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kariko17	
[4/16/23 12:14PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kariko17	
[4/16/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:14PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kariko17	
[4/16/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:14PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Kariko17	
[4/16/23 12:14PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kariko17	
[4/16/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:14PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kariko17	
[4/16/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:15PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kariko17	
[4/16/23 12:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:15PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kariko17	
[4/16/23 12:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:16PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kariko17	
[4/16/23 12:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:16PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kariko17	
[4/16/23 12:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:17PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kariko17	
[4/16/23 12:17PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kariko17	
[4/16/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:17PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kariko17	
[4/16/23 12:17PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kariko17	
[4/16/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kariko17	
[4/16/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:17PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Kariko17	
[4/16/23 12:17PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Kariko17	
[4/16/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:17PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kariko17	
[4/16/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:17PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kariko17	
[4/16/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:17PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kariko17	
[4/16/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:17PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kariko17	
[4/16/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:17PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kariko17	
[4/16/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:17PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kariko17	
[4/16/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:18PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kariko17	
[4/16/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:18PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kariko17	
[4/16/23 12:24PM] Player picked up item: Coin, id: 995, amount: 1212589, owner: Kariko17	
[4/16/23 12:24PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Kariko17	
[4/16/23 12:24PM] Player picked up item: Trinity prayer scroll, id: 23166, amount: 1, owner: Kariko17	
[4/16/23 12:24PM] Player picked up item: Trinity prayer scroll, id: 23166, amount: 1, owner: Kariko17	
[4/16/23 12:25PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kariko17	
[4/16/23 12:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:25PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kariko17	
[4/16/23 12:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:31PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kariko17	
[4/16/23 12:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:31PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Kariko17	
[4/16/23 12:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:31PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kariko17	
[4/16/23 12:31PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kariko17	
[4/16/23 12:31PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kariko17	
[4/16/23 12:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:31PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kariko17	
[4/16/23 12:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:31PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kariko17	
[4/16/23 12:32PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kariko17	
[4/16/23 12:32PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kariko17	
[4/16/23 12:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:32PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kariko17	
[4/16/23 12:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:32PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kariko17	
[4/16/23 12:32PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kariko17	
[4/16/23 12:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:32PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kariko17	
[4/16/23 12:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:32PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kariko17	
[4/16/23 12:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:32PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kariko17	
[4/16/23 12:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:32PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kariko17	
[4/16/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:33PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kariko17	
[4/16/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:33PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kariko17	
[4/16/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:33PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kariko17	
[4/16/23 12:33PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kariko17	
[4/16/23 12:33PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kariko17	
[4/16/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:33PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kariko17	
[4/16/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:33PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kariko17	
[4/16/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:33PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kariko17	
[4/16/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:33PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Kariko17	
[4/16/23 12:33PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kariko17	
[4/16/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:33PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kariko17	
[4/16/23 12:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:34PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kariko17	
[4/16/23 12:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:34PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kariko17	
[4/16/23 12:34PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kariko17	
[4/16/23 12:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:34PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kariko17	
[4/16/23 12:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:34PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kariko17	
[4/16/23 12:34PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kariko17	
[4/16/23 12:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:34PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kariko17	
[4/16/23 12:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:34PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kariko17	
[4/16/23 12:35PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:35PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:35PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:35PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:35PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:35PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:35PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Kariko17	
[4/16/23 12:35PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Kariko17	
[4/16/23 12:36PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:36PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:36PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:36PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:36PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Kariko17	
[4/16/23 12:36PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Kariko17	
[4/16/23 12:36PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kariko17	
[4/16/23 12:36PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:36PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:37PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:37PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:37PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:37PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:37PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:39PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:39PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:39PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:39PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:39PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:39PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:39PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:40PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:40PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:40PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:40PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:40PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:40PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:40PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:40PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Kariko17	
[4/16/23 12:40PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Kariko17	
[4/16/23 12:40PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:41PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:41PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Kariko17	
[4/16/23 12:41PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Kariko17	
[4/16/23 12:41PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:41PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:41PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Kariko17	
[4/16/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:41PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:41PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:41PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Kariko17	
[4/16/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:41PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
