[4/16/23 06:52PM] Player picked up item: Coin, id: 995, amount: 100, owner: Death	
[4/17/23 06:47PM] Player picked up item: Aberrant Ring, id: 8335, amount: 1, owner: Death	
[4/17/23 09:01PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Death	
[4/18/23 07:42AM] Player picked up item: Coin, id: 995, amount: 4312606, owner: Death	
[4/18/23 07:43AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Death	
[4/18/23 07:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Death	
[4/18/23 08:42AM] Player picked up item: Coin, id: 995, amount: 1924313, owner: Death	
[4/18/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Death	
[4/20/23 12:50PM] Player picked up item: Coin, id: 995, amount: 1313801, owner: Death	
[4/20/23 01:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Death	
[4/20/23 01:28PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Death	
[4/20/23 01:29PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Death	
[4/20/23 01:31PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Death	
[4/20/23 01:32PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Death	
[4/20/23 01:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Death	
[4/20/23 01:35PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Death	
[4/20/23 02:20PM] Player picked up item: Coin, id: 995, amount: 1742592, owner: Death	
[4/20/23 02:22PM] Player picked up item: Coin, id: 995, amount: 3439369, owner: Death	
[4/20/23 04:18PM] Player picked up item: Nagi Helm, id: 21062, amount: 1, owner: Death	
[4/20/23 04:18PM] Player picked up item: Nagi Helm, id: 21062, amount: 1, owner: Death	
[4/20/23 04:22PM] Player picked up item: Coin, id: 995, amount: 3721825, owner: Death	
[4/20/23 04:45PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Death	
[4/20/23 04:45PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Death	
[4/20/23 05:22PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Death	
[4/20/23 06:20PM] Player picked up item: Coin, id: 995, amount: 1712595, owner: Death	
[4/20/23 06:22PM] Player picked up item: Vial, id: 229, amount: 1, owner: Xlee	
[4/20/23 06:22PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Death	
[4/20/23 06:41PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Death	
[4/20/23 06:41PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Death	
