[4/18/23 05:39PM] Player picked up item: Coin, id: 995, amount: 100, owner: Grimwhore	
[4/18/23 05:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
[4/18/23 05:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
[4/18/23 05:50PM] Player picked up item: Coin, id: 995, amount: 400, owner: Grimwhore	
[4/18/23 05:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimwhore	
[4/18/23 05:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
[4/18/23 05:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
[4/18/23 05:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
[4/18/23 05:51PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimwhore	
[4/18/23 05:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
[4/18/23 05:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
[4/18/23 05:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
[4/18/23 05:52PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Grimwhore	
[4/18/23 05:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimwhore	
[4/18/23 05:53PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Grimwhore	
[4/18/23 05:53PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Grimwhore	
[4/18/23 05:53PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Grimwhore	
[4/18/23 05:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimwhore	
[4/18/23 05:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimwhore	
[4/18/23 05:54PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Grimwhore	
[4/18/23 05:54PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Grimwhore	
[4/18/23 05:54PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Grimwhore	
[4/18/23 05:55PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Grimwhore	
[4/18/23 05:55PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Grimwhore	
[4/18/23 05:55PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Grimwhore	
[4/18/23 06:13PM] Player picked up item: Coin, id: 995, amount: 1150768, owner: Grimwhore	
[4/18/23 06:13PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Grimwhore	
[4/18/23 06:15PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Grimwhore	
[4/18/23 06:18PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Grimwhore	
[4/18/23 06:19PM] Player picked up item: Coin, id: 995, amount: 700, owner: Grimwhore	
[4/18/23 06:19PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Grimwhore	
[4/18/23 06:36PM] Player picked up item: Coin, id: 995, amount: 800, owner: Grimwhore	
[4/18/23 06:37PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Grimwhore	
[4/18/23 06:37PM] Player picked up item: Coin, id: 995, amount: 800, owner: Grimwhore	
[4/18/23 06:43PM] Player picked up item: Coin, id: 995, amount: 1037912, owner: Grimwhore	
[4/18/23 06:43PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Grimwhore	
[4/18/23 06:45PM] Player picked up item: Coin, id: 995, amount: 3826144, owner: Grimwhore	
[4/18/23 06:45PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Grimwhore	
[4/18/23 06:47PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Grimwhore	
[4/18/23 06:47PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Grimwhore	
[4/18/23 07:01PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Grimwhore	
[4/18/23 07:01PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Grimwhore	
[4/18/23 07:05PM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Grimwhore	
[4/18/23 07:05PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grimwhore	
[4/18/23 07:06PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grimwhore	
[4/18/23 07:06PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Grimwhore	
[4/18/23 07:08PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Grimwhore	
[4/18/23 07:09PM] Player picked up item: Patience body, id: 23035, amount: 1, owner: Grimwhore	
[4/18/23 07:13PM] Player picked up item: Coin, id: 995, amount: 2421315, owner: Grimwhore	
[4/18/23 07:13PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Grimwhore	
[4/18/23 07:14PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Grimwhore	
[4/18/23 07:14PM] Player picked up item: Patience boots, id: 23038, amount: 1, owner: Grimwhore	
[4/18/23 07:15PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Grimwhore	
[4/18/23 07:15PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Grimwhore	
[4/18/23 07:15PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Grimwhore	
[4/18/23 07:17PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Grimwhore	
[4/18/23 07:17PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Grimwhore	
[4/18/23 07:17PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Grimwhore	
[4/18/23 07:17PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Grimwhore	
[4/18/23 07:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimwhore	
[4/18/23 07:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
[4/18/23 07:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
[4/18/23 07:18PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Grimwhore	
[4/18/23 07:18PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Grimwhore	
[4/18/23 07:18PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Grimwhore	
[4/18/23 07:19PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Grimwhore	
[4/18/23 07:19PM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: Grimwhore	
[4/18/23 07:24PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grimwhore	
[4/18/23 07:24PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Grimwhore	
[4/18/23 07:24PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grimwhore	
[4/18/23 07:25PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grimwhore	
[4/18/23 07:25PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Grimwhore	
[4/18/23 07:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimwhore	
[4/18/23 07:25PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grimwhore	
[4/18/23 07:26PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Grimwhore	
[4/18/23 07:26PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Grimwhore	
[4/18/23 07:27PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grimwhore	
[4/18/23 07:27PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grimwhore	
[4/18/23 07:28PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grimwhore	
[4/18/23 07:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
[4/18/23 07:28PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grimwhore	
[4/18/23 07:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimwhore	
[4/18/23 07:29PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grimwhore	
[4/18/23 07:29PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Grimwhore	
[4/18/23 07:29PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Grimwhore	
[4/18/23 07:30PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grimwhore	
[4/18/23 07:30PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Grimwhore	
[4/18/23 07:33PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Grimwhore	
[4/18/23 07:33PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Grimwhore	
[4/18/23 07:36PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Grimwhore	
[4/18/23 07:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
[4/18/23 07:36PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Grimwhore	
[4/18/23 07:37PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grimwhore	
[4/18/23 07:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
[4/18/23 07:37PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grimwhore	
[4/18/23 07:37PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grimwhore	
[4/18/23 07:38PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimwhore	
[4/18/23 07:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
[4/18/23 07:38PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grimwhore	
[4/18/23 07:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
[4/18/23 07:38PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grimwhore	
[4/18/23 07:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
[4/18/23 07:39PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Grimwhore	
[4/18/23 07:45PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Grimwhore	
[4/18/23 07:45PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Grimwhore	
[4/18/23 07:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
[4/18/23 07:48PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grimwhore	
[4/18/23 07:48PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grimwhore	
[4/18/23 07:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimwhore	
[4/18/23 07:48PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grimwhore	
[4/18/23 07:49PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Grimwhore	
[4/18/23 07:49PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Grimwhore	
[4/18/23 07:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
[4/18/23 07:49PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Grimwhore	
[4/18/23 07:49PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grimwhore	
[4/18/23 07:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimwhore	
[4/18/23 07:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
[4/18/23 07:50PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Grimwhore	
[4/18/23 07:50PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Grimwhore	
[4/18/23 07:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
[4/18/23 07:50PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grimwhore	
[4/18/23 07:50PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Grimwhore	
[4/18/23 07:59PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grimwhore	
[4/18/23 07:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
[4/18/23 07:59PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grimwhore	
[4/18/23 07:59PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grimwhore	
[4/18/23 08:01PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grimwhore	
[4/18/23 08:02PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grimwhore	
[4/18/23 08:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimwhore	
[4/18/23 08:02PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Grimwhore	
[4/18/23 08:02PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grimwhore	
[4/18/23 08:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimwhore	
[4/18/23 08:03PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grimwhore	
[4/18/23 08:03PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grimwhore	
[4/18/23 08:04PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grimwhore	
[4/18/23 08:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimwhore	
[4/18/23 08:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimwhore	
[4/18/23 08:05PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grimwhore	
[4/18/23 08:06PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Grimwhore	
[4/18/23 08:07PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grimwhore	
[4/18/23 08:08PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Grimwhore	
[4/18/23 08:24PM] Player picked up item: Patience gloves, id: 23037, amount: 1, owner: Grimwhore	
