[4/17/23 07:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Oblivion	
[4/17/23 08:11AM] Player picked up item: Coin, id: 995, amount: 2221615, owner: Oblivion	
[4/17/23 08:11AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Oblivion	
[4/17/23 08:20AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Oblivion	
[4/17/23 08:20AM] Player picked up item: Coin, id: 995, amount: 2500, owner: Oblivion	
[4/17/23 08:22AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Oblivion	
[4/17/23 08:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Oblivion	
[4/17/23 08:34AM] Player picked up item: Emerald Crossbow, id: 8088, amount: 1, owner: Like My Peep	
[4/17/23 08:41AM] Player picked up item: Coin, id: 995, amount: 1652754, owner: Oblivion	
[4/17/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Oblivion	
[4/17/23 08:42AM] Player picked up item: Coin, id: 995, amount: 2369672, owner: Oblivion	
[4/17/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Oblivion	
[4/17/23 08:46AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Oblivion	
[4/17/23 08:46AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Oblivion	
[4/17/23 08:46AM] Player picked up item: Coin, id: 995, amount: 600, owner: Oblivion	
[4/17/23 08:46AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Oblivion	
[4/17/23 08:53AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Oblivion	
[4/17/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Oblivion	
[4/17/23 08:53AM] Player picked up item: Coin, id: 995, amount: 2800, owner: Oblivion	
[4/17/23 08:53AM] Player picked up item: Coin, id: 995, amount: 700, owner: Oblivion	
[4/17/23 08:53AM] Player picked up item: Coin, id: 995, amount: 700, owner: Oblivion	
[4/17/23 08:53AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Oblivion	
[4/17/23 08:53AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Oblivion	
[4/17/23 08:53AM] Player picked up item: Coin, id: 995, amount: 700, owner: Oblivion	
[4/17/23 08:53AM] Player picked up item: Coin, id: 995, amount: 700, owner: Oblivion	
[4/17/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Oblivion	
[4/17/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Oblivion	
[4/17/23 08:53AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Oblivion	
[4/17/23 08:55AM] Player picked up item: Coin, id: 995, amount: 800, owner: Oblivion	
[4/17/23 08:58AM] Player picked up item: Coin, id: 995, amount: 900, owner: Oblivion	
[4/17/23 08:59AM] Player picked up item: Coin, id: 995, amount: 2700, owner: Oblivion	
[4/17/23 08:59AM] Player picked up item: Coin, id: 995, amount: 3600, owner: Oblivion	
[4/17/23 08:59AM] Player picked up item: Coin, id: 995, amount: 900, owner: Oblivion	
[4/17/23 08:59AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Oblivion	
[4/17/23 08:59AM] Player picked up item: Coin, id: 995, amount: 900, owner: Oblivion	
[4/17/23 09:06AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Oblivion	
[4/17/23 09:08AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Oblivion	
[4/17/23 09:08AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Oblivion	
[4/17/23 09:08AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Oblivion	
[4/17/23 09:08AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Oblivion	
[4/17/23 09:09AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Oblivion	
[4/17/23 09:12AM] Player picked up item: Coin, id: 995, amount: 1743808, owner: Oblivion	
[4/17/23 09:12AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Oblivion	
[4/17/23 09:13AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Oblivion	
[4/17/23 09:14AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Oblivion	
[4/17/23 09:18AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Oblivion	
[4/17/23 09:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Oblivion	
[4/17/23 09:20AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Oblivion	
[4/17/23 09:22AM] Player picked up item: $10 Bond, id: 23057, amount: 250000000, owner: The Chins	
[4/17/23 09:55AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Oblivion	
[4/17/23 09:56AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Oblivion	
[4/17/23 09:58AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Oblivion	
[4/17/23 09:59AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Oblivion	
[4/17/23 10:02AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Oblivion	
[4/17/23 10:02AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Oblivion	
[4/17/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Oblivion	
[4/17/23 10:36AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Oblivion	
[4/18/23 08:10AM] Player picked up item: Owner's Body, id: 22233, amount: 1, owner: Oblivion	
[4/19/23 09:28AM] Player picked up item: Saint Helm, id: 21028, amount: 1, owner: Oblivion	
[4/19/23 12:01PM] Player picked up item: Deviant Body, id: 21021, amount: 1, owner: Oblivion	
[4/20/23 08:29AM] Player picked up item: Mystic body, id: 23022, amount: 1, owner: Oblivion	
[4/21/23 09:49AM] Player picked up item: Antique Bow, id: 23144, amount: 1, owner: Arab	
[4/21/23 01:41PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Asquad	
[4/22/23 05:08AM] Player picked up item: Adamant platebody (h1), id: 19482, amount: 1, owner: Oblivion	
[4/22/23 09:49AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Oblivion	
[4/22/23 09:49AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Oblivion	
[4/22/23 12:22PM] Player picked up item: Black platebody (h2), id: 19484, amount: 1, owner: Oblivion	
[4/23/23 01:39AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Oblivion	
