[4/15/23 06:22PM] Player picked up item: Coin, id: 995, amount: 100, owner: Grimmy	
[4/15/23 06:27PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Grimmy	
[4/15/23 06:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimmy	
[4/15/23 06:32PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Grimmy	
[4/15/23 06:51PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Grimmy	
[4/15/23 06:56PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Grimmy	
[4/15/23 06:57PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Grimmy	
[4/15/23 06:57PM] Player picked up item: Coin, id: 995, amount: 800, owner: Grimmy	
[4/15/23 06:57PM] Player picked up item: Coin, id: 995, amount: 800, owner: Grimmy	
[4/15/23 07:00PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Grimmy	
[4/15/23 07:01PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Grimmy	
[4/15/23 07:04PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Grimmy	
[4/15/23 07:04PM] Player picked up item: Coin, id: 995, amount: 3600, owner: Grimmy	
[4/15/23 07:04PM] Player picked up item: Coin, id: 995, amount: 900, owner: Grimmy	
[4/15/23 07:05PM] Player picked up item: Coin, id: 995, amount: 2700, owner: Grimmy	
[4/15/23 07:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimmy	
[4/15/23 07:05PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Grimmy	
[4/15/23 07:05PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Grimmy	
[4/15/23 07:05PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Grimmy	
[4/15/23 07:07PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Grimmy	
[4/15/23 07:07PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Grimmy	
[4/15/23 07:07PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Grimmy	
[4/15/23 07:07PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Grimmy	
[4/15/23 07:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimmy	
[4/15/23 07:13PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Grimmy	
[4/15/23 07:14PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Grimmy	
[4/15/23 07:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimmy	
[4/15/23 07:15PM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: Grimmy	
[4/15/23 07:15PM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: Grimmy	
[4/15/23 07:17PM] Player picked up item: Patience body, id: 23035, amount: 1, owner: Grimmy	
[4/15/23 07:17PM] Player picked up item: Patience body, id: 23035, amount: 1, owner: Grimmy	
[4/15/23 07:19PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Grimmy	
[4/15/23 07:20PM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: Grimmy	
[4/15/23 07:20PM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: Grimmy	
[4/15/23 07:20PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Grimmy	
[4/15/23 07:23PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Grimmy	
[4/15/23 07:25PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Grimmy	
[4/15/23 07:25PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Grimmy	
[4/15/23 07:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimmy	
[4/15/23 07:32PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Grimmy	
[4/17/23 04:18PM] Player picked up item: Aberrant Ring, id: 8335, amount: 1, owner: Grimmy	
[4/17/23 04:19PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Grimmy	
[4/17/23 04:19PM] Player picked up item: Aberrant Ring, id: 8335, amount: 1, owner: Grimmy	
[4/17/23 04:19PM] Player picked up item: Aberrant Ring, id: 8335, amount: 1, owner: Grimmy	
[4/17/23 04:20PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Grimmy	
[4/17/23 04:20PM] Player picked up item: Aberrant Head, id: 20592, amount: 1, owner: Grimmy	
[4/17/23 04:20PM] Player picked up item: Aberrant Head, id: 20592, amount: 1, owner: Grimmy	
[4/17/23 04:22PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Grimmy	
[4/17/23 04:27PM] Player picked up item: Aberrant Legs, id: 20594, amount: 1, owner: Grimmy	
[4/17/23 04:29PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimmy	
[4/17/23 04:32PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Grimmy	
[4/17/23 04:33PM] Player picked up item: Coin, id: 995, amount: 4263105, owner: Grimmy	
[4/17/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Grimmy	
[4/17/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Grimmy	
[4/17/23 04:33PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Grimmy	
[4/17/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Grimmy	
[4/17/23 04:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Grimmy	
[4/17/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimmy	
[4/17/23 04:37PM] Player picked up item: Inferno Helm, id: 13300, amount: 1, owner: Grimmy	
[4/17/23 04:37PM] Player picked up item: Inferno Helm, id: 13300, amount: 1, owner: Grimmy	
[4/17/23 04:39PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Grimmy	
[4/17/23 04:39PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Grimmy	
[4/17/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimmy	
[4/17/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimmy	
[4/17/23 06:02PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Grimmy	
[4/17/23 06:03PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Grimmy	
[4/17/23 06:04PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Grimmy	
[4/17/23 06:08PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Grimmy	
[4/17/23 06:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimmy	
[4/17/23 06:11PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Grimmy	
[4/17/23 06:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grimmy	
[4/17/23 06:15PM] Player picked up item: Tormented Sword, id: 21048, amount: 1, owner: Grimmy	
[4/17/23 06:22PM] Player picked up item: Tormented Cape, id: 21039, amount: 1, owner: Grimmy	
[4/17/23 06:22PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Grimmy	
[4/18/23 03:12AM] Player picked up item: Coin, id: 995, amount: 1322957, owner: Grimmy	
[4/18/23 03:12AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Grimmy	
[4/18/23 03:18AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Grimmy	
[4/18/23 03:19AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Grimmy	
[4/18/23 03:19AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Grimmy	
[4/18/23 03:26AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Grimmy	
[4/18/23 03:26AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Grimmy	
[4/18/23 06:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimmy	
[4/18/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grimmy	
[4/18/23 06:15AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Grimmy	
[4/18/23 06:34PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grimmy	
[4/18/23 06:35PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Grimmy	
[4/18/23 06:54PM] Player picked up item: Sacred Body, id: 23135, amount: 1, owner: Grimmy	
[4/21/23 09:49AM] Player picked up item: Antique Bow, id: 23144, amount: 1, owner: Arab	
[4/21/23 09:49AM] Player picked up item: Antique Sword, id: 23146, amount: 1, owner: Arab	
[4/21/23 09:49AM] Player picked up item: Antique Staff, id: 23145, amount: 1, owner: Arab	
