[4/22/23 09:44PM] Player picked up item: Coin, id: 995, amount: 100, owner: Gengar	
[4/22/23 09:57PM] Player picked up item: Coin, id: 995, amount: 400, owner: Gengar	
[4/22/23 09:58PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Gengar	
[4/22/23 09:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 09:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 09:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 09:58PM] Player picked up item: Coin, id: 995, amount: 400, owner: Gengar	
[4/22/23 09:58PM] Player picked up item: Coin, id: 995, amount: 400, owner: Gengar	
[4/22/23 09:58PM] Player picked up item: Coin, id: 995, amount: 400, owner: Gengar	
[4/22/23 09:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 09:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 09:58PM] Player picked up item: Coin, id: 995, amount: 400, owner: Gengar	
[4/22/23 09:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 09:58PM] Player picked up item: Coin, id: 995, amount: 400, owner: Gengar	
[4/22/23 09:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 09:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Gengar	
[4/22/23 09:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 09:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Gengar	
[4/22/23 09:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 09:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Gengar	
[4/22/23 09:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 09:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 09:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Gengar	
[4/22/23 09:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Gengar	
[4/22/23 09:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 09:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Gengar	
[4/22/23 10:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 10:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 10:00PM] Player picked up item: Coin, id: 995, amount: 400, owner: Gengar	
[4/22/23 10:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 10:04PM] Player picked up item: Coin, id: 995, amount: 400, owner: Gengar	
[4/22/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 10:04PM] Player picked up item: Coin, id: 995, amount: 400, owner: Gengar	
[4/22/23 10:04PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Gengar	
[4/22/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Gengar	
[4/22/23 10:04PM] Player picked up item: Coin, id: 995, amount: 400, owner: Gengar	
[4/22/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 10:04PM] Player picked up item: Coin, id: 995, amount: 400, owner: Gengar	
[4/22/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 10:04PM] Player picked up item: Coin, id: 995, amount: 400, owner: Gengar	
[4/22/23 10:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 10:05PM] Player picked up item: Coin, id: 995, amount: 500, owner: Gengar	
[4/22/23 10:05PM] Player picked up item: Coin, id: 995, amount: 500, owner: Gengar	
[4/22/23 10:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 10:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 10:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 10:06PM] Player picked up item: Coin, id: 995, amount: 500, owner: Gengar	
[4/22/23 10:06PM] Player picked up item: Coin, id: 995, amount: 500, owner: Gengar	
[4/22/23 10:06PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Gengar	
[4/22/23 10:06PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Gengar	
[4/22/23 10:07PM] Player picked up item: Coin, id: 995, amount: 500, owner: Gengar	
[4/22/23 10:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 10:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gengar	
[4/22/23 10:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 10:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 10:07PM] Player picked up item: Coin, id: 995, amount: 500, owner: Gengar	
[4/22/23 10:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 10:07PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Gengar	
[4/22/23 10:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gengar	
[4/22/23 10:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 10:07PM] Player picked up item: Coin, id: 995, amount: 500, owner: Gengar	
[4/22/23 10:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 10:07PM] Player picked up item: Coin, id: 995, amount: 500, owner: Gengar	
[4/22/23 10:07PM] Player picked up item: Coin, id: 995, amount: 500, owner: Gengar	
[4/22/23 10:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 10:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 10:07PM] Player picked up item: Coin, id: 995, amount: 500, owner: Gengar	
[4/22/23 10:08PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Gengar	
[4/22/23 10:08PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Gengar	
[4/22/23 10:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 10:09PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Gengar	
[4/22/23 10:09PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Gengar	
[4/22/23 10:09PM] Player picked up item: Coin, id: 995, amount: 500, owner: Gengar	
[4/22/23 10:09PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Gengar	
[4/22/23 10:09PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Gengar	
[4/22/23 10:09PM] Player picked up item: Coin, id: 995, amount: 500, owner: Gengar	
[4/22/23 10:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 10:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 10:09PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Gengar	
[4/22/23 10:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gengar	
[4/22/23 10:09PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Gengar	
[4/22/23 10:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gengar	
[4/22/23 10:10PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Gengar	
[4/22/23 10:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 10:10PM] Player picked up item: Coin, id: 995, amount: 500, owner: Gengar	
[4/22/23 10:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gengar	
[4/22/23 10:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 10:10PM] Player picked up item: Coin, id: 995, amount: 500, owner: Gengar	
[4/22/23 10:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 10:10PM] Player picked up item: Coin, id: 995, amount: 500, owner: Gengar	
[4/22/23 10:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 10:10PM] Player picked up item: Coin, id: 995, amount: 500, owner: Gengar	
[4/22/23 10:10PM] Player picked up item: Coin, id: 995, amount: 500, owner: Gengar	
[4/22/23 10:10PM] Player picked up item: Coin, id: 995, amount: 500, owner: Gengar	
[4/22/23 10:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 10:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 10:10PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Gengar	
[4/22/23 10:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 10:10PM] Player picked up item: Coin, id: 995, amount: 500, owner: Gengar	
[4/22/23 10:10PM] Player picked up item: Coin, id: 995, amount: 500, owner: Gengar	
[4/22/23 10:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 10:15PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Gengar	
[4/22/23 10:16PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Gengar	
[4/22/23 10:17PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Gengar	
[4/22/23 10:17PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Gengar	
[4/22/23 10:17PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Gengar	
[4/22/23 10:19PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Gengar	
[4/22/23 10:20PM] Player picked up item: Coin, id: 995, amount: 600, owner: Gengar	
[4/22/23 10:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 10:20PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Gengar	
[4/22/23 10:20PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Gengar	
[4/22/23 10:24PM] Player picked up item: Coin, id: 995, amount: 700, owner: Gengar	
[4/22/23 10:25PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Gengar	
[4/22/23 10:25PM] Player picked up item: Coin, id: 995, amount: 700, owner: Gengar	
[4/22/23 10:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 10:30PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Gengar	
[4/22/23 10:33PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Gengar	
[4/22/23 10:34PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Gengar	
[4/22/23 10:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
[4/22/23 10:40PM] Player picked up item: Coin, id: 995, amount: 700, owner: Gengar	
[4/22/23 10:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gengar	
