[4/19/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps2	
[4/19/23 08:22AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rsps2	
[4/19/23 10:15AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rsps2	
[4/19/23 10:16AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rsps2	
[4/19/23 10:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps2	
[4/19/23 10:17AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Rsps2	
[4/19/23 10:18AM] Player picked up item: Mystic body, id: 23022, amount: 1, owner: Rsps2	
[4/19/23 10:21AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rsps2	
[4/19/23 10:22AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Rsps2	
[4/19/23 10:23AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rsps2	
[4/19/23 10:23AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Rsps2	
[4/19/23 10:24AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Rsps2	
[4/19/23 10:24AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rsps2	
[4/19/23 10:25AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rsps2	
[4/19/23 10:27AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Rsps2	
[4/19/23 10:33AM] Player picked up item: Nightmare hammers, id: 23033, amount: 1, owner: Rsps2	
[4/19/23 10:38AM] Player picked up item: Nightmare gloves, id: 23031, amount: 1, owner: Rsps2	
[4/19/23 10:42AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Rsps2	
[4/19/23 10:43AM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: Rsps2	
[4/19/23 10:45AM] Player picked up item: Coin, id: 995, amount: 1965443, owner: Rsps2	
[4/19/23 10:45AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Rsps2	
[4/19/23 10:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps2	
[4/19/23 10:47AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rsps2	
[4/19/23 10:48AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Rsps2	
[4/19/23 10:48AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Rsps2	
[4/19/23 10:48AM] Player picked up item: Patience gloves, id: 23037, amount: 1, owner: Rsps2	
[4/19/23 10:49AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rsps2	
[4/19/23 10:49AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rsps2	
[4/19/23 10:49AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rsps2	
[4/19/23 10:51AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rsps2	
[4/19/23 10:53AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Rsps2	
[4/19/23 10:55AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Rsps2	
[4/19/23 10:55AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rsps2	
[4/19/23 10:56AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Rsps2	
[4/19/23 10:58AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rsps2	
[4/19/23 10:58AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Rsps2	
[4/19/23 10:58AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Rsps2	
[4/19/23 11:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps2	
[4/19/23 11:05AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rsps2	
[4/19/23 11:05AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rsps2	
[4/19/23 11:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps2	
[4/19/23 11:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rsps2	
[4/19/23 11:06AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rsps2	
[4/19/23 11:08AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rsps2	
[4/19/23 11:08AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Rsps2	
[4/19/23 11:09AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rsps2	
[4/19/23 11:10AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Rsps2	
[4/19/23 11:11AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Rsps2	
[4/19/23 11:15AM] Player picked up item: Coin, id: 995, amount: 2190730, owner: Rsps2	
[4/19/23 11:15AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Rsps2	
[4/19/23 11:21AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Rsps2	
[4/19/23 11:21AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Rsps2	
[4/19/23 11:23AM] Player picked up item: Aberrant Boots, id: 8334, amount: 1, owner: Rsps2	
[4/19/23 11:25AM] Player picked up item: Coin, id: 995, amount: 18000, owner: Rsps2	
[4/19/23 11:32AM] Player picked up item: Aberrant Ring, id: 8335, amount: 1, owner: Rsps2	
[4/19/23 11:32AM] Player picked up item: Aberrant Ring, id: 8335, amount: 1, owner: Rsps2	
[4/19/23 11:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Rsps2	
[4/19/23 11:43AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Rsps2	
[4/19/23 11:52AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Rsps2	
[4/19/23 11:57AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Rsps2	
[4/19/23 11:58AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Rsps2	
[4/19/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps2	
[4/19/23 12:03PM] Player picked up item: Inferno Boots, id: 13305, amount: 1, owner: Rsps2	
[4/19/23 12:15PM] Player picked up item: Coin, id: 995, amount: 1172471, owner: Rsps2	
[4/19/23 12:15PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Rsps2	
[4/19/23 12:15PM] Player picked up item: Infinite prayer potion (T3), id: 23123, amount: 1, owner: Rsps2	
[4/19/23 12:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Rsps2	
[4/19/23 12:15PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Rsps2	
[4/19/23 12:17PM] Player picked up item: Coin, id: 995, amount: 3845897, owner: Rsps2	
[4/19/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Rsps2	
[4/19/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Rsps2	
[4/19/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Rsps2	
[4/19/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Rsps2	
[4/19/23 12:40PM] Player picked up item: Nagi Cape, id: 21071, amount: 1, owner: Rsps2	
[4/19/23 12:43PM] Player picked up item: Coin, id: 995, amount: 30000, owner: Rsps2	
[4/19/23 12:45PM] Player picked up item: Coin, id: 995, amount: 1142310, owner: Rsps2	
[4/19/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Rsps2	
[4/19/23 12:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Rsps2	
[4/19/23 12:46PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Rsps2	
[4/19/23 12:58PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Rsps2	
[4/19/23 01:01PM] Player picked up item: Coin, id: 995, amount: 16000, owner: Rsps2	
[4/19/23 01:01PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Rsps2	
[4/21/23 01:58AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Rsps2	
[4/21/23 02:01AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rsps2	
[4/21/23 02:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps2	
[4/21/23 02:01AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rsps2	
[4/21/23 02:02AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rsps2	
[4/21/23 02:07AM] Player picked up item: Coin, id: 995, amount: 1860885, owner: Rsps2	
[4/21/23 02:07AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Rsps2	
[4/21/23 02:08AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rsps2	
[4/21/23 02:09AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rsps2	
[4/21/23 02:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps2	
[4/21/23 02:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps2	
[4/21/23 02:09AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Rsps2	
[4/21/23 02:29AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Rsps2	
[4/21/23 02:29AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Rsps2	
