[4/16/23 01:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Skedesvamp	
[4/16/23 04:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Skedesvamp	
[4/16/23 04:43AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Skedesvamp	
[4/16/23 04:47AM] Player picked up item: Coin, id: 995, amount: 2225772, owner: Skedesvamp	
[4/16/23 04:47AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Skedesvamp	
[4/16/23 04:48AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Skedesvamp	
[4/16/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Skedesvamp	
[4/16/23 05:07AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Skedesvamp	
[4/16/23 05:07AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Skedesvamp	
[4/16/23 05:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Skedesvamp	
[4/16/23 05:08AM] Player picked up item: Mystic body, id: 23022, amount: 1, owner: Skedesvamp	
[4/16/23 05:08AM] Player picked up item: Mystic body, id: 23022, amount: 1, owner: Skedesvamp	
[4/16/23 05:13AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Skedesvamp	
[4/16/23 05:13AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Skedesvamp	
[4/16/23 05:13AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Skedesvamp	
[4/16/23 05:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Skedesvamp	
[4/16/23 05:14AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Skedesvamp	
[4/16/23 05:15AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Skedesvamp	
[4/16/23 05:16AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Skedesvamp	
[4/16/23 05:18AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Skedesvamp	
[4/16/23 05:18AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Skedesvamp	
[4/16/23 05:18AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Skedesvamp	
[4/16/23 05:21AM] Player picked up item: Aberrant Head, id: 20592, amount: 1, owner: Skedesvamp	
[4/16/23 05:21AM] Player picked up item: Aberrant Head, id: 20592, amount: 1, owner: Skedesvamp	
[4/16/23 05:25AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Skedesvamp	
[4/16/23 05:26AM] Player picked up item: Coin, id: 995, amount: 3066917, owner: Skedesvamp	
[4/16/23 05:26AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Skedesvamp	
[4/16/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Skedesvamp	
[4/16/23 05:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Skedesvamp	
[4/16/23 05:30AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Skedesvamp	
[4/16/23 05:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Skedesvamp	
[4/16/23 05:37AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Skedesvamp	
[4/16/23 05:37AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Skedesvamp	
[4/16/23 05:37AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Skedesvamp	
[4/16/23 05:37AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Skedesvamp	
[4/16/23 05:38AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Skedesvamp	
[4/16/23 05:42AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Skedesvamp	
[4/16/23 05:42AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Skedesvamp	
[4/16/23 05:48AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Skedesvamp	
[4/16/23 05:48AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Skedesvamp	
[4/16/23 05:54AM] Player picked up item: Coin, id: 995, amount: 2104430, owner: Skedesvamp	
[4/16/23 05:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Skedesvamp	
[4/16/23 06:03AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Skedesvamp	
[4/16/23 06:04AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Skedesvamp	
[4/16/23 06:16AM] Player picked up item: Coin, id: 995, amount: 900, owner: Skedesvamp	
[4/16/23 06:17AM] Player picked up item: Coin, id: 995, amount: 800, owner: Skedesvamp	
[4/16/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Skedesvamp	
[4/16/23 06:19AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Skedesvamp	
[4/17/23 09:58PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Skedesvamp	
[4/17/23 09:59PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Skedesvamp	
[4/17/23 10:01PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Skedesvamp	
[4/17/23 10:01PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Skedesvamp	
[4/17/23 10:01PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Skedesvamp	
[4/17/23 10:01PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Skedesvamp	
[4/17/23 10:01PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Skedesvamp	
[4/18/23 12:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Skedesvamp	
[4/18/23 12:42AM] Player picked up item: Coin, id: 995, amount: 2053476, owner: Skedesvamp	
[4/18/23 12:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Skedesvamp	
[4/18/23 12:43AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Skedesvamp	
[4/18/23 12:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Skedesvamp	
[4/18/23 12:45AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Skedesvamp	
[4/18/23 12:45AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Skedesvamp	
[4/18/23 12:57AM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Just Kirbs	
[4/18/23 12:57AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Just Kirbs	
[4/18/23 02:41AM] Player picked up item: Coin, id: 995, amount: 1499715, owner: Skedesvamp	
[4/18/23 02:41AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Skedesvamp	
[4/18/23 02:42AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Skedesvamp	
[4/18/23 02:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Skedesvamp	
[4/18/23 02:43AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Skedesvamp	
[4/18/23 02:44AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Skedesvamp	
[4/18/23 02:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Skedesvamp	
