[4/15/23 04:14AM] Player picked up item: Coin, id: 995, amount: 100, owner: Killajeffa	
[4/15/23 04:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
[4/15/23 04:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
[4/15/23 04:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
[4/15/23 04:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
[4/15/23 04:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
[4/15/23 04:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
[4/15/23 04:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
[4/15/23 04:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
[4/15/23 04:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
[4/15/23 04:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
[4/15/23 04:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
[4/15/23 04:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
[4/15/23 04:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
[4/15/23 04:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
[4/15/23 04:59AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Killajeffa	
[4/15/23 04:59AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Killajeffa	
[4/15/23 05:01AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Killajeffa	
[4/15/23 05:01AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Killajeffa	
[4/15/23 07:53AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Killajeffa	
[4/15/23 08:01AM] Player picked up item: Coin, id: 995, amount: 3784852, owner: Killajeffa	
[4/15/23 08:01AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Killajeffa	
[4/15/23 08:03AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Killajeffa	
[4/15/23 08:03AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Killajeffa	
[4/15/23 08:05AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Killajeffa	
[4/15/23 08:07AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Killajeffa	
[4/15/23 08:09AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Killajeffa	
[4/15/23 08:20AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Killajeffa	
[4/15/23 08:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
[4/15/23 08:24AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Killajeffa	
[4/15/23 08:24AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Killajeffa	
[4/15/23 08:25AM] Player picked up item: Coin, id: 995, amount: 800, owner: Killajeffa	
[4/15/23 08:29AM] Player picked up item: Coin, id: 995, amount: 2240172, owner: Killajeffa	
[4/15/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Killajeffa	
[4/15/23 08:29AM] Player picked up item: Coin, id: 995, amount: 2245668, owner: Killajeffa	
[4/15/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Killajeffa	
[4/15/23 08:31AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Killajeffa	
[4/15/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
[4/15/23 08:35AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Killajeffa	
[4/15/23 08:36AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Killajeffa	
[4/15/23 08:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
[4/15/23 08:37AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Killajeffa	
[4/15/23 08:39AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Killajeffa	
[4/15/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
[4/15/23 08:41AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Killajeffa	
[4/15/23 08:42AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Killajeffa	
[4/15/23 08:43AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Killajeffa	
[4/15/23 08:43AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Killajeffa	
[4/15/23 08:51AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Killajeffa	
[4/15/23 08:52AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Killajeffa	
[4/15/23 08:52AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Killajeffa	
[4/15/23 08:52AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Killajeffa	
[4/15/23 08:52AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Killajeffa	
[4/15/23 08:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Killajeffa	
[4/15/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
[4/15/23 08:53AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Killajeffa	
[4/15/23 08:53AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Killajeffa	
[4/15/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
[4/15/23 08:54AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Killajeffa	
[4/15/23 08:54AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Killajeffa	
[4/15/23 08:54AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Killajeffa	
[4/15/23 08:56AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Killajeffa	
[4/15/23 08:56AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Killajeffa	
[4/15/23 08:56AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Killajeffa	
[4/15/23 08:57AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Killajeffa	
[4/15/23 08:57AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Killajeffa	
[4/15/23 08:58AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Killajeffa	
[4/15/23 09:00AM] Player picked up item: Coin, id: 995, amount: 1180697, owner: Killajeffa	
[4/15/23 09:00AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Killajeffa	
[4/15/23 09:01AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Killajeffa	
[4/15/23 09:01AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Killajeffa	
[4/15/23 09:02AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Killajeffa	
[4/15/23 09:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
[4/15/23 09:03AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Killajeffa	
[4/15/23 09:03AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Killajeffa	
[4/15/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Killajeffa	
[4/15/23 09:04AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Killajeffa	
[4/15/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Killajeffa	
[4/15/23 09:04AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Killajeffa	
[4/15/23 09:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killajeffa	
[4/15/23 09:05AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Killajeffa	
[4/15/23 09:05AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Killajeffa	
[4/15/23 04:14PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Killajeffa	
[4/15/23 04:14PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Killajeffa	
[4/15/23 04:14PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Killajeffa	
[4/15/23 04:53PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Dedmojo	
[4/17/23 08:34AM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Like My Peep	
[4/17/23 08:34AM] Player picked up item: Emerald Crossbow, id: 8088, amount: 1, owner: Like My Peep	
