[4/15/23 08:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Johnnyapple	
[4/15/23 09:45AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Turtle	
[4/15/23 09:46AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Turtle	
[4/15/23 09:52AM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Turtle	
[4/15/23 10:01AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Turtle	
[4/15/23 10:03AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Turtle	
[4/15/23 10:04AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Turtle	
[4/15/23 10:04AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Turtle	
[4/15/23 10:07AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Turtle	
[4/15/23 10:07AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Turtle	
[4/15/23 10:09AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Turtle	
[4/15/23 10:09AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Turtle	
[4/15/23 10:10AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Turtle	
[4/15/23 10:11AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Turtle	
[4/15/23 10:13AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Turtle	
[4/15/23 10:14AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Turtle	
[4/15/23 10:14AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Turtle	
[4/15/23 10:15AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Turtle	
[4/15/23 10:15AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Turtle	
[4/15/23 10:17AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Turtle	
[4/15/23 10:19AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Turtle	
[4/15/23 10:19AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Turtle	
[4/15/23 10:19AM] Player picked up item: Coin, id: 995, amount: 800, owner: Turtle	
[4/15/23 10:26AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Turtle	
[4/15/23 10:29AM] Player picked up item: Coin, id: 995, amount: 2163220, owner: Turtle	
[4/15/23 10:29AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Turtle	
[4/15/23 10:29AM] Player picked up item: Coin, id: 995, amount: 2824911, owner: Turtle	
[4/15/23 10:29AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Turtle	
[4/15/23 10:30AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Turtle	
[4/15/23 10:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Turtle	
[4/15/23 10:33AM] Player picked up item: Clean Sephialla, id: 913, amount: 1, owner: Turtle	
[4/15/23 10:33AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Turtle	
[4/15/23 10:36AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Turtle	
[4/15/23 10:36AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Turtle	
[4/15/23 10:38AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Turtle	
[4/15/23 10:39AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Turtle	
[4/15/23 10:49AM] Player picked up item: Coin, id: 995, amount: 16000, owner: Turtle	
[4/15/23 10:52AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Turtle	
[4/15/23 10:54AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Turtle	
[4/15/23 10:59AM] Player picked up item: Coin, id: 995, amount: 1326921, owner: Turtle	
[4/15/23 10:59AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Turtle	
[4/15/23 11:01AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Turtle	
[4/17/23 02:33PM] Player picked up item: Coin, id: 995, amount: 1993559, owner: Turtle	
[4/17/23 02:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Turtle	
[4/17/23 02:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Turtle	
[4/17/23 02:34PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Turtle	
[4/17/23 02:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Turtle	
