[4/17/23 11:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Muddyboy	
[4/17/23 11:41AM] Player picked up item: Coin, id: 995, amount: 200, owner: Muddyboy	
[4/17/23 11:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muddyboy	
[4/17/23 11:41AM] Player picked up item: Coin, id: 995, amount: 200, owner: Muddyboy	
[4/17/23 11:41AM] Player picked up item: Coin, id: 995, amount: 200, owner: Muddyboy	
[4/17/23 11:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muddyboy	
[4/17/23 11:42AM] Player picked up item: Coin, id: 995, amount: 200, owner: Muddyboy	
[4/17/23 11:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muddyboy	
[4/17/23 11:42AM] Player picked up item: Coin, id: 995, amount: 200, owner: Muddyboy	
[4/17/23 11:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Muddyboy	
[4/17/23 11:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Muddyboy	
[4/17/23 11:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muddyboy	
[4/17/23 11:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Muddyboy	
[4/17/23 11:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muddyboy	
[4/17/23 11:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Muddyboy	
[4/17/23 11:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muddyboy	
[4/17/23 11:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Muddyboy	
[4/17/23 11:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muddyboy	
[4/17/23 11:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Muddyboy	
[4/17/23 11:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muddyboy	
[4/17/23 11:45AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Muddyboy	
[4/17/23 11:51AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Muddyboy	
[4/17/23 11:52AM] Player picked up item: Coin, id: 995, amount: 500, owner: Muddyboy	
[4/17/23 11:56AM] Player picked up item: Coin, id: 995, amount: 1243949, owner: Muddyboy	
[4/17/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Muddyboy	
[4/17/23 11:56AM] Player picked up item: Coin, id: 995, amount: 1394237, owner: Muddyboy	
[4/17/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Muddyboy	
[4/17/23 12:03PM] Player picked up item: Coin, id: 995, amount: 2418770, owner: Muddyboy	
[4/17/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Muddyboy	
[4/17/23 12:08PM] Player picked up item: Coin, id: 995, amount: 1664932, owner: Muddyboy	
[4/17/23 12:08PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Muddyboy	
[4/17/23 12:09PM] Player picked up item: Coin, id: 995, amount: 2118392, owner: Muddyboy	
[4/17/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Muddyboy	
[4/17/23 12:09PM] Player picked up item: Coin, id: 995, amount: 1647590, owner: Muddyboy	
[4/17/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Muddyboy	
[4/17/23 12:10PM] Player picked up item: Majestic Box, id: 15004, amount: 1, owner: Muddyboy	
[4/17/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Muddyboy	
[4/17/23 12:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Muddyboy	
[4/17/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Muddyboy	
[4/17/23 12:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Muddyboy	
[4/17/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Muddyboy	
[4/17/23 12:11PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Muddyboy	
[4/17/23 12:11PM] Player picked up item: Coin, id: 995, amount: 4069749, owner: Muddyboy	
[4/17/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Muddyboy	
[4/17/23 12:12PM] Player picked up item: Coin, id: 995, amount: 4367304, owner: Muddyboy	
[4/17/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Muddyboy	
[4/17/23 12:12PM] Player picked up item: Coin, id: 995, amount: 2747287, owner: Muddyboy	
[4/17/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Muddyboy	
[4/17/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Muddyboy	
[4/17/23 12:13PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Muddyboy	
[4/17/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Muddyboy	
[4/17/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Muddyboy	
[4/17/23 12:15PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Muddyboy	
[4/17/23 12:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Muddyboy	
[4/17/23 12:17PM] Player picked up item: Coin, id: 995, amount: 1247504, owner: Muddyboy	
[4/17/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Muddyboy	
[4/17/23 12:18PM] Player picked up item: Coin, id: 995, amount: 2081264, owner: Muddyboy	
[4/17/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Muddyboy	
[4/17/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Muddyboy	
[4/17/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Muddyboy	
[4/17/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Muddyboy	
[4/17/23 12:19PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Muddyboy	
[4/17/23 12:26PM] Player picked up item: Imperial Staff, id: 18629, amount: 1, owner: Trobi	
[4/17/23 12:30PM] Player picked up item: Starter Helm, id: 703, amount: 1, owner: Muddyboy	
