[4/19/23 05:47PM] Player picked up item: Rune platebody (h2), id: 19486, amount: 1, owner: Ao	
[4/19/23 05:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sumnimrod	
[4/19/23 05:59PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sumnimrod	
[4/19/23 05:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sumnimrod	
[4/19/23 05:59PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sumnimrod	
[4/19/23 05:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sumnimrod	
[4/19/23 05:59PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sumnimrod	
[4/19/23 05:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sumnimrod	
[4/19/23 06:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sumnimrod	
[4/19/23 06:00PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sumnimrod	
[4/19/23 06:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sumnimrod	
[4/19/23 06:00PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sumnimrod	
[4/19/23 06:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sumnimrod	
[4/19/23 06:00PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sumnimrod	
[4/19/23 06:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sumnimrod	
[4/19/23 06:00PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sumnimrod	
[4/19/23 06:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sumnimrod	
[4/19/23 06:00PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sumnimrod	
[4/19/23 06:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sumnimrod	
[4/19/23 06:01PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sumnimrod	
[4/19/23 06:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sumnimrod	
[4/19/23 06:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sumnimrod	
[4/19/23 06:01PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sumnimrod	
[4/19/23 06:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sumnimrod	
[4/19/23 06:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sumnimrod	
[4/19/23 06:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sumnimrod	
[4/19/23 06:01PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sumnimrod	
[4/19/23 06:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sumnimrod	
[4/19/23 06:01PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sumnimrod	
[4/19/23 06:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sumnimrod	
[4/19/23 06:02PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sumnimrod	
[4/19/23 06:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sumnimrod	
[4/19/23 06:02PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sumnimrod	
[4/19/23 06:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sumnimrod	
[4/19/23 06:02PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sumnimrod	
[4/19/23 06:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sumnimrod	
[4/19/23 06:02PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sumnimrod	
[4/19/23 06:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sumnimrod	
[4/19/23 06:02PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sumnimrod	
[4/19/23 06:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sumnimrod	
[4/19/23 06:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sumnimrod	
[4/19/23 06:02PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sumnimrod	
[4/19/23 06:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sumnimrod	
[4/19/23 06:02PM] Player picked up item: Coin, id: 995, amount: 300, owner: Sumnimrod	
[4/19/23 06:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sumnimrod	
[4/19/23 06:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sumnimrod	
[4/19/23 06:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sumnimrod	
[4/19/23 06:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sumnimrod	
[4/19/23 06:04PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sumnimrod	
[4/19/23 06:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sumnimrod	
[4/19/23 06:05PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Sumnimrod	
[4/19/23 06:05PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Sumnimrod	
[4/19/23 06:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sumnimrod	
[4/19/23 06:05PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sumnimrod	
[4/19/23 06:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sumnimrod	
[4/19/23 06:07PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Sumnimrod	
[4/19/23 06:07PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Sumnimrod	
[4/19/23 06:08PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Sumnimrod	
[4/19/23 06:08PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Sumnimrod	
[4/19/23 06:08PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Sumnimrod	
[4/19/23 06:08PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Sumnimrod	
[4/19/23 06:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sumnimrod	
[4/19/23 06:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Sumnimrod	
[4/19/23 06:10PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Sumnimrod	
[4/19/23 06:11PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Sumnimrod	
[4/19/23 06:11PM] Player picked up item: Coin, id: 995, amount: 800, owner: Sumnimrod	
[4/19/23 06:11PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Sumnimrod	
[4/19/23 06:11PM] Player picked up item: Coin, id: 995, amount: 500, owner: Sumnimrod	
[4/19/23 06:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sumnimrod	
[4/19/23 06:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sumnimrod	
[4/19/23 06:13PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Sumnimrod	
[4/19/23 06:13PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Sumnimrod	
[4/19/23 06:13PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Sumnimrod	
[4/19/23 06:13PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Sumnimrod	
[4/19/23 06:13PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Sumnimrod	
[4/19/23 06:13PM] Player picked up item: Coin, id: 995, amount: 500, owner: Sumnimrod	
[4/19/23 06:15PM] Player picked up item: Coin, id: 995, amount: 1613255, owner: Sumnimrod	
[4/19/23 06:15PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Sumnimrod	
[4/19/23 06:19PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Sumnimrod	
[4/19/23 06:19PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Sumnimrod	
[4/19/23 06:21PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Sumnimrod	
[4/19/23 06:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sumnimrod	
[4/19/23 06:30PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Onlyfans	
[4/19/23 06:43PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Sumnimrod	
[4/19/23 06:43PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Sumnimrod	
[4/19/23 07:01PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Sumnimrod	
[4/19/23 07:02PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Sumnimrod	
[4/19/23 07:02PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Sumnimrod	
[4/19/23 07:04PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Sumnimrod	
[4/19/23 07:04PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Sumnimrod	
[4/19/23 07:06PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Sumnimrod	
[4/19/23 07:07PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Sumnimrod	
[4/19/23 07:07PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Sumnimrod	
[4/19/23 07:07PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Sumnimrod	
[4/19/23 07:09PM] Player picked up item: Coin, id: 995, amount: 800, owner: Sumnimrod	
[4/19/23 07:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sumnimrod	
[4/19/23 07:09PM] Player picked up item: Coin, id: 995, amount: 800, owner: Sumnimrod	
[4/19/23 07:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sumnimrod	
[4/19/23 07:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sumnimrod	
[4/19/23 07:10PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Sumnimrod	
[4/19/23 07:11PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Sumnimrod	
[4/19/23 07:11PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Sumnimrod	
[4/19/23 07:12PM] Player picked up item: Coin, id: 995, amount: 800, owner: Sumnimrod	
[4/19/23 07:13PM] Player picked up item: Coin, id: 995, amount: 5600, owner: Sumnimrod	
[4/19/23 07:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sumnimrod	
[4/19/23 07:14PM] Player picked up item: Coin, id: 995, amount: 1280318, owner: Sumnimrod	
[4/19/23 07:14PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Sumnimrod	
[4/19/23 07:17PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Sumnimrod	
[4/19/23 07:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sumnimrod	
[4/19/23 07:17PM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: Sumnimrod	
[4/19/23 07:19PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Sumnimrod	
[4/19/23 07:19PM] Player picked up item: Coin, id: 995, amount: 7500, owner: Sumnimrod	
[4/19/23 07:19PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Sumnimrod	
[4/19/23 07:19PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Sumnimrod	
[4/19/23 07:20PM] Player picked up item: Coin, id: 995, amount: 7500, owner: Sumnimrod	
[4/19/23 07:20PM] Player picked up item: Coin, id: 995, amount: 7500, owner: Sumnimrod	
[4/19/23 07:21PM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: Sumnimrod	
[4/19/23 07:22PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Sumnimrod	
[4/19/23 07:23PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Sumnimrod	
[4/19/23 07:24PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Sumnimrod	
[4/19/23 07:24PM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: Sumnimrod	
[4/19/23 07:26PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Sumnimrod	
[4/19/23 07:26PM] Player picked up item: Patience body, id: 23035, amount: 1, owner: Sumnimrod	
[4/19/23 07:30PM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: Sumnimrod	
[4/19/23 07:33PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Sumnimrod	
[4/19/23 07:33PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Sumnimrod	
[4/19/23 07:36PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Sumnimrod	
[4/19/23 07:36PM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: Sumnimrod	
[4/19/23 07:37PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Sumnimrod	
[4/19/23 07:37PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Sumnimrod	
[4/19/23 07:37PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Sumnimrod	
[4/19/23 07:38PM] Player picked up item: Coin, id: 995, amount: 7500, owner: Sumnimrod	
[4/19/23 07:38PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Sumnimrod	
[4/19/23 07:39PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Sumnimrod	
[4/19/23 07:39PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Sumnimrod	
[4/19/23 07:39PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Sumnimrod	
[4/19/23 07:39PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Sumnimrod	
[4/19/23 07:41PM] Player picked up item: Coin, id: 995, amount: 7500, owner: Sumnimrod	
[4/19/23 07:42PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Sumnimrod	
[4/19/23 07:42PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Sumnimrod	
[4/19/23 07:46PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Sumnimrod	
[4/19/23 07:46PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Sumnimrod	
[4/19/23 07:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sumnimrod	
[4/19/23 07:50PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Sumnimrod	
[4/19/23 07:54PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Sumnimrod	
[4/19/23 07:54PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Sumnimrod	
