[4/15/23 03:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lawker	
[4/15/23 04:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: Lawker	
[4/15/23 04:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lawker	
[4/15/23 04:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: Lawker	
[4/15/23 04:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lawker	
[4/15/23 04:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: Lawker	
[4/15/23 04:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lawker	
[4/15/23 04:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: Lawker	
[4/15/23 04:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lawker	
[4/15/23 04:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: Lawker	
[4/15/23 04:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lawker	
[4/15/23 04:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: Lawker	
[4/15/23 04:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lawker	
[4/15/23 04:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: Lawker	
[4/15/23 04:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lawker	
[4/15/23 04:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: Lawker	
[4/15/23 04:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lawker	
[4/15/23 04:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lawker	
[4/15/23 04:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lawker	
[4/15/23 04:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lawker	
[4/15/23 04:03PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Lawker	
[4/15/23 04:03PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Lawker	
[4/15/23 04:03PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Lawker	
[4/15/23 04:03PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Lawker	
[4/15/23 04:03PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Lawker	
[4/15/23 04:03PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Lawker	
[4/15/23 04:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Lawker	
[4/15/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lawker	
[4/15/23 04:04PM] Player picked up item: Coin, id: 995, amount: 600, owner: Lawker	
[4/15/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Lawker	
[4/15/23 04:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Lawker	
[4/15/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lawker	
[4/15/23 04:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Lawker	
[4/15/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lawker	
[4/15/23 04:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Lawker	
[4/15/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lawker	
[4/15/23 04:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Lawker	
[4/15/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lawker	
[4/15/23 04:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Lawker	
[4/15/23 04:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lawker	
[4/15/23 04:08PM] Player picked up item: Coin, id: 995, amount: 400, owner: Lawker	
[4/15/23 04:08PM] Player picked up item: Coin, id: 995, amount: 400, owner: Lawker	
[4/15/23 04:08PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Lawker	
[4/15/23 04:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lawker	
[4/15/23 04:09PM] Player picked up item: Coin, id: 995, amount: 400, owner: Lawker	
[4/15/23 04:10PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Lawker	
[4/15/23 04:13PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Lawker	
[4/15/23 04:14PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Lawker	
[4/15/23 04:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lawker	
[4/15/23 04:14PM] Player picked up item: Coin, id: 995, amount: 500, owner: Lawker	
[4/15/23 04:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lawker	
[4/15/23 04:14PM] Player picked up item: Coin, id: 995, amount: 500, owner: Lawker	
[4/15/23 04:14PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Lawker	
[4/15/23 04:14PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Lawker	
[4/15/23 04:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lawker	
[4/15/23 04:15PM] Player picked up item: Coin, id: 995, amount: 500, owner: Lawker	
[4/15/23 04:15PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Lawker	
[4/15/23 04:15PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Lawker	
[4/15/23 04:15PM] Player picked up item: Coin, id: 995, amount: 500, owner: Lawker	
[4/15/23 04:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lawker	
[4/15/23 04:15PM] Player picked up item: Coin, id: 995, amount: 500, owner: Lawker	
[4/15/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Lawker	
[4/15/23 04:16PM] Player picked up item: Coin, id: 995, amount: 2500, owner: Lawker	
[4/15/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Lawker	
[4/15/23 04:16PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Lawker	
[4/15/23 04:16PM] Player picked up item: Coin, id: 995, amount: 500, owner: Lawker	
[4/15/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lawker	
[4/15/23 04:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lawker	
[4/15/23 04:17PM] Player picked up item: Coin, id: 995, amount: 500, owner: Lawker	
[4/15/23 04:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lawker	
[4/15/23 04:17PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Lawker	
[4/15/23 04:17PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Lawker	
[4/15/23 04:17PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Lawker	
[4/15/23 04:17PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Lawker	
[4/15/23 04:17PM] Player picked up item: Coin, id: 995, amount: 500, owner: Lawker	
[4/15/23 04:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lawker	
[4/15/23 04:20PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Lawker	
[4/15/23 04:20PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Lawker	
[4/15/23 04:20PM] Player picked up item: Coin, id: 995, amount: 500, owner: Lawker	
[4/15/23 04:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lawker	
[4/15/23 04:20PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Lawker	
[4/15/23 04:20PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Lawker	
[4/15/23 04:20PM] Player picked up item: Coin, id: 995, amount: 2500, owner: Lawker	
[4/15/23 04:20PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Lawker	
[4/15/23 04:20PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Lawker	
[4/15/23 04:31PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Lawker	
[4/15/23 04:31PM] Player picked up item: Coin, id: 995, amount: 1745403, owner: Lawker	
[4/15/23 04:38PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Lawker	
[4/15/23 04:40PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Lawker	
[4/15/23 04:53PM] Player picked up item: Coin, id: 995, amount: 900, owner: Lawker	
[4/15/23 04:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lawker	
[4/15/23 04:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lawker	
[4/15/23 04:54PM] Player picked up item: Coin, id: 995, amount: 900, owner: Lawker	
[4/15/23 04:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lawker	
[4/15/23 04:56PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Lawker	
[4/15/23 04:56PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Lawker	
[4/15/23 05:01PM] Player picked up item: Coin, id: 995, amount: 1265811, owner: Lawker	
[4/15/23 05:01PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Lawker	
[4/15/23 05:02PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Lawker	
[4/15/23 05:07PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Lawker	
[4/15/23 05:07PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Lawker	
[4/15/23 05:07PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Lawker	
[4/15/23 05:07PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Lawker	
[4/15/23 05:09PM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Lawker	
[4/15/23 05:14PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Lawker	
[4/15/23 05:21PM] Player picked up item: Coin, id: 995, amount: 10500, owner: Lawker	
[4/15/23 05:21PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Lawker	
[4/15/23 05:21PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Lawker	
[4/15/23 05:21PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Lawker	
[4/15/23 05:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lawker	
[4/15/23 05:22PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Lawker	
[4/15/23 05:29PM] Player picked up item: Coin, id: 995, amount: 2301682, owner: Lawker	
[4/15/23 05:29PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Lawker	
[4/15/23 05:44PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Lawker	
[4/15/23 05:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lawker	
[4/15/23 05:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lawker	
[4/15/23 05:44PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Lawker	
[4/15/23 05:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lawker	
[4/15/23 05:45PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Lawker	
[4/15/23 05:48PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Lawker	
[4/15/23 05:51PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Lawker	
[4/15/23 05:51PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Lawker	
[4/15/23 05:51PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Lawker	
[4/15/23 05:51PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Lawker	
[4/15/23 05:51PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Lawker	
[4/15/23 05:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lawker	
[4/15/23 05:52PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Lawker	
[4/15/23 05:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lawker	
[4/15/23 08:14PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Lawker	
[4/15/23 08:15PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Lawker	
[4/15/23 08:17PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Lawker	
[4/15/23 08:17PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Lawker	
[4/15/23 08:17PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Lawker	
[4/15/23 08:20PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Lawker	
[4/15/23 08:21PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Lawker	
[4/15/23 08:21PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Lawker	
[4/15/23 08:22PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Lawker	
[4/15/23 08:22PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Lawker	
[4/15/23 08:25PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Lawker	
[4/15/23 08:30PM] Player picked up item: Coin, id: 995, amount: 2381533, owner: Lawker	
[4/15/23 08:30PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Lawker	
[4/15/23 08:32PM] Player picked up item: Coin, id: 995, amount: 3303936, owner: Lawker	
[4/15/23 08:32PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Lawker	
[4/15/23 08:33PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Lawker	
[4/15/23 08:33PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Lawker	
[4/15/23 08:35PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Lawker	
[4/15/23 08:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lawker	
[4/15/23 08:36PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Lawker	
[4/15/23 11:38PM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: Lawker	
