[4/18/23 03:15AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ainokea	
[4/18/23 03:53AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Ainokea	
[4/18/23 03:53AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Ainokea	
[4/18/23 03:55AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Ainokea	
[4/18/23 03:57AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ainokea	
[4/18/23 03:58AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ainokea	
[4/18/23 03:58AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ainokea	
[4/18/23 03:58AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Ainokea	
[4/18/23 04:00AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ainokea	
[4/18/23 04:01AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ainokea	
[4/18/23 04:03AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ainokea	
[4/18/23 04:04AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Ainokea	
[4/18/23 04:04AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ainokea	
[4/18/23 04:06AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Ainokea	
[4/18/23 04:06AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ainokea	
[4/18/23 04:07AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Ainokea	
[4/18/23 04:07AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Ainokea	
[4/18/23 04:07AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ainokea	
[4/18/23 04:08AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Ainokea	
[4/18/23 04:08AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ainokea	
[4/18/23 04:09AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Ainokea	
[4/18/23 04:12AM] Player picked up item: Coin, id: 995, amount: 1476829, owner: Ainokea	
[4/18/23 04:12AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ainokea	
[4/18/23 04:14AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ainokea	
[4/18/23 04:15AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ainokea	
[4/18/23 04:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ainokea	
[4/18/23 04:15AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Ainokea	
[4/18/23 04:15AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ainokea	
[4/18/23 04:16AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Ainokea	
[4/18/23 04:16AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ainokea	
[4/18/23 04:17AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ainokea	
[4/18/23 04:18AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ainokea	
[4/18/23 04:20AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ainokea	
[4/18/23 04:20AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ainokea	
[4/18/23 04:21AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Ainokea	
[4/18/23 04:22AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ainokea	
[4/18/23 04:23AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ainokea	
[4/21/23 04:18AM] Player picked up item: Emerald Coif, id: 11001, amount: 1, owner: Ainokea	
[4/21/23 05:01AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Kingrock	
[4/22/23 11:11PM] Player picked up item: Miner chestplate (adamant), id: 20585, amount: 1, owner: Suh	
[4/23/23 01:27AM] Player picked up item: Blurite Katana, id: 14484, amount: 1, owner: Feed My Iron	
[4/23/23 01:33AM] Player picked up item: Inferno Shield, id: 13306, amount: 1, owner: Mqklori	
[4/23/23 01:34AM] Player picked up item: Rogue Aura, id: 12610, amount: 1, owner: Mqklori	
[4/23/23 04:35AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Slayer	
[4/23/23 04:35AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Slayer	
[4/24/23 11:28AM] Player picked up item: Malvek Katana, id: 14018, amount: 1, owner: Kandonas	
[4/24/23 11:28AM] Player picked up item: Champion Gloves, id: 12994, amount: 1, owner: Kandonas	
[4/24/23 04:37PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Xtc	
[4/24/23 06:13PM] Player picked up item: Soldier Sword, id: 23079, amount: 1, owner: Ainokea	
