[4/21/23 04:17PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dusty Nuggz	
[4/21/23 04:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 04:26PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dusty Nuggz	
[4/21/23 04:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 04:27PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dusty Nuggz	
[4/21/23 04:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 04:27PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dusty Nuggz	
[4/21/23 04:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 04:27PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dusty Nuggz	
[4/21/23 04:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 04:27PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dusty Nuggz	
[4/21/23 04:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 04:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 04:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 04:29PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dusty Nuggz	
[4/21/23 04:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 04:29PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dusty Nuggz	
[4/21/23 04:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 04:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 04:29PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dusty Nuggz	
[4/21/23 04:29PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 04:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 04:30PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dusty Nuggz	
[4/21/23 04:30PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dusty Nuggz	
[4/21/23 04:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 04:30PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dusty Nuggz	
[4/21/23 04:30PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 04:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 04:31PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dusty Nuggz	
[4/21/23 04:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 04:31PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dusty Nuggz	
[4/21/23 04:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 04:32PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dusty Nuggz	
[4/21/23 04:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 04:32PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dusty Nuggz	
[4/21/23 04:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 04:32PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dusty Nuggz	
[4/21/23 04:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 04:33PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dusty Nuggz	
[4/21/23 04:33PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dusty Nuggz	
[4/21/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 04:34PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dusty Nuggz	
[4/21/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 04:34PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dusty Nuggz	
[4/21/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 04:35PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dusty Nuggz	
[4/21/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 04:35PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dusty Nuggz	
[4/21/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 04:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 04:36PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dusty Nuggz	
[4/21/23 04:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 04:36PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dusty Nuggz	
[4/21/23 04:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 04:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 04:37PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dusty Nuggz	
[4/21/23 04:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 04:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 04:37PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dusty Nuggz	
[4/21/23 04:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 04:38PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 04:38PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dusty Nuggz	
[4/21/23 04:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 04:40PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dusty Nuggz	
[4/21/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 04:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 04:41PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dusty Nuggz	
[4/21/23 04:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 04:41PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dusty Nuggz	
[4/21/23 04:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 04:42PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dusty Nuggz	
[4/21/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 04:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 04:43PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dusty Nuggz	
[4/21/23 04:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 04:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 04:43PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dusty Nuggz	
[4/21/23 04:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 04:44PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dusty Nuggz	
[4/21/23 04:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 04:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 04:44PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dusty Nuggz	
[4/21/23 04:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 04:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 04:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 04:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 04:48PM] Player picked up item: Lava bones, id: 2023, amount: 109, owner: Dusty Nuggz	
[4/21/23 05:02PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dusty Nuggz	
[4/21/23 05:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:02PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dusty Nuggz	
[4/21/23 05:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:04PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dusty Nuggz	
[4/21/23 05:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:04PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dusty Nuggz	
[4/21/23 05:05PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dusty Nuggz	
[4/21/23 05:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 05:05PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dusty Nuggz	
[4/21/23 05:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 05:06PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dusty Nuggz	
[4/21/23 05:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 05:06PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dusty Nuggz	
[4/21/23 05:07PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dusty Nuggz	
[4/21/23 05:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 05:07PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dusty Nuggz	
[4/21/23 05:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 05:07PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dusty Nuggz	
[4/21/23 05:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:08PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dusty Nuggz	
[4/21/23 05:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 05:08PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dusty Nuggz	
[4/21/23 05:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 05:09PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dusty Nuggz	
[4/21/23 05:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:10PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dusty Nuggz	
[4/21/23 05:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:10PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dusty Nuggz	
[4/21/23 05:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:11PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dusty Nuggz	
[4/21/23 05:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:11PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dusty Nuggz	
[4/21/23 05:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 05:12PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dusty Nuggz	
[4/21/23 05:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 05:20PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dusty Nuggz	
[4/21/23 05:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:20PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dusty Nuggz	
[4/21/23 05:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 05:21PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dusty Nuggz	
[4/21/23 05:21PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dusty Nuggz	
[4/21/23 05:23PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dusty Nuggz	
[4/21/23 05:23PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dusty Nuggz	
[4/21/23 05:23PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dusty Nuggz	
[4/21/23 05:25PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:28PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dusty Nuggz	
[4/21/23 05:29PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dusty Nuggz	
[4/21/23 05:29PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dusty Nuggz	
[4/21/23 05:29PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dusty Nuggz	
[4/21/23 05:29PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dusty Nuggz	
[4/21/23 05:29PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dusty Nuggz	
[4/21/23 05:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:29PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dusty Nuggz	
[4/21/23 05:29PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dusty Nuggz	
[4/21/23 05:29PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dusty Nuggz	
[4/21/23 05:29PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dusty Nuggz	
[4/21/23 05:31PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dusty Nuggz	
[4/21/23 05:31PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:31PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dusty Nuggz	
[4/21/23 05:31PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dusty Nuggz	
[4/21/23 05:31PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dusty Nuggz	
[4/21/23 05:31PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dusty Nuggz	
[4/21/23 05:31PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dusty Nuggz	
[4/21/23 05:31PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dusty Nuggz	
[4/21/23 05:31PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dusty Nuggz	
[4/21/23 05:31PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dusty Nuggz	
[4/21/23 05:32PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dusty Nuggz	
[4/21/23 05:32PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dusty Nuggz	
[4/21/23 05:32PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dusty Nuggz	
[4/21/23 05:32PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dusty Nuggz	
[4/21/23 05:35PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dusty Nuggz	
[4/21/23 05:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 05:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 05:39PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:39PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:39PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Dusty Nuggz	
[4/21/23 05:39PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dusty Nuggz	
[4/21/23 05:39PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:39PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dusty Nuggz	
[4/21/23 05:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:39PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:40PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:40PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Dusty Nuggz	
[4/21/23 05:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 05:40PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:40PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dusty Nuggz	
[4/21/23 05:40PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 05:40PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:41PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:41PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:41PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Dusty Nuggz	
[4/21/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dusty Nuggz	
[4/21/23 05:42PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:42PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:42PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 05:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 05:43PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:43PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Dusty Nuggz	
[4/21/23 05:43PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:43PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:43PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 05:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 05:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 05:43PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Dusty Nuggz	
[4/21/23 05:44PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:44PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Dusty Nuggz	
[4/21/23 05:44PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dusty Nuggz	
[4/21/23 05:44PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:44PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:44PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:44PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Dusty Nuggz	
[4/21/23 05:44PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Dusty Nuggz	
[4/21/23 05:44PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:44PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:44PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:45PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:45PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:45PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:45PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:45PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:45PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:46PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:46PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:46PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:46PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Dusty Nuggz	
