[4/23/23 03:15AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Discotek	
[4/27/23 04:48AM] Player picked up item: Coin, id: 995, amount: 1222428, owner: Discotek	
[4/27/23 04:51AM] Player picked up item: Coin, id: 995, amount: 2860440, owner: Discotek	
[4/27/23 04:51AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Discotek	
[4/27/23 04:53AM] Player picked up item: Coin, id: 995, amount: 4042197, owner: Discotek	
[4/27/23 04:57AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Discotek	
[4/27/23 04:57AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Discotek	
[4/27/23 04:59AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Discotek	
[4/27/23 04:59AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Discotek	
[4/27/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Discotek	
[4/27/23 05:00AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Discotek	
[4/27/23 05:06AM] Player picked up item: Coin, id: 995, amount: 2077639, owner: Discotek	
[4/27/23 05:08AM] Player picked up item: Coin, id: 995, amount: 4260915, owner: Discotek	
[4/27/23 05:10AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Discotek	
[4/27/23 05:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Discotek	
[4/27/23 03:06PM] Player picked up item: Coin, id: 995, amount: 1958884, owner: Discotek	
[4/27/23 03:07PM] Player picked up item: Coin, id: 995, amount: 3194733, owner: Discotek	
[4/27/23 03:08PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Discotek	
[4/27/23 03:08PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Discotek	
[4/27/23 03:09PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Discotek	
[4/27/23 03:09PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Discotek	
[4/27/23 03:39PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Discotek	
[4/27/23 03:39PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Discotek	
